60 61 62 64
62 64 60 61
36 39 37 38
37 40 38 39
38 42 39 40
39 43 40 42
40 44 42 43
42 45 43 44
43 46 44 45
37 38 36 39
38 39 37 40
39 40 38 42
40 42 39 43
42 43 40 44
43 44 42 45
44 45 43 46
