quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
36_39_37_38,11.69,0.719,11.75,-0.236,0.046,-0.374,2.036,0.062,2.112,36,39,37,38
37_38_36_39,23.155,0.36,25.063,-0.43,0.13,-0.416,2.178,0.076,2.362,37,38,36,39
37_40_38_39,-347.158,0.618,-351.297,-0.478,0.109,-0.818,1.295,0.013,1.297,37,40,38,39
38_39_37_40,-115.579,0.431,-119.406,-0.412,0.15,-0.713,1.238,0.009,1.179,38,39,37,40
38_42_39_40,-214.533,0.348,-218.218,-1.043,0.16,-1.288,1.894,0.007,1.858,38,42,39,40
39_40_38_42,-158.55,0.728,-163.938,-0.69,0.161,-1.026,1.942,0.019,1.922,39,40,38,42
39_43_40_42,17.996,0.451,16.25,-0.729,0.077,-0.997,1.69,0.034,1.668,39,43,40,42
40_42_39_43,-130.191,0.387,-136.562,-1.438,0.19,-1.633,1.7,0.007,1.703,40,42,39,43
40_44_42_43,4.894,0.382,3.969,-1.138,0.169,-1.445,1.531,0.007,1.554,40,44,42,43
42_43_40_44,-575.537,1.714,-580.375,-0.935,0.179,-1.19,1.523,0.034,1.528,42,43,40,44
42_45_43_44,-87.786,0.514,-89.406,-0.779,0.134,-1.138,1.855,0.012,1.85,42,45,43,44
43_44_42_45,-521.737,1.112,-523.844,-0.852,0.112,-1.127,1.87,0.02,1.868,43,44,42,45
43_46_44_45,-45.451,0.755,-47.032,-0.398,0.072,-0.609,1.582,0.023,1.588,43,46,44,45
44_45_43_46,-557.155,0.642,-561.906,-0.722,0.082,-0.908,1.583,0.019,1.592,44,45,43,46
60_61_62_64,11.999,1.051,11.282,-0.001,0.02,-0.002,98.965,1.705,95.896,60,61,62,64
62_64_60_61,13.404,0.447,14.562,0.001,0.005,0.007,100.371,0.944,98.753,62,64,60,61
