quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
13_16_14_15,13.351,0.199,13.625,-0.12,0.075,-0.094,1.797,0.024,1.794,13,16,14,15
14_15_13_16,6.514,0.106,6.687,-0.48,0.061,-0.474,1.832,0.014,1.837,14,15,13,16
14_17_15_16,-245.276,0.813,-246.062,-0.729,0.014,-0.698,1.04,0.015,1.048,14,17,15,16
15_16_14_17,-107.11,0.479,-107.406,-0.767,0.094,-0.774,1.01,0.005,1.017,15,16,14,17
15_18_16_17,-147.682,0.366,-147.625,-1.056,0.145,-1.065,1.919,0.006,1.946,15,18,16,17
16_17_15_18,-129.164,0.709,-129.25,-0.847,0.139,-0.813,1.887,0.038,1.86,16,17,15,18
16_19_17_18,8.411,0.622,7.906,-0.791,0.117,-0.789,1.32,0.023,1.333,16,19,17,18
17_18_16_19,-50.053,0.332,-50.218,-0.984,0.156,-0.98,1.147,0.006,1.136,17,18,16,19
17_20_18_19,40.914,0.738,40.719,-0.841,0.162,-0.842,1.172,0.033,1.171,17,20,18,19
18_19_17_20,-429.149,0.081,-429.062,-0.803,0.144,-0.809,1.138,0.018,1.146,18,19,17,20
18_21_19_20,-104.486,0.276,-104.312,-0.414,0.141,-0.399,1.114,0.016,1.134,18,21,19,20
19_20_18_21,-313.634,0.791,-313.188,-0.86,0.062,-0.867,1.13,0.029,1.152,19,20,18,21
19_22_20_21,-10.637,0.12,-10.656,-0.157,0.051,-0.123,1.057,0.004,1.047,19,22,20,21
20_21_19_22,-538.454,0.898,-538.0,-0.364,0.066,-0.389,1.309,0.013,1.294,20,21,19,22
60_61_62_64,-1.072,0.533,-1.844,0.003,0.008,0.006,102.072,0.074,102.392,60,61,62,64
62_64_60_61,-7.404,2.053,-7.562,-0.002,0.001,0.002,102.927,0.885,103.072,62,64,60,61
