quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
1_4_2_3,36.15,0.677,36.125,-0.99,0.088,-1.338,1.492,0.041,1.484,1,4,2,3
2_3_1_4,41.704,0.903,41.375,-0.956,0.133,-1.085,1.499,0.028,1.494,2,3,1,4
2_5_3_4,-454.918,0.311,-462.344,-0.556,0.154,-0.912,1.088,0.007,1.058,2,5,3,4
3_4_2_5,-128.559,1.122,-132.062,-1.583,0.204,-2.25,1.07,0.027,1.064,3,4,2,5
3_6_4_5,-185.844,0.584,-190.281,-0.872,0.132,-1.479,1.261,0.007,1.245,3,6,4,5
4_5_3_6,-342.558,0.322,-349.563,-1.199,0.153,-1.588,1.284,0.005,1.298,4,5,3,6
4_7_5_6,-79.525,0.483,-79.281,-0.649,0.173,-0.964,1.387,0.017,1.382,4,7,5,6
5_6_4_7,-469.012,0.67,-474.438,-0.925,0.204,-1.332,1.36,0.012,1.358,5,6,4,7
5_9_6_7,-52.66,0.42,-54.062,-0.87,0.112,-1.193,1.792,0.013,1.78,5,9,6,7
60_61_62_64,1.585,0.578,1.906,0.008,0.102,0.003,104.18,9.989,104.297,60,61,62,64
62_64_60_61,0.56,0.583,-0.063,-0.021,0.037,0.026,103.192,4.034,96.883,62,64,60,61
6_10_7_9,-32.736,0.37,-37.469,-1.02,0.161,-1.311,2.335,0.011,2.324,6,10,7,9
6_7_5_9,-671.853,0.406,-673.094,-0.86,0.157,-1.147,1.849,0.011,1.823,6,7,5,9
7_11_9_10,-35.555,1.05,-39.906,-0.956,0.04,-1.069,2.287,0.035,2.297,7,11,9,10
7_9_6_10,-564.018,0.795,-564.062,-0.878,0.102,-1.112,2.334,0.018,2.312,7,9,6,10
9_10_7_11,-444.142,1.412,-451.844,-0.688,0.104,-0.825,2.281,0.033,2.272,9,10,7,11
