quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
1_4_2_3,20.436,0.864,19.625,-1.074,0.168,-1.142,1.465,0.055,1.426,1,4,2,3
2_3_1_4,125.352,0.918,124.812,-1.521,0.186,-1.7,1.48,0.026,1.481,2,3,1,4
2_5_3_4,-190.869,1.27,-198.062,-1.802,0.273,-2.135,0.918,0.019,0.889,2,5,3,4
3_4_2_5,-395.881,0.782,-399.25,-3.63,0.613,-4.211,0.932,0.004,0.928,3,4,2,5
3_6_4_5,-530.219,0.41,-534.344,-1.362,0.299,-1.597,0.998,0.004,1.006,3,6,4,5
4_5_3_6,-275.793,0.488,-281.219,-0.895,0.4,-1.133,0.997,0.007,0.991,4,5,3,6
4_7_5_6,-35.287,0.342,-39.718,-0.422,0.228,-0.765,1.043,0.006,1.034,4,7,5,6
5_6_4_7,-189.859,0.905,-193.844,-1.864,0.377,-2.118,1.011,0.013,1.025,5,6,4,7
5_9_6_7,9.101,0.727,7.906,-1.542,0.157,-2.244,1.252,0.049,1.336,5,9,6,7
60_61_62_64,13.642,0.838,13.062,-0.004,0.013,-0.008,96.292,0.875,97.809,60,61,62,64
62_64_60_61,12.512,0.659,13.718,-0.003,0.006,-0.008,102.093,0.99,100.012,62,64,60,61
6_10_7_9,-54.84,0.5,-59.219,-1.072,0.286,-1.453,1.396,0.005,1.414,6,10,7,9
6_7_5_9,-647.349,0.364,-653.875,-2.074,0.268,-2.583,1.26,0.007,1.274,6,7,5,9
7_11_9_10,-108.721,0.301,-111.156,-0.765,0.153,-0.979,1.457,0.007,1.469,7,11,9,10
7_9_6_10,-672.28,0.465,-678.156,-0.901,0.225,-1.287,1.407,0.007,1.388,7,9,6,10
9_10_7_11,-588.896,0.366,-592.656,-0.966,0.197,-1.114,1.459,0.007,1.456,9,10,7,11
