quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
49_52_50_51,-24.222,0.377,-23.781,-0.0,0.017,-0.016,401.663,10.654,403.481,49,52,50,51
50_51_49_52,42.581,0.897,41.937,0.053,0.023,0.044,381.508,10.274,380.722,50,51,49,52
50_53_51_52,-1.879,0.413,-2.218,-0.034,0.035,-0.068,0.032,0.037,0.126,50,53,51,52
51_52_50_53,-300.289,0.993,-300.812,0.018,0.193,0.003,-0.007,0.011,-0.018,51,52,50,53
51_54_52_53,-372.899,0.399,-369.719,0.006,0.004,0.006,-1.85,1.766,1.046,51,54,52,53
52_53_51_54,7287.625,0.0,7287.625,0.071,0.005,0.077,0.0,0.0,0.0,52,53,51,54
52_56_53_54,7089.72,1163.565,7287.625,-0.002,0.012,-0.014,168.521,1154.527,0.0,52,56,53,54
53_54_52_56,179.322,0.224,179.75,0.0,0.002,0.004,10.499,0.829,28.708,53,54,52,56
53_57_54_56,5853.018,1034.344,7287.625,-0.152,0.01,-0.166,-2927.335,1285.581,-98.333,53,57,54,56
54_56_53_57,146.948,0.747,147.219,-0.001,0.002,-0.004,2.476,3.072,6.688,54,56,53,57
54_58_56_57,-123.996,0.799,-122.218,0.003,0.001,0.006,0.343,3.164,2.47,54,58,56,57
56_57_54_58,6676.245,2149.963,7287.625,0.129,0.008,0.106,294.584,1309.279,336.25,56,57,54,58
56_59_57_58,201.644,0.516,203.188,-0.301,0.014,-0.371,1.547,0.009,1.54,56,59,57,58
57_58_56_59,-439.591,0.486,-441.156,-0.442,0.036,-0.492,1.497,0.033,1.458,57,58,56,59
60_61_62_64,12.108,1.152,12.032,0.0,0.017,-0.001,97.737,2.181,98.82,60,61,62,64
62_64_60_61,13.36,0.791,13.25,-0.005,0.012,-0.007,98.457,1.138,95.694,62,64,60,61
