quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
49_52_50_51,-47.698,1.166,-47.5,0.014,0.007,0.008,243.505,4.175,242.798,49,52,50,51
50_51_49_52,76.262,0.668,75.688,0.128,0.003,0.126,210.695,2.259,209.021,50,51,49,52
50_53_51_52,-0.734,0.493,-1.0,-0.032,0.068,-0.094,-0.026,0.027,-0.017,50,53,51,52
51_52_50_53,-326.48,0.888,-325.75,0.0,0.0,0.0,-0.078,0.174,-0.29,51,52,50,53
51_54_52_53,-392.021,0.74,-391.562,0.018,0.009,0.009,4.766,3.13,11.856,51,54,52,53
52_53_51_54,7283.077,60.449,7287.625,0.104,0.007,0.089,1.851,24.596,0.0,52,53,51,54
52_56_53_54,7268.784,174.222,7287.625,-0.033,0.01,-0.057,10.022,92.852,0.0,52,56,53,54
53_54_52_56,163.597,0.633,164.844,0.012,0.007,0.007,-6.479,2.146,-8.934,53,54,52,56
53_57_54_56,7188.84,653.641,7287.625,-0.223,0.009,-0.248,79.176,532.37,0.0,53,57,54,56
54_56_53_57,125.738,0.616,127.156,-0.013,0.006,-0.008,-3.348,2.6,-5.896,54,56,53,57
54_58_56_57,-144.697,0.987,-143.5,-0.015,0.006,-0.008,6.482,3.74,8.918,54,58,56,57
56_57_54_58,7284.824,49.466,7287.625,0.099,0.016,0.091,-21.711,7.386,0.0,56,57,54,58
56_59_57_58,231.727,0.744,231.875,0.276,0.018,0.261,1.679,0.01,1.688,56,59,57,58
57_58_56_59,-492.892,2.45,-494.219,-0.461,0.067,-0.539,1.865,0.135,1.724,57,58,56,59
60_61_62_64,17.935,1.651,19.719,-0.003,0.003,-0.001,98.165,1.754,99.729,60,61,62,64
62_64_60_61,11.601,1.785,8.187,-0.006,0.001,-0.005,95.419,1.575,97.532,62,64,60,61
