quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
10_11_1_2,13.777,0.462,13.906,-0.467,0.061,-0.471,-0.007,0.006,-0.028,10,11,1,2
10_11_2_3,158.406,0.617,158.562,-0.664,0.056,-0.719,-0.014,0.027,-0.004,10,11,2,3
10_11_3_4,49.534,1.621,50.094,-0.713,0.057,-0.816,-0.03,0.066,-0.058,10,11,3,4
10_11_4_5,-45.147,0.886,-45.25,-0.58,0.05,-0.696,0.029,0.038,0.046,10,11,4,5
10_11_5_6,19.524,0.291,18.875,-0.697,0.054,-0.789,-0.057,0.012,-0.036,10,11,5,6
10_11_6_7,10.828,1.613,11.375,-0.55,0.054,-0.595,-0.216,0.065,-0.248,10,11,6,7
10_11_7_9,29.135,0.312,28.532,-0.299,0.033,-0.359,-1.161,0.012,-1.128,10,11,7,9
1_2_10_11,36.993,0.167,36.688,0.147,0.055,0.172,-0.011,0.004,-0.003,1,2,10,11
1_2_3_4,18.652,0.295,18.688,-0.11,0.114,-0.19,-0.171,0.005,-0.176,1,2,3,4
1_2_4_5,-37.502,0.951,-38.594,-0.032,0.088,-0.163,-0.047,0.013,-0.03,1,2,4,5
1_2_5_6,74.632,0.956,74.656,0.157,0.059,0.184,-0.028,0.021,-0.019,1,2,5,6
1_2_6_7,-44.878,0.246,-44.594,-0.015,0.087,0.026,-0.023,0.003,-0.02,1,2,6,7
1_2_7_9,7.856,0.263,7.813,-0.012,0.082,-0.018,-0.009,0.004,0.005,1,2,7,9
1_2_9_10,-90.795,0.322,-91.0,-0.035,0.079,0.035,-0.025,0.004,-0.012,1,2,9,10
2_3_10_11,37.367,0.336,37.25,0.025,0.154,-0.062,-0.016,0.006,-0.015,2,3,10,11
2_3_4_5,-36.898,1.113,-36.625,-0.729,0.235,-0.949,-0.308,0.025,-0.25,2,3,4,5
2_3_5_6,74.368,0.494,73.625,-0.066,0.158,-0.191,-0.075,0.009,-0.016,2,3,5,6
2_3_6_7,-43.627,1.967,-43.656,0.014,0.149,-0.176,-0.021,0.034,-0.006,2,3,6,7
2_3_7_9,6.192,0.165,6.031,0.029,0.15,-0.125,-0.009,0.003,-0.008,2,3,7,9
2_3_9_10,-90.578,0.339,-90.812,0.012,0.159,-0.084,-0.03,0.006,-0.045,2,3,9,10
3_4_10_11,37.556,0.561,36.968,-0.774,0.083,-1.092,0.018,0.01,0.024,3,4,10,11
3_4_1_2,11.61,0.577,11.562,-1.541,0.292,-2.042,-0.154,0.009,-0.164,3,4,1,2
3_4_5_6,75.967,0.528,76.438,-1.781,0.174,-2.28,-0.46,0.01,-0.503,3,4,5,6
3_4_6_7,-42.152,1.591,-41.594,-0.982,0.092,-1.294,-0.133,0.029,-0.12,3,4,6,7
3_4_7_9,5.881,0.182,6.032,-0.906,0.093,-1.195,-0.053,0.003,-0.087,3,4,7,9
3_4_9_10,-90.048,0.394,-90.062,-0.803,0.082,-1.101,-0.032,0.007,-0.032,3,4,9,10
4_5_10_11,37.989,0.32,37.344,0.179,0.087,0.171,-0.043,0.005,-0.018,4,5,10,11
4_5_1_2,11.329,0.286,12.032,-0.73,0.22,-0.821,-0.049,0.005,-0.043,4,5,1,2
4_5_2_3,173.241,0.397,173.188,-0.391,0.225,-0.692,-0.359,0.006,-0.422,4,5,2,3
4_5_6_7,-39.925,0.566,-40.094,-0.674,0.18,-0.748,-0.609,0.012,-0.566,4,5,6,7
4_5_7_9,3.576,0.417,2.844,0.007,0.102,-0.028,-0.126,0.007,-0.083,4,5,7,9
4_5_9_10,-90.427,0.187,-90.156,0.16,0.087,0.16,-0.06,0.003,-0.032,4,5,9,10
5_6_10_11,38.199,0.297,37.813,-0.167,0.066,-0.113,-0.043,0.006,-0.032,5,6,10,11
5_6_1_2,10.499,0.47,10.531,-0.918,0.217,-1.002,-0.009,0.009,-0.036,5,6,1,2
