quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
13_14_15_16,24.637,0.569,24.781,0.678,0.351,0.673,-0.391,0.006,-0.387,13,14,15,16
13_14_16_17,35.49,0.339,35.656,1.154,0.251,1.131,-0.13,0.004,-0.124,13,14,16,17
13_14_17_18,48.327,1.202,48.5,1.194,0.241,1.189,-0.039,0.017,-0.033,13,14,17,18
13_14_18_19,-12.712,2.688,-13.562,1.225,0.213,1.149,-0.113,0.036,-0.114,13,14,18,19
13_14_19_20,-0.927,1.052,-1.094,1.242,0.229,1.261,0.024,0.013,0.019,13,14,19,20
13_14_20_21,-30.416,0.332,-31.0,1.374,0.187,1.391,0.03,0.003,0.017,13,14,20,21
13_14_21_22,0.76,0.655,1.25,1.264,0.251,1.251,-0.054,0.011,-0.057,13,14,21,22
14_15_16_17,42.161,0.206,41.75,-1.636,0.04,-1.65,-0.895,0.01,-0.895,14,15,16,17
14_15_17_18,39.918,2.109,40.156,-1.087,0.108,-1.087,-0.054,0.032,-0.052,14,15,17,18
14_15_18_19,-3.444,0.307,-3.532,-0.739,0.139,-0.762,-0.08,0.004,-0.08,14,15,18,19
14_15_19_20,-0.315,0.584,0.125,-0.657,0.18,-0.667,-0.023,0.009,-0.025,14,15,19,20
14_15_20_21,-24.906,0.33,-24.532,-0.444,0.251,-0.526,-0.011,0.006,-0.01,14,15,20,21
14_15_21_22,2.794,0.602,2.469,-0.455,0.258,-0.437,0.005,0.009,-0.001,14,15,21,22
15_16_13_14,28.502,1.085,29.0,-1.084,0.127,-0.969,-0.397,0.016,-0.387,15,16,13,14
15_16_17_18,41.0,0.004,40.625,-1.198,0.103,-1.18,-0.308,0.002,-0.306,15,16,17,18
15_16_18_19,-0.863,0.311,-0.297,-0.85,0.106,-0.833,-0.093,0.004,-0.094,15,16,18,19
15_16_19_20,2.432,0.824,2.0,-0.745,0.021,-0.711,-0.03,0.011,-0.032,15,16,19,20
15_16_20_21,-22.988,0.37,-22.75,-0.712,0.011,-0.689,-0.02,0.005,-0.015,15,16,20,21
15_16_21_22,6.882,0.064,7.438,-0.663,0.069,-0.675,0.01,0.0,0.018,15,16,21,22
16_17_13_14,26.844,0.574,27.312,-0.018,0.166,0.041,-0.154,0.008,-0.154,16,17,13,14
16_17_14_15,81.132,0.267,80.281,0.038,0.122,0.09,-0.941,0.004,-0.942,16,17,14,15
16_17_18_19,-1.404,0.615,-1.563,0.029,0.186,0.07,-0.448,0.008,-0.447,16,17,18,19
16_17_19_20,2.786,1.848,2.281,0.225,0.092,0.225,-0.09,0.023,-0.1,16,17,19,20
16_17_20_21,-21.834,5.271,-19.75,0.184,0.045,0.188,0.024,0.065,0.002,16,17,20,21
16_17_21_22,11.209,0.612,11.0,0.203,0.098,0.203,-0.023,0.008,-0.021,16,17,21,22
17_18_13_14,25.092,0.431,25.156,-0.681,0.256,-0.625,-0.046,0.006,-0.05,17,18,13,14
17_18_14_15,76.726,0.199,76.344,-0.602,0.206,-0.628,-0.105,0.001,-0.103,17,18,14,15
17_18_15_16,68.064,5.983,70.812,-0.558,0.212,-0.488,-0.33,0.078,-0.298,17,18,15,16
17_18_19_20,2.758,1.052,3.312,-0.416,0.161,-0.431,-0.433,0.013,-0.428,17,18,19,20
17_18_20_21,-22.13,0.194,-22.282,-0.161,0.068,-0.178,-0.066,0.003,-0.067,17,18,20,21
17_18_21_22,11.757,0.374,11.657,-0.075,0.098,-0.088,-0.039,0.005,-0.037,17,18,21,22
18_19_13_14,25.654,0.084,25.718,-1.019,0.243,-1.035,-0.018,0.0,-0.023,18,19,13,14
18_19_14_15,72.284,3.385,73.813,-1.139,0.245,-1.107,-0.05,0.05,-0.038,18,19,14,15
18_19_15_16,62.786,0.112,61.812,-1.139,0.26,-1.136,-0.086,0.001,-0.086,18,19,15,16
18_19_16_17,56.108,0.162,56.469,-0.835,0.185,-0.866,-0.445,0.004,-0.45,18,19,16,17
18_19_20_21,-18.178,0.981,-18.063,-1.008,0.176,-0.964,-0.399,0.013,-0.397,18,19,20,21
18_19_21_22,13.906,0.044,14.375,-0.424,0.074,-0.425,-0.089,0.001,-0.097,18,19,21,22
19_20_13_14,29.05,0.862,29.938,-0.596,0.066,-0.637,-0.048,0.011,-0.054,19,20,13,14
19_20_14_15,71.592,0.226,71.375,-1.057,0.166,-1.011,-0.011,0.001,-0.02,19,20,14,15
19_20_15_16,61.005,1.033,61.438,-1.084,0.171,-1.072,-0.03,0.014,-0.034,19,20,15,16
19_20_16_17,52.142,3.451,53.094,-1.175,0.196,-1.189,-0.129,0.052,-0.109,19,20,16,17
19_20_17_18,40.762,0.993,40.812,-1.014,0.133,-1.02,-0.462,0.017,-0.455,19,20,17,18
19_20_21_22,20.714,0.24,19.906,-0.93,0.161,-0.884,-0.34,0.004,-0.337,19,20,21,22
20_21_13_14,29.152,0.771,29.188,-1.063,0.048,-1.013,0.0,0.01,0.002,20,21,13,14
20_21_14_15,70.365,0.706,69.406,-1.245,0.098,-1.251,-0.022,0.012,-0.03,20,21,14,15
20_21_15_16,48.146,4.431,46.438,-1.288,0.096,-1.283,-0.146,0.069,-0.175,20,21,15,16
20_21_16_17,51.385,0.47,51.312,-1.366,0.089,-1.331,-0.062,0.004,-0.074,20,21,16,17
20_21_17_18,32.815,3.226,33.969,-1.297,0.071,-1.33,-0.079,0.046,-0.094,20,21,17,18
20_21_18_19,75.968,1.602,75.875,-0.734,0.006,-0.69,-0.412,0.026,-0.393,20,21,18,19
21_22_13_14,27.067,0.016,27.594,-0.583,0.409,-0.54,0.024,0.001,0.021,21,22,13,14
21_22_14_15,69.558,0.07,69.312,-0.011,0.298,0.005,0.001,0.001,-0.006,21,22,14,15
21_22_15_16,51.529,3.776,51.781,0.065,0.319,0.111,-0.04,0.053,-0.026,21,22,15,16
21_22_16_17,50.923,1.28,50.469,0.245,0.299,0.243,0.028,0.018,0.033,21,22,16,17
21_22_17_18,35.814,0.088,36.406,-0.235,0.173,-0.242,0.045,0.001,0.05,21,22,17,18
21_22_18_19,67.704,1.517,68.469,-0.193,0.132,-0.238,-0.114,0.03,-0.118,21,22,18,19
21_22_19_20,57.162,0.519,56.094,0.486,0.19,0.546,-0.398,0.008,-0.406,21,22,19,20
60_61_62_64,3.45,2.71,4.062,0.004,0.009,0.011,104.228,1.352,104.002,60,61,62,64
62_64_60_61,11.296,1.358,10.906,-0.01,0.001,-0.012,102.268,0.505,101.919,62,64,60,61
