quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
10_11_1_2,47.53,0.279,47.656,-1.138,0.156,-1.521,-0.004,0.005,-0.017,10,11,1,2
10_11_2_3,96.849,0.548,96.876,-1.085,0.116,-1.238,0.004,0.01,0.013,10,11,2,3
10_11_3_4,69.09,0.594,68.75,-1.069,0.11,-1.239,-0.01,0.01,0.001,10,11,3,4
10_11_4_5,-76.42,0.449,-76.188,-1.014,0.11,-1.224,-0.02,0.009,-0.027,10,11,4,5
10_11_5_6,27.593,1.474,27.218,-1.091,0.11,-1.3,-0.025,0.022,-0.028,10,11,5,6
10_11_6_7,20.398,1.42,19.625,-1.083,0.109,-1.296,-0.084,0.021,-0.072,10,11,6,7
10_11_7_9,49.803,0.274,49.719,-0.581,0.084,-0.765,-0.604,0.004,-0.603,10,11,7,9
1_2_10_11,-0.502,0.461,-0.156,0.116,0.16,-0.086,-0.007,0.008,-0.005,1,2,10,11
1_2_3_4,193.879,0.255,193.438,-0.147,0.227,-0.59,-0.138,0.004,-0.144,1,2,3,4
1_2_4_5,-286.059,0.643,-286.282,0.251,0.152,0.352,-0.037,0.012,-0.045,1,2,4,5
1_2_5_6,-86.811,0.426,-86.969,0.231,0.154,0.381,-0.003,0.007,0.012,1,2,5,6
1_2_6_7,31.373,0.327,31.344,0.197,0.162,0.149,-0.006,0.005,-0.003,1,2,6,7
1_2_7_9,206.636,0.568,207.969,0.17,0.152,0.02,-0.018,0.009,-0.016,1,2,7,9
1_2_9_10,-85.129,0.552,-85.094,0.102,0.157,0.03,-0.013,0.009,-0.01,1,2,9,10
2_3_10_11,-0.898,0.37,-1.094,-0.785,0.132,-1.137,-0.0,0.005,0.022,2,3,10,11
2_3_4_5,-287.513,1.438,-287.219,-1.94,0.346,-2.464,-0.275,0.018,-0.276,2,3,4,5
2_3_5_6,-87.729,0.613,-87.906,-0.903,0.138,-1.035,-0.083,0.008,-0.078,2,3,5,6
2_3_6_7,32.8,0.369,32.844,-0.852,0.137,-1.091,-0.045,0.005,-0.059,2,3,6,7
2_3_7_9,206.644,0.304,206.375,-0.83,0.123,-1.024,-0.015,0.004,-0.003,2,3,7,9
2_3_9_10,-85.272,1.346,-84.531,-0.836,0.122,-1.08,-0.027,0.019,-0.03,2,3,9,10
3_4_10_11,0.407,0.457,0.219,-1.743,0.149,-2.372,-0.006,0.006,-0.012,3,4,10,11
3_4_1_2,47.926,0.53,48.125,-3.193,0.613,-3.78,-0.14,0.008,-0.14,3,4,1,2
3_4_5_6,-86.785,0.352,-86.875,-3.961,0.457,-4.577,-0.38,0.004,-0.376,3,4,5,6
3_4_6_7,35.962,0.233,37.062,-2.023,0.16,-2.597,-0.116,0.003,-0.105,3,4,6,7
3_4_7_9,205.479,0.527,205.156,-1.847,0.136,-2.43,-0.04,0.006,-0.012,3,4,7,9
3_4_9_10,-84.613,1.016,-84.437,-1.784,0.152,-2.484,-0.011,0.013,-0.01,3,4,9,10
4_5_10_11,0.667,0.488,0.594,0.542,0.19,0.608,-0.03,0.007,-0.046,4,5,10,11
4_5_1_2,47.349,0.43,47.656,-1.074,0.459,-1.358,-0.025,0.005,-0.029,4,5,1,2
4_5_2_3,117.754,1.808,118.344,-0.12,0.372,-0.27,-0.299,0.024,-0.29,4,5,2,3
4_5_6_7,35.065,2.044,35.844,-1.184,0.396,-1.434,-0.4,0.025,-0.398,4,5,6,7
4_5_7_9,204.51,0.302,204.219,0.443,0.192,0.595,-0.085,0.005,-0.075,4,5,7,9
4_5_9_10,-85.163,0.807,-85.656,0.511,0.188,0.632,-0.034,0.011,-0.022,4,5,9,10
5_6_10_11,1.471,0.233,1.812,-0.486,0.119,-0.675,-0.04,0.003,-0.042,5,6,10,11
