quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
1_4_2_3,16.286,0.095,15.875,-1.325,0.047,-1.314,1.457,0.001,1.456,1,4,2,3
2_3_1_4,-131.053,0.177,-130.656,-1.921,0.284,-1.887,1.38,0.008,1.37,2,3,1,4
2_5_3_4,-433.418,0.448,-433.468,-1.778,0.139,-1.77,0.966,0.006,0.966,2,5,3,4
3_4_2_5,-411.762,0.189,-412.0,-1.398,0.265,-1.378,0.939,0.0,0.936,3,4,2,5
3_6_4_5,-105.098,1.285,-104.688,-1.543,0.221,-1.489,1.19,0.015,1.18,3,6,4,5
4_5_3_6,-484.664,0.424,-484.938,-1.752,0.184,-1.736,1.223,0.011,1.224,4,5,3,6
4_7_5_6,0.096,0.04,0.876,-1.378,0.134,-1.371,1.296,0.011,1.299,4,7,5,6
5_6_4_7,-330.293,0.112,-330.344,-1.688,0.181,-1.7,1.314,0.012,1.318,5,6,4,7
5_9_6_7,-48.798,0.491,-49.0,-1.145,0.181,-1.163,1.544,0.014,1.534,5,9,6,7
60_61_62_64,-7.361,0.036,-7.094,-0.002,0.004,0.002,100.474,0.66,100.463,60,61,62,64
62_64_60_61,-8.053,0.231,-7.281,-0.006,0.002,-0.007,102.138,0.203,102.464,62,64,60,61
6_10_7_9,-57.322,0.016,-57.156,-0.693,0.073,-0.718,1.968,0.011,1.96,6,10,7,9
6_7_5_9,-326.06,0.926,-326.219,-1.745,0.129,-1.736,1.522,0.005,1.525,6,7,5,9
7_11_9_10,-3.271,1.638,-2.687,-0.595,0.064,-0.605,1.615,0.054,1.581,7,11,9,10
7_9_6_10,-216.718,0.164,-216.625,-0.95,0.076,-0.955,1.962,0.001,1.959,7,9,6,10
9_10_7_11,-157.224,0.793,-158.5,-0.791,0.001,-0.83,1.666,0.024,1.642,9,10,7,11
