quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
13_16_14_15,21.982,0.286,21.688,0.087,0.034,0.013,1.914,0.031,1.92,13,16,14,15
14_15_13_16,70.439,1.186,71.188,-0.724,0.114,-1.024,1.924,0.035,1.941,14,15,13,16
14_17_15_16,-254.691,0.419,-259.094,-1.055,0.094,-1.251,1.016,0.017,0.998,14,17,15,16
15_16_14_17,-102.086,0.32,-103.562,-0.52,0.068,-0.579,0.975,0.014,1.012,15,16,14,17
15_18_16_17,-178.849,0.322,-178.469,-0.286,0.182,-0.325,2.036,0.016,2.029,15,18,16,17
16_17_15_18,-85.142,0.235,-89.688,-0.473,0.082,-0.55,2.008,0.016,1.998,16,17,15,18
16_19_17_18,9.161,0.586,6.875,-0.362,0.087,-0.401,1.157,0.034,1.185,16,19,17,18
17_18_16_19,-53.527,0.356,-55.938,-0.333,0.176,-0.393,1.176,0.016,1.191,17,18,16,19
17_20_18_19,-0.923,0.454,-3.532,-0.461,0.135,-0.526,1.161,0.019,1.168,17,20,18,19
18_19_17_20,-501.287,0.219,-503.782,-0.692,0.092,-0.887,1.158,0.01,1.114,18,19,17,20
18_21_19_20,-39.047,0.281,-40.0,-0.646,0.065,-0.8,1.094,0.013,1.038,18,21,19,20
19_20_18_21,-472.757,0.191,-478.938,-0.456,0.081,-0.543,1.119,0.004,1.092,19,20,18,21
19_22_20_21,-35.646,0.335,-40.188,-0.045,0.11,-0.183,1.15,0.014,1.18,19,22,20,21
20_21_19_22,-629.507,0.536,-629.782,-0.467,0.044,-0.537,1.217,0.021,1.144,20,21,19,22
60_61_62_64,12.203,0.728,12.219,-0.004,0.016,-0.006,100.75,0.666,99.723,60,61,62,64
62_64_60_61,12.469,0.717,12.594,-0.006,0.008,-0.006,98.267,0.907,98.112,62,64,60,61
