quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
25_28_26_27,-58.481,0.537,-58.844,-0.209,0.159,-0.392,1.434,0.014,1.416,25,28,26,27
26_27_25_28,-58.461,0.507,-59.312,-0.482,0.155,-0.69,1.404,0.013,1.413,26,27,25,28
26_29_27_28,-396.351,0.591,-399.25,-0.67,0.116,-0.883,1.4,0.011,1.436,26,29,27,28
27_28_26_29,-112.406,0.449,-114.062,-0.803,0.21,-0.989,1.367,0.01,1.367,27,28,26,29
27_30_28_29,29.188,0.888,26.282,-0.815,0.052,-1.061,1.359,0.078,1.277,27,30,28,29
28_29_27_30,-59.935,0.459,-61.094,-1.141,0.144,-1.472,1.412,0.011,1.389,28,29,27,30
28_31_29_30,71.922,0.557,68.094,-1.44,0.139,-1.833,1.495,0.018,1.492,28,31,29,30
29_30_28_31,-92.994,0.492,-96.719,-1.221,0.272,-1.472,1.537,0.009,1.55,29,30,28,31
29_32_30_31,-190.794,0.504,-192.625,-0.448,0.177,-0.581,1.073,0.017,1.048,29,32,30,31
30_31_29_32,-624.114,0.77,-628.938,-1.307,0.266,-1.793,1.03,0.021,1.076,30,31,29,32
30_33_31_32,-103.561,0.391,-107.031,-0.223,0.095,-0.508,1.84,0.01,1.861,30,33,31,32
31_32_30_33,-675.731,0.395,-677.687,-0.752,0.149,-0.932,1.787,0.009,1.77,31,32,30,33
31_34_32_33,-22.365,0.595,-25.656,-0.558,0.103,-0.791,1.035,0.015,1.022,31,34,32,33
32_33_31_34,-658.689,0.205,-658.375,-0.912,0.078,-1.071,1.037,0.007,1.031,32,33,31,34
60_61_62_64,13.017,0.586,12.407,-0.008,0.003,-0.006,98.574,0.715,99.938,60,61,62,64
62_64_60_61,12.24,1.249,13.719,-0.008,0.004,-0.003,101.544,1.256,103.655,62,64,60,61
