quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
10_11_1_2,37.183,0.384,37.156,-1.247,0.178,-1.732,0.004,0.007,0.011,10,11,1,2
10_11_2_3,300.124,0.448,299.656,-1.139,0.141,-1.382,-0.025,0.007,-0.045,10,11,2,3
10_11_3_4,-95.55,0.455,-95.875,-1.115,0.147,-1.418,-0.012,0.008,-0.002,10,11,3,4
10_11_4_5,-103.508,0.379,-103.938,-1.095,0.135,-1.333,-0.026,0.006,-0.024,10,11,4,5
10_11_5_6,25.254,0.434,24.312,-1.092,0.14,-1.34,-0.051,0.007,-0.06,10,11,5,6
10_11_6_7,16.653,0.361,16.344,-1.086,0.137,-1.279,-0.138,0.005,-0.168,10,11,6,7
10_11_7_9,31.315,0.417,31.438,-0.46,0.087,-0.645,-0.612,0.007,-0.628,10,11,7,9
1_2_10_11,3.506,0.457,3.969,0.163,0.237,0.085,-0.03,0.007,-0.015,1,2,10,11
1_2_3_4,154.35,0.308,154.344,-0.328,0.306,-0.819,-0.132,0.006,-0.132,1,2,3,4
1_2_4_5,-426.442,0.99,-425.875,0.227,0.223,0.383,-0.037,0.017,-0.03,1,2,4,5
1_2_5_6,-2.822,1.32,-2.5,0.252,0.243,0.34,-0.006,0.022,-0.013,1,2,5,6
1_2_6_7,-7.848,0.553,-7.75,0.198,0.239,0.167,-0.005,0.009,-0.004,1,2,6,7
1_2_7_9,250.028,0.909,250.344,0.239,0.236,0.181,-0.024,0.015,-0.036,1,2,7,9
1_2_9_10,-115.965,0.3,-115.188,0.199,0.241,0.12,-0.015,0.005,-0.036,1,2,9,10
2_3_10_11,2.948,0.34,3.5,-1.946,0.226,-2.428,-0.013,0.005,-0.011,2,3,10,11
2_3_4_5,-426.636,0.475,-427.0,-3.696,0.492,-4.217,-0.278,0.006,-0.284,2,3,4,5
2_3_5_6,-2.058,0.489,-1.656,-2.436,0.246,-2.73,-0.082,0.006,-0.066,2,3,5,6
2_3_6_7,-5.968,1.724,-6.531,-2.229,0.221,-2.528,-0.012,0.021,-0.016,2,3,6,7
2_3_7_9,248.886,0.365,249.032,-2.108,0.219,-2.687,-0.034,0.005,-0.024,2,3,7,9
2_3_9_10,-115.967,0.208,-116.219,-1.994,0.228,-2.419,-0.006,0.002,-0.0,2,3,9,10
3_4_10_11,3.462,0.393,3.782,-1.247,0.566,-2.338,-0.032,0.005,-0.012,3,4,10,11
3_4_1_2,39.358,0.351,39.781,-3.992,1.113,-5.647,-0.14,0.005,-0.138,3,4,1,2
3_4_5_6,-0.64,0.345,-1.375,-5.48,0.65,-6.201,-0.385,0.005,-0.382,3,4,5,6
3_4_6_7,-5.21,0.545,-4.469,-2.675,0.305,-3.464,-0.103,0.008,-0.106,3,4,6,7
3_4_7_9,248.948,0.218,248.375,-1.993,0.463,-2.848,-0.055,0.003,-0.047,3,4,7,9
3_4_9_10,-115.7,0.46,-115.0,-1.629,0.523,-2.659,-0.024,0.005,-0.032,3,4,9,10
4_5_10_11,3.423,0.24,3.594,0.571,0.244,0.487,-0.005,0.003,-0.014,4,5,10,11
4_5_1_2,37.03,1.441,36.406,-0.707,0.482,-1.004,-0.032,0.02,-0.042,4,5,1,2
