quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
10_11_1_2,41.064,0.497,40.531,-1.261,0.175,-1.751,0.004,0.009,-0.001,10,11,1,2
10_11_2_3,242.83,0.646,242.282,-1.159,0.144,-1.513,0.008,0.011,0.024,10,11,2,3
10_11_3_4,66.106,0.301,65.938,-1.099,0.14,-1.38,-0.007,0.005,0.002,10,11,3,4
10_11_4_5,-173.681,0.518,-173.406,-1.075,0.14,-1.384,-0.02,0.009,0.01,10,11,4,5
10_11_5_6,12.588,0.3,13.156,-1.093,0.136,-1.422,-0.021,0.004,-0.028,10,11,5,6
10_11_6_7,8.79,0.42,8.938,-1.088,0.135,-1.431,-0.116,0.007,-0.121,10,11,6,7
10_11_7_9,34.946,0.279,35.468,-0.455,0.082,-0.769,-0.585,0.004,-0.593,10,11,7,9
1_2_10_11,55.691,0.228,55.438,0.194,0.276,-0.099,0.001,0.004,0.008,1,2,10,11
1_2_3_4,277.641,0.557,277.344,-0.395,0.329,-0.846,-0.124,0.01,-0.124,1,2,3,4
1_2_4_5,-556.708,0.403,-556.188,0.26,0.298,0.388,-0.04,0.007,-0.044,1,2,4,5
1_2_5_6,63.804,0.395,64.063,0.323,0.278,0.429,-0.014,0.007,0.002,1,2,5,6
1_2_6_7,-31.92,0.374,-31.468,0.192,0.289,0.24,0.007,0.007,-0.006,1,2,6,7
1_2_7_9,284.132,0.155,283.906,0.242,0.271,0.165,-0.001,0.002,-0.014,1,2,7,9
1_2_9_10,-137.503,0.213,-138.156,0.196,0.276,0.049,-0.014,0.004,-0.026,1,2,9,10
2_3_10_11,55.969,0.34,56.0,-1.256,0.174,-1.782,-0.004,0.005,-0.005,2,3,10,11
2_3_4_5,-557.787,0.486,-558.344,-2.793,0.484,-3.257,-0.27,0.007,-0.278,2,3,4,5
2_3_5_6,62.8,0.401,62.844,-1.431,0.188,-1.708,-0.081,0.006,-0.064,2,3,5,6
2_3_6_7,-28.412,0.313,-27.906,-1.263,0.176,-1.56,-0.032,0.004,-0.032,2,3,6,7
2_3_7_9,283.449,0.301,283.719,-1.222,0.172,-1.663,-0.018,0.004,-0.019,2,3,7,9
2_3_9_10,-138.992,0.304,-138.812,-1.299,0.179,-1.83,-0.011,0.004,0.005,2,3,9,10
3_4_10_11,56.208,0.602,56.656,-2.504,0.467,-3.407,-0.014,0.007,-0.003,3,4,10,11
3_4_1_2,43.81,0.467,44.469,-6.797,1.401,-9.298,-0.137,0.006,-0.136,3,4,1,2
3_4_5_6,63.31,0.248,63.125,-7.162,0.757,-7.609,-0.391,0.005,-0.393,3,4,5,6
3_4_6_7,-28.049,0.36,-28.188,-3.853,0.359,-4.5,-0.119,0.004,-0.116,3,4,6,7
3_4_7_9,285.469,0.366,284.937,-3.219,0.401,-3.921,-0.048,0.003,-0.046,3,4,7,9
3_4_9_10,-140.299,0.459,-139.656,-2.76,0.477,-3.663,-0.02,0.005,-0.016,3,4,9,10
4_5_10_11,56.474,0.58,56.188,0.431,0.228,0.069,-0.025,0.008,-0.035,4,5,10,11
4_5_1_2,41.733,0.223,41.562,-1.103,0.475,-1.648,-0.041,0.003,-0.05,4,5,1,2
4_5_2_3,270.517,0.341,272.0,-0.49,0.707,-1.131,-0.272,0.003,-0.258,4,5,2,3
4_5_6_7,-27.216,0.336,-27.062,-0.558,0.334,-0.949,-0.409,0.004,-0.416,4,5,6,7
4_5_7_9,284.492,0.289,284.094,0.447,0.21,0.331,-0.093,0.003,-0.092,4,5,7,9
4_5_9_10,-141.645,0.439,-141.719,0.459,0.212,0.208,-0.03,0.006,-0.019,4,5,9,10
5_6_10_11,56.674,0.394,56.375,-1.108,0.171,-1.691,-0.038,0.005,-0.03,5,6,10,11
5_6_1_2,41.36,0.44,41.844,-2.317,0.29,-3.264,-0.005,0.008,-0.031,5,6,1,2
5_6_2_3,262.592,0.331,263.375,-2.056,0.272,-3.024,-0.084,0.005,-0.082,5,6,2,3
5_6_3_4,68.858,0.603,68.282,-1.609,0.302,-2.213,-0.389,0.007,-0.384,5,6,3,4
5_6_7_9,286.94,0.31,286.813,-2.464,0.265,-3.079,-0.334,0.003,-0.337,5,6,7,9
5_6_9_10,-142.527,0.342,-143.032,-1.424,0.186,-1.837,-0.091,0.005,-0.107,5,6,9,10
60_61_62_64,11.415,2.603,11.938,-0.001,0.006,-0.002,99.715,3.319,98.944,60,61,62,64
62_64_60_61,11.117,0.563,10.719,-0.0,0.002,-0.001,99.276,0.681,98.612,62,64,60,61
6_7_10_11,57.404,0.377,57.594,-0.697,0.093,-1.189,-0.133,0.006,-0.13,6,7,10,11
6_7_1_2,40.927,0.753,40.906,-1.662,0.219,-2.334,-0.001,0.016,0.019,6,7,1,2
6_7_2_3,257.716,0.395,258.219,-1.601,0.219,-2.254,-0.043,0.007,-0.049,6,7,2,3
6_7_3_4,66.855,0.806,66.968,-1.441,0.215,-2.102,-0.113,0.014,-0.099,6,7,3,4
6_7_4_5,-153.104,0.475,-153.062,-1.084,0.23,-1.751,-0.403,0.007,-0.404,6,7,4,5
6_7_9_10,-140.812,0.264,-140.594,-1.525,0.185,-2.263,-0.415,0.006,-0.401,6,7,9,10
7_9_10_11,59.013,0.671,59.282,-0.175,0.305,-0.371,-0.591,0.015,-0.597,7,9,10,11
7_9_1_2,40.824,0.379,40.718,0.175,0.282,0.044,0.004,0.006,-0.006,7,9,1,2
7_9_2_3,252.883,0.42,252.782,-0.116,0.321,-0.33,-0.015,0.008,-0.028,7,9,2,3
7_9_3_4,65.364,0.356,65.844,-0.191,0.323,-0.409,-0.031,0.006,0.002,7,9,3,4
7_9_4_5,-163.079,0.512,-162.812,-0.24,0.305,-0.497,-0.09,0.009,-0.122,7,9,4,5
7_9_5_6,24.481,0.402,23.75,0.341,0.278,0.016,-0.348,0.006,-0.33,7,9,5,6
9_10_1_2,40.743,0.878,40.625,-1.284,0.26,-1.712,-0.005,0.018,-0.012,9,10,1,2
9_10_2_3,246.989,0.476,246.5,-1.307,0.279,-1.805,-0.021,0.01,-0.036,9,10,2,3
9_10_3_4,65.429,0.417,65.75,-1.415,0.287,-1.856,-0.007,0.007,-0.014,9,10,3,4
9_10_4_5,-169.754,0.302,-169.375,-1.433,0.285,-1.817,-0.026,0.005,-0.002,9,10,4,5
9_10_5_6,18.243,0.448,19.062,-1.508,0.29,-1.898,-0.091,0.007,-0.098,9,10,5,6
9_10_6_7,17.881,0.418,18.219,-0.889,0.171,-1.176,-0.423,0.006,-0.424,9,10,6,7
