quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
13_16_14_15,19.452,0.315,19.531,-0.188,0.076,-0.187,1.924,0.009,1.952,13,16,14,15
14_15_13_16,13.272,0.643,14.0,-0.555,0.055,-0.546,1.82,0.001,1.804,14,15,13,16
14_17_15_16,-247.058,0.089,-246.812,-0.876,0.002,-0.84,0.962,0.015,0.952,14,17,15,16
15_16_14_17,-80.118,0.344,-79.656,-0.873,0.071,-0.867,1.038,0.013,1.051,15,16,14,17
15_18_16_17,-147.863,0.658,-148.468,-1.137,0.115,-1.14,1.893,0.021,1.884,15,18,16,17
16_17_15_18,-134.782,0.069,-135.062,-1.067,0.146,-1.063,2.05,0.022,2.034,16,17,15,18
16_19_17_18,-9.034,0.53,-8.688,-0.836,0.115,-0.828,1.166,0.007,1.168,16,19,17,18
17_18_16_19,-106.144,0.387,-106.0,-0.902,0.153,-0.889,1.16,0.003,1.179,17,18,16,19
17_20_18_19,50.339,0.499,50.562,-0.645,0.19,-0.645,1.232,0.005,1.239,17,20,18,19
18_19_17_20,-465.928,0.211,-465.062,-0.806,0.161,-0.79,1.182,0.018,1.186,18,19,17,20
18_21_19_20,-124.058,0.221,-123.906,-0.537,0.167,-0.529,1.132,0.006,1.137,18,21,19,20
19_20_18_21,-315.134,0.177,-314.875,-0.895,0.062,-0.909,1.2,0.011,1.204,19,20,18,21
19_22_20_21,10.661,0.712,10.25,-0.227,0.062,-0.226,1.156,0.028,1.138,19,22,20,21
20_21_19_22,-503.738,0.202,-503.968,-0.475,0.105,-0.47,1.259,0.001,1.224,20,21,19,22
60_61_62_64,-2.19,0.824,-2.594,-0.003,0.003,-0.004,102.601,0.296,102.502,60,61,62,64
62_64_60_61,-8.659,0.221,-9.156,-0.002,0.006,-0.004,101.784,0.338,101.809,62,64,60,61
