quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
13_14_15_16,13.235,0.821,13.812,0.289,0.36,0.34,-0.378,0.013,-0.38,13,14,15,16
13_14_16_17,40.098,0.903,39.687,0.907,0.308,0.928,-0.165,0.013,-0.162,13,14,16,17
13_14_17_18,45.803,0.001,45.875,1.124,0.255,1.1,-0.04,0.001,-0.04,13,14,17,18
13_14_18_19,-7.894,0.465,-8.031,1.122,0.271,1.16,-0.019,0.006,-0.016,13,14,18,19
13_14_19_20,-7.267,0.441,-7.188,1.131,0.198,1.078,-0.008,0.008,-0.015,13,14,19,20
13_14_20_21,-18.632,0.52,-18.438,1.117,0.272,1.151,-0.009,0.008,-0.015,13,14,20,21
13_14_21_22,-7.938,0.062,-8.124,0.975,0.272,0.945,0.026,0.0,0.024,13,14,21,22
14_15_16_17,43.178,0.28,43.531,-1.733,0.086,-1.776,-0.806,0.003,-0.81,14,15,16,17
14_15_17_18,39.659,0.313,38.938,-0.936,0.044,-0.973,-0.1,0.006,-0.102,14,15,17,18
14_15_18_19,-6.74,0.018,-7.094,-0.415,0.12,-0.352,-0.037,0.0,-0.042,14,15,18,19
14_15_19_20,-7.902,0.543,-8.5,-0.205,0.161,-0.235,-0.011,0.008,-0.019,14,15,19,20
14_15_20_21,-22.49,5.476,-24.532,-0.263,0.139,-0.328,-0.146,0.089,-0.175,14,15,20,21
14_15_21_22,-5.248,0.416,-4.937,-0.12,0.135,-0.117,0.06,0.007,0.06,14,15,21,22
15_16_13_14,23.556,3.225,24.501,-1.373,0.059,-1.367,-0.356,0.049,-0.372,15,16,13,14
15_16_17_18,41.26,0.04,41.844,-1.483,0.045,-1.469,-0.34,0.002,-0.336,15,16,17,18
15_16_18_19,-8.63,6.901,-4.281,-0.979,0.105,-0.983,-0.013,0.099,-0.072,15,16,18,19
15_16_19_20,-4.137,0.781,-4.094,-0.812,0.117,-0.829,-0.024,0.011,-0.035,15,16,19,20
15_16_20_21,-15.055,0.088,-14.406,-0.862,0.081,-0.84,-0.01,0.002,-0.009,15,16,20,21
15_16_21_22,-4.512,0.4,-4.094,-0.776,0.071,-0.765,-0.003,0.006,-0.006,15,16,21,22
16_17_13_14,23.714,1.403,21.688,-0.55,0.201,-0.583,-0.14,0.018,-0.146,16,17,13,14
16_17_14_15,85.43,0.026,85.344,-0.351,0.149,-0.355,-0.937,0.004,-0.936,16,17,14,15
16_17_18_19,-5.5,0.373,-5.688,-0.804,0.209,-0.775,-0.462,0.004,-0.466,16,17,18,19
16_17_19_20,-3.495,1.585,-2.968,-0.348,0.129,-0.313,-0.14,0.021,-0.141,16,17,19,20
16_17_20_21,-12.942,0.253,-12.718,-0.3,0.11,-0.328,-0.04,0.004,-0.048,16,17,20,21
16_17_21_22,-0.668,0.46,-1.094,-0.219,0.083,-0.255,-0.031,0.006,-0.02,16,17,21,22
17_18_13_14,24.964,0.663,24.734,-0.529,0.218,-0.508,-0.04,0.009,-0.036,17,18,13,14
17_18_14_15,81.839,0.969,81.594,-0.629,0.303,-0.666,-0.094,0.014,-0.09,17,18,14,15
17_18_15_16,47.036,0.815,47.188,-0.569,0.238,-0.482,-0.388,0.013,-0.384,17,18,15,16
