quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
13_14_15_16,12.882,1.032,12.781,0.693,0.294,0.752,-0.39,0.018,-0.39,13,14,15,16
13_14_16_17,37.618,0.539,37.906,1.011,0.225,1.035,-0.088,0.008,-0.097,13,14,16,17
13_14_17_18,45.616,0.149,46.062,0.908,0.144,0.917,-0.047,0.004,-0.063,13,14,17,18
13_14_18_19,11.036,0.327,10.625,1.104,0.19,1.127,0.01,0.004,0.002,13,14,18,19
13_14_19_20,22.242,0.59,22.812,0.956,0.139,0.998,0.034,0.01,0.048,13,14,19,20
13_14_20_21,-66.294,3.073,-66.344,1.128,0.163,1.117,-0.012,0.041,0.001,13,14,20,21
13_14_21_22,-3.48,0.227,-2.875,1.143,0.16,1.142,0.008,0.004,-0.002,13,14,21,22
14_15_16_17,44.562,0.285,44.938,-1.625,0.021,-1.637,-1.019,0.007,-1.014,14,15,16,17
14_15_17_18,40.424,0.844,40.625,-1.261,0.054,-1.243,-0.076,0.013,-0.076,14,15,17,18
14_15_18_19,11.014,1.472,11.938,-1.058,0.122,-1.078,-0.03,0.021,-0.04,14,15,18,19
14_15_19_20,29.432,0.354,29.282,-0.949,0.153,-0.935,-0.032,0.004,-0.028,14,15,19,20
14_15_20_21,-64.36,0.376,-64.188,-0.833,0.168,-0.793,0.004,0.005,0.008,14,15,20,21
14_15_21_22,-1.671,0.453,-1.938,-0.828,0.162,-0.818,0.036,0.006,0.032,14,15,21,22
15_16_13_14,30.565,0.037,30.782,-0.206,0.181,-0.163,-0.361,0.001,-0.357,15,16,13,14
15_16_17_18,41.087,0.503,41.094,-0.079,0.103,-0.069,-0.31,0.006,-0.314,15,16,17,18
15_16_18_19,17.498,0.475,17.094,0.097,0.041,0.098,-0.083,0.006,-0.083,15,16,18,19
15_16_19_20,31.914,0.146,32.562,0.139,0.027,0.131,-0.03,0.002,-0.037,15,16,19,20
15_16_20_21,-60.704,0.202,-60.719,0.177,0.016,0.163,0.002,0.003,0.006,15,16,20,21
15_16_21_22,-1.851,0.03,-1.375,0.103,0.002,0.118,0.0,0.001,0.002,15,16,21,22
16_17_13_14,29.758,0.013,29.282,-0.256,0.127,-0.229,-0.125,0.001,-0.12,16,17,13,14
16_17_14_15,82.682,1.229,82.719,-0.655,0.096,-0.63,-0.96,0.044,-0.973,16,17,14,15
16_17_18_19,17.13,0.507,17.188,-0.246,0.134,-0.221,-0.442,0.006,-0.446,16,17,18,19
16_17_19_20,32.008,0.761,32.75,0.376,0.074,0.37,-0.038,0.036,-0.002,16,17,19,20
16_17_20_21,-58.858,0.118,-59.406,-0.163,0.074,-0.165,-0.018,0.001,-0.02,16,17,20,21
16_17_21_22,6.11,0.926,6.406,-0.115,0.047,-0.098,-0.008,0.011,-0.02,16,17,21,22
17_18_13_14,29.432,0.079,28.906,-0.47,0.201,-0.474,-0.096,0.001,-0.094,17,18,13,14
17_18_14_15,69.71,1.221,69.453,-0.492,0.192,-0.52,-0.028,0.016,-0.032,17,18,14,15
17_18_15_16,50.938,0.327,51.688,-0.541,0.187,-0.512,-0.307,0.004,-0.307,17,18,15,16
17_18_19_20,37.034,0.555,37.062,-0.383,0.192,-0.379,-0.451,0.006,-0.452,17,18,19,20
17_18_20_21,-58.915,1.85,-58.187,-0.139,0.092,-0.101,-0.094,0.023,-0.107,17,18,20,21
17_18_21_22,-4.98,3.239,-6.532,-0.102,0.105,-0.026,0.064,0.04,0.086,17,18,21,22
18_19_13_14,30.11,0.503,29.563,-0.847,0.182,-0.852,-0.009,0.007,-0.018,18,19,13,14
18_19_14_15,71.483,0.307,71.938,-0.795,0.16,-0.761,0.009,0.004,0.016,18,19,14,15
18_19_15_16,50.634,0.094,50.844,-0.88,0.18,-0.879,-0.07,0.001,-0.074,18,19,15,16
18_19_16_17,80.483,0.365,80.563,-0.732,0.159,-0.735,-0.415,0.006,-0.416,18,19,16,17
18_19_20_21,-62.874,1.195,-62.218,-1.139,0.115,-1.14,-0.391,0.035,-0.416,18,19,20,21
18_19_21_22,8.18,0.508,7.718,-0.626,0.107,-0.617,-0.09,0.006,-0.084,18,19,21,22
19_20_13_14,31.048,0.274,30.782,-0.41,0.113,-0.392,0.036,0.004,0.026,19,20,13,14
19_20_14_15,70.178,0.368,70.062,-0.575,0.153,-0.562,-0.017,0.005,-0.017,19,20,14,15
19_20_15_16,50.108,1.324,51.031,-0.697,0.194,-0.673,-0.039,0.018,-0.039,19,20,15,16
19_20_16_17,74.555,2.111,74.656,-0.731,0.186,-0.754,-0.068,0.027,-0.068,19,20,16,17
19_20_17_18,41.224,2.745,42.687,-0.686,0.161,-0.709,-0.436,0.038,-0.417,19,20,17,18
19_20_21_22,17.974,0.241,18.781,-0.491,0.146,-0.495,-0.35,0.005,-0.354,19,20,21,22
20_21_13_14,29.123,1.15,29.469,-1.061,0.021,-1.012,0.006,0.016,-0.006,20,21,13,14
20_21_14_15,68.101,0.153,68.562,-1.23,0.049,-1.196,-0.03,0.004,-0.027,20,21,14,15
20_21_15_16,48.161,1.966,49.25,-1.294,0.064,-1.236,-0.03,0.03,-0.017,20,21,15,16
20_21_16_17,76.718,0.627,76.531,-1.343,0.088,-1.3,-0.014,0.011,-0.012,20,21,16,17
20_21_17_18,38.418,0.613,38.375,-1.216,0.049,-1.136,-0.129,0.009,-0.128,20,21,17,18
20_21_18_19,78.248,0.079,78.406,-0.86,0.039,-0.824,-0.408,0.002,-0.408,20,21,18,19
21_22_13_14,30.846,0.19,31.063,-0.136,0.378,-0.13,0.006,0.002,-0.008,21,22,13,14
21_22_14_15,62.346,0.359,62.844,0.313,0.311,0.332,-0.028,0.005,-0.018,21,22,14,15
