quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
13_14_15_16,15.838,0.257,16.062,0.832,0.222,0.454,-0.312,0.006,-0.298,13,14,15,16
13_14_16_17,46.317,0.481,45.781,1.125,0.164,0.97,-0.119,0.008,-0.093,13,14,16,17
13_14_17_18,13.808,0.269,14.094,1.122,0.16,0.946,-0.037,0.005,-0.047,13,14,17,18
13_14_18_19,-79.483,1.004,-79.562,1.126,0.171,0.956,-0.012,0.02,0.001,13,14,18,19
13_14_19_20,27.043,0.334,27.126,1.109,0.171,0.921,0.004,0.006,-0.008,13,14,19,20
13_14_20_21,-41.797,0.493,-41.5,1.089,0.172,0.887,-0.018,0.009,-0.03,13,14,20,21
13_14_21_22,-81.295,0.551,-80.594,1.072,0.164,0.883,0.005,0.01,0.0,13,14,21,22
14_15_16_17,50.11,0.699,50.844,-1.125,0.181,-1.577,-0.622,0.015,-0.588,14,15,16,17
14_15_17_18,11.577,0.419,11.188,-0.648,0.08,-0.836,-0.113,0.007,-0.103,14,15,17,18
14_15_18_19,-79.16,0.544,-80.218,-0.639,0.081,-0.855,-0.008,0.009,-0.016,14,15,18,19
14_15_19_20,28.248,0.365,28.344,-0.563,0.077,-0.806,-0.014,0.006,-0.021,14,15,19,20
14_15_20_21,-40.866,0.371,-41.218,-0.567,0.078,-0.797,-0.007,0.006,-0.019,14,15,20,21
14_15_21_22,-78.944,0.329,-78.718,-0.546,0.077,-0.775,0.007,0.005,-0.001,14,15,21,22
15_16_13_14,16.361,0.422,16.25,-0.988,0.146,-1.466,-0.298,0.009,-0.32,15,16,13,14
15_16_17_18,14.153,0.352,14.282,-1.356,0.163,-1.659,-0.31,0.008,-0.326,15,16,17,18
15_16_18_19,-77.41,0.38,-76.844,-0.774,0.072,-0.752,-0.076,0.007,-0.088,15,16,18,19
15_16_19_20,27.698,0.856,27.969,-0.697,0.075,-0.784,-0.046,0.016,-0.055,15,16,19,20
15_16_20_21,-39.211,0.422,-38.875,-0.684,0.074,-0.69,-0.022,0.008,-0.015,15,16,20,21
15_16_21_22,-77.019,0.326,-76.469,-0.628,0.075,-0.726,0.014,0.006,0.021,15,16,21,22
16_17_13_14,15.622,0.346,15.594,-0.807,0.244,-1.247,-0.124,0.007,-0.144,16,17,13,14
16_17_14_15,64.356,0.533,64.531,-0.487,0.209,-0.928,-0.616,0.011,-0.609,16,17,14,15
16_17_18_19,-76.182,1.167,-76.0,-0.668,0.209,-1.044,-0.385,0.022,-0.38,16,17,18,19
16_17_19_20,28.603,0.513,27.5,-0.122,0.116,-0.254,-0.08,0.009,-0.074,16,17,19,20
16_17_20_21,-37.086,0.238,-37.0,-0.092,0.116,-0.266,-0.045,0.004,-0.066,16,17,20,21
16_17_21_22,-74.432,0.504,-74.594,-0.1,0.115,-0.281,-0.038,0.009,-0.05,16,17,21,22
17_18_13_14,15.653,0.998,15.126,-0.825,0.319,-1.408,-0.047,0.02,-0.032,17,18,13,14
17_18_14_15,60.487,0.279,60.313,-0.834,0.316,-1.38,-0.083,0.005,-0.077,17,18,14,15
17_18_15_16,39.752,0.395,39.594,-0.707,0.282,-1.158,-0.31,0.007,-0.308,17,18,15,16
17_18_19_20,30.159,0.576,30.782,-0.672,0.271,-1.237,-0.447,0.012,-0.45,17,18,19,20
17_18_20_21,-35.846,0.667,-35.031,-0.063,0.145,-0.317,-0.109,0.012,-0.116,17,18,20,21
17_18_21_22,-72.642,0.322,-72.625,-0.049,0.138,-0.259,-0.044,0.006,-0.068,17,18,21,22
18_19_13_14,15.634,0.388,15.406,-1.055,0.252,-1.665,-0.022,0.006,-0.028,18,19,13,14
18_19_14_15,57.201,0.361,56.375,-1.057,0.255,-1.657,-0.033,0.006,-0.026,18,19,14,15
18_19_15_16,33.491,0.507,33.312,-1.03,0.257,-1.633,-0.07,0.009,-0.08,18,19,15,16
18_19_16_17,66.955,1.333,67.344,-0.615,0.167,-1.187,-0.437,0.024,-0.436,18,19,16,17
18_19_20_21,-32.775,0.321,-32.406,-1.025,0.235,-1.56,-0.464,0.006,-0.474,18,19,20,21
18_19_21_22,-73.03,1.522,-75.063,-0.314,0.09,-0.544,-0.075,0.026,-0.095,18,19,21,22
19_20_13_14,15.451,0.394,15.687,-1.066,0.137,-1.213,-0.025,0.008,-0.013,19,20,13,14
19_20_14_15,55.052,0.262,55.25,-1.377,0.219,-1.849,-0.013,0.007,0.006,19,20,14,15
19_20_15_16,30.506,0.373,30.125,-1.431,0.229,-1.956,-0.019,0.009,-0.028,19,20,15,16
19_20_16_17,62.423,0.459,62.282,-1.391,0.228,-1.965,-0.078,0.01,-0.098,19,20,16,17
19_20_17_18,44.722,0.467,45.313,-1.186,0.208,-1.685,-0.445,0.01,-0.432,19,20,17,18
19_20_21_22,-64.874,0.503,-64.844,-1.266,0.19,-1.699,-0.391,0.013,-0.368,19,20,21,22
20_21_13_14,14.991,0.489,15.032,-0.727,0.129,-0.958,-0.034,0.011,-0.041,20,21,13,14
20_21_14_15,52.492,0.641,52.156,-0.886,0.178,-1.247,-0.008,0.012,0.001,20,21,14,15
20_21_15_16,27.22,0.833,27.125,-1.023,0.253,-1.363,-0.022,0.017,-0.04,20,21,15,16
20_21_16_17,59.858,0.318,59.75,-1.123,0.348,-1.462,-0.042,0.006,-0.048,20,21,16,17
20_21_17_18,37.956,0.322,37.625,-1.215,0.458,-1.547,-0.122,0.007,-0.13,20,21,17,18
20_21_18_19,63.392,0.374,63.5,-1.634,0.785,-1.698,-0.478,0.008,-0.482,20,21,18,19
21_22_13_14,15.333,0.459,15.218,-0.212,0.146,-0.389,-0.013,0.009,-0.014,21,22,13,14
21_22_14_15,50.449,0.469,50.563,0.023,0.129,0.018,-0.007,0.008,-0.007,21,22,14,15
21_22_15_16,22.96,1.433,23.75,0.034,0.126,0.088,-0.03,0.024,-0.03,21,22,15,16
21_22_16_17,55.179,1.673,55.625,0.027,0.129,0.062,-0.04,0.027,-0.037,21,22,16,17
21_22_17_18,34.002,0.594,33.782,0.018,0.126,0.058,-0.032,0.01,-0.046,21,22,17,18
