quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
25_28_26_27,-105.237,0.291,-105.438,-0.777,0.264,-1.378,1.158,0.004,1.154,25,28,26,27
26_27_25_28,-10.469,0.342,-11.125,-0.335,0.066,-0.473,1.13,0.036,1.062,26,27,25,28
26_29_27_28,-367.653,0.505,-373.0,-1.516,0.25,-2.155,1.188,0.006,1.182,26,29,27,28
27_28_26_29,-3.277,0.413,-4.563,-0.852,0.146,-1.204,1.17,0.033,1.159,27,28,26,29
27_30_28_29,-13.176,0.322,-18.156,-3.536,0.206,-4.545,1.148,0.005,1.151,27,30,28,29
28_29_27_30,31.611,0.404,27.782,-0.908,0.152,-1.314,1.172,0.027,1.135,28,29,27,30
28_31_29_30,-111.459,0.17,-116.594,-2.874,0.212,-3.744,1.232,0.008,1.225,28,31,29,30
29_30_28_31,-60.488,0.501,-65.406,-3.401,0.362,-4.404,1.24,0.004,1.238,29,30,28,31
29_32_30_31,-101.999,0.132,-106.938,-2.148,0.135,-2.951,1.039,0.006,1.048,29,32,30,31
30_31_29_32,-514.031,0.632,-520.938,-2.303,0.381,-3.135,1.023,0.009,1.013,30,31,29,32
30_33_31_32,-61.485,0.507,-65.406,-0.893,0.247,-1.361,1.554,0.004,1.546,30,33,31,32
31_32_30_33,-681.27,0.259,-684.25,-1.807,0.152,-2.38,1.546,0.006,1.555,31,32,30,33
31_34_32_33,-150.708,0.548,-152.688,-0.361,0.208,-0.647,0.96,0.004,0.933,31,34,32,33
32_33_31_34,-688.785,0.444,-691.281,-1.207,0.24,-1.41,0.98,0.004,0.964,32,33,31,34
60_61_62_64,14.248,0.591,14.656,-0.003,0.008,0.001,99.652,0.577,98.492,60,61,62,64
62_64_60_61,14.221,0.809,13.156,-0.005,0.002,-0.006,99.291,0.662,99.94,62,64,60,61
