quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
36_39_37_38,24.075,0.01,23.469,-0.583,0.12,-0.556,2.016,0.001,2.009,36,39,37,38
37_38_36_39,-6.545,1.609,-6.062,-0.628,0.187,-0.546,2.006,0.017,2.028,37,38,36,39
37_40_38_39,-364.014,0.38,-364.094,-0.848,0.045,-0.829,1.254,0.008,1.261,37,40,38,39
38_39_37_40,-172.613,1.261,-172.562,-1.463,0.231,-1.446,1.261,0.008,1.255,38,39,37,40
38_42_39_40,-95.954,0.496,-95.5,-1.983,0.004,-2.031,1.776,0.001,1.774,38,42,39,40
39_40_38_42,-212.384,1.087,-212.5,-1.486,0.188,-1.414,1.812,0.036,1.835,39,40,38,42
39_43_40_42,11.67,0.918,12.312,-1.671,0.079,-1.658,1.77,0.014,1.77,39,43,40,42
40_42_39_43,-127.902,0.006,-128.219,-2.033,0.137,-1.995,1.782,0.015,1.759,40,42,39,43
40_44_42_43,-37.216,1.186,-35.594,-1.608,0.098,-1.575,1.49,0.029,1.484,40,44,42,43
42_43_40_44,-352.649,0.544,-352.75,-1.258,0.249,-1.232,1.479,0.005,1.47,42,43,40,44
42_45_43_44,0.587,0.629,0.593,-0.886,0.242,-0.919,1.866,0.013,1.865,42,45,43,44
43_44_42_45,-392.637,0.746,-392.875,-1.156,0.196,-1.163,1.814,0.026,1.81,43,44,42,45
43_46_44_45,-55.476,0.178,-54.906,-0.676,0.165,-0.671,1.725,0.011,1.724,43,46,44,45
44_45_43_46,-390.084,0.42,-388.844,-1.192,0.176,-1.263,1.747,0.016,1.753,44,45,43,46
60_61_62_64,15.176,1.015,15.125,-0.003,0.002,-0.001,102.702,0.482,102.998,60,61,62,64
62_64_60_61,0.103,0.214,1.719,-0.008,0.003,-0.006,103.316,0.532,103.655,62,64,60,61
