quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
1_4_2_3,54.818,0.466,55.438,-1.962,0.187,-1.924,1.406,0.005,1.41,1,4,2,3
2_3_1_4,-163.044,0.059,-163.468,-2.09,0.255,-2.042,1.414,0.001,1.412,2,3,1,4
2_5_3_4,-498.906,0.51,-498.718,-1.951,0.068,-1.954,1.044,0.018,1.03,2,5,3,4
3_4_2_5,-307.779,1.175,-306.625,-1.98,0.194,-1.916,1.019,0.018,1.036,3,4,2,5
3_6_4_5,-45.532,0.4,-46.282,-1.566,0.19,-1.523,1.145,0.012,1.146,3,6,4,5
4_5_3_6,-412.57,0.07,-412.75,-2.084,0.266,-2.035,1.176,0.007,1.163,4,5,3,6
4_7_5_6,35.144,0.466,35.094,-1.818,0.257,-1.808,1.276,0.008,1.268,4,7,5,6
5_6_4_7,-282.712,0.671,-282.532,-2.03,0.266,-1.988,1.39,0.023,1.409,5,6,4,7
5_9_6_7,-100.029,0.489,-99.25,-1.555,0.259,-1.506,1.601,0.018,1.611,5,9,6,7
60_61_62_64,-4.216,0.274,-5.781,0.001,0.006,0.005,101.786,0.322,102.174,60,61,62,64
62_64_60_61,3.226,0.2,3.781,-0.003,0.009,-0.003,102.248,0.074,101.916,62,64,60,61
6_10_7_9,-32.716,0.359,-32.218,-1.045,0.12,-1.056,1.852,0.014,1.873,6,10,7,9
6_7_5_9,-366.596,0.631,-367.468,-1.716,0.091,-1.737,1.669,0.003,1.682,6,7,5,9
7_11_9_10,20.836,0.18,20.656,-1.062,0.069,-1.044,1.614,0.003,1.596,7,11,9,10
7_9_6_10,-262.872,0.184,-262.375,-1.256,0.092,-1.243,1.899,0.001,1.904,7,9,6,10
9_10_7_11,-167.024,0.175,-167.219,-1.377,0.011,-1.382,1.628,0.005,1.596,9,10,7,11
