quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
36_37_38_39,227.91,1.506,227.938,-0.432,0.157,-0.596,-0.382,0.027,-0.406,36,37,38,39
36_37_39_40,-218.263,1.161,-218.125,-0.061,0.097,-0.013,-0.121,0.018,-0.122,36,37,39,40
36_37_40_42,28.782,0.519,28.062,0.036,0.074,0.049,-0.039,0.009,-0.044,36,37,40,42
36_37_42_43,131.663,0.523,131.938,0.035,0.08,0.12,-0.005,0.009,0.007,36,37,42,43
36_37_43_44,17.314,0.714,17.0,0.01,0.086,0.026,0.011,0.011,0.008,36,37,43,44
36_37_44_45,-170.733,1.275,-171.156,-0.069,0.093,-0.287,0.011,0.02,-0.003,36,37,44,45
36_37_45_46,163.896,1.915,162.688,0.043,0.07,-0.037,0.014,0.034,-0.004,36,37,45,46
37_38_39_40,-214.813,0.235,-214.938,-1.07,0.204,-1.432,-0.501,0.004,-0.508,37,38,39,40
37_38_40_42,25.557,0.172,25.532,-0.393,0.101,-0.42,-0.115,0.003,-0.104,37,38,40,42
37_38_42_43,132.722,2.044,132.688,-0.278,0.079,-0.354,-0.038,0.035,-0.05,37,38,42,43
37_38_43_44,19.046,0.335,18.125,-0.293,0.096,-0.551,-0.02,0.006,-0.016,37,38,43,44
37_38_44_45,-172.368,0.318,-173.688,-0.252,0.083,-0.38,-0.001,0.006,-0.006,37,38,44,45
37_38_45_46,172.979,0.476,173.844,-0.288,0.098,-0.553,-0.002,0.008,0.004,37,38,45,46
38_39_36_37,37.305,1.004,37.531,-0.734,0.288,-1.037,-0.363,0.019,-0.376,38,39,36,37
38_39_40_42,26.843,0.846,26.188,-0.868,0.302,-1.247,-0.358,0.014,-0.374,38,39,40,42
38_39_42_43,135.193,0.857,135.031,-0.175,0.166,-0.082,-0.079,0.015,-0.096,38,39,42,43
38_39_43_44,17.938,0.499,17.188,-0.124,0.168,-0.052,-0.023,0.008,-0.016,38,39,43,44
38_39_44_45,-175.182,1.863,-176.218,-0.134,0.162,-0.073,0.003,0.032,-0.006,38,39,44,45
38_39_45_46,177.31,0.596,176.562,-0.214,0.169,-0.42,-0.002,0.01,-0.029,38,39,45,46
39_40_36_37,37.684,0.365,37.625,-1.152,0.32,-1.802,-0.104,0.008,-0.094,39,40,36,37
39_40_37_38,64.686,1.144,66.031,-0.723,0.198,-1.225,-0.516,0.025,-0.515,39,40,37,38
39_40_42_43,139.435,0.377,139.532,-1.006,0.267,-1.55,-0.353,0.008,-0.357,39,40,42,43
39_40_43_44,18.49,2.113,18.782,-0.329,0.122,-0.668,-0.116,0.036,-0.115,39,40,43,44
39_40_44_45,-175.127,0.567,-173.874,-0.206,0.094,-0.441,-0.035,0.01,-0.059,39,40,44,45
39_40_45_46,183.269,0.423,182.187,-0.207,0.097,-0.493,-0.033,0.007,-0.023,39,40,45,46
40_42_36_37,39.138,0.805,38.937,-1.712,0.29,-2.192,-0.026,0.017,-0.03,40,42,36,37
40_42_37_38,60.754,0.621,61.344,-1.574,0.285,-2.048,-0.096,0.011,-0.114,40,42,37,38
40_42_38_39,44.739,0.596,45.125,-1.246,0.209,-1.584,-0.396,0.01,-0.401,40,42,38,39
40_42_43_44,21.177,1.548,21.688,-1.475,0.256,-1.973,-0.601,0.031,-0.619,40,42,43,44
40_42_44_45,-172.109,1.345,-171.062,-0.569,0.121,-0.866,-0.098,0.021,-0.094,40,42,44,45
40_42_45_46,184.895,0.35,185.844,-0.389,0.096,-0.601,-0.042,0.006,-0.012,40,42,45,46
42_43_36_37,40.876,0.363,40.718,-1.199,0.263,-1.639,-0.009,0.008,-0.011,42,43,36,37
42_43_37_38,54.639,1.453,55.25,-1.271,0.274,-1.593,-0.042,0.028,-0.022,42,43,37,38
42_43_38_39,44.09,0.583,44.188,-1.252,0.275,-1.605,-0.076,0.011,-0.075,42,43,38,39
42_43_39_40,-4.781,0.826,-4.188,-0.682,0.189,-1.026,-0.374,0.014,-0.373,42,43,39,40
42_43_44_45,-165.959,0.595,-165.532,-1.283,0.238,-1.584,-0.469,0.009,-0.474,42,43,44,45
42_43_45_46,187.206,0.332,187.437,-0.396,0.111,-0.463,-0.102,0.005,-0.098,42,43,45,46
43_44_36_37,40.987,1.791,41.188,-0.885,0.188,-1.127,-0.022,0.031,-0.032,43,44,36,37
43_44_37_38,53.264,0.283,53.188,-1.428,0.292,-1.943,-0.016,0.006,-0.028,43,44,37,38
43_44_38_39,43.034,1.053,42.875,-1.454,0.301,-2.004,-0.008,0.019,-0.016,43,44,38,39
43_44_39_40,-11.093,0.333,-11.5,-1.479,0.314,-1.969,-0.089,0.005,-0.107,43,44,39,40
43_44_40_42,85.145,0.316,85.438,-1.006,0.201,-1.331,-0.645,0.006,-0.66,43,44,40,42
43_44_45_46,203.064,0.635,203.375,-1.46,0.281,-1.884,-0.407,0.015,-0.406,43,44,45,46
44_45_36_37,44.032,0.558,43.812,-1.154,0.194,-1.558,-0.016,0.012,0.0,44,45,36,37
44_45_37_38,47.951,0.326,48.969,-1.145,0.228,-1.616,-0.028,0.008,-0.019,44,45,37,38
44_45_38_39,43.865,0.536,44.094,-1.18,0.25,-1.676,-0.012,0.011,0.027,44,45,38,39
44_45_39_40,-15.625,0.436,-15.344,-1.198,0.252,-1.722,-0.006,0.01,-0.022,44,45,39,40
44_45_40_42,81.3,0.929,80.938,-1.202,0.27,-1.691,-0.107,0.018,-0.096,44,45,40,42
44_45_42_43,31.849,0.572,31.438,-0.734,0.26,-1.114,-0.453,0.009,-0.447,44,45,42,43
