quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
1_4_2_3,59.621,0.731,59.656,-0.636,0.242,-0.881,1.517,0.011,1.539,1,4,2,3
2_3_1_4,3.439,0.538,3.313,-0.685,0.129,-0.568,1.49,0.067,1.384,2,3,1,4
2_5_3_4,-470.304,1.002,-474.625,-0.548,0.16,-0.81,1.054,0.022,1.048,2,5,3,4
3_4_2_5,-72.57,0.545,-78.344,-1.516,0.21,-2.205,1.033,0.008,1.044,3,4,2,5
3_6_4_5,-167.94,0.811,-171.344,-0.928,0.163,-1.355,1.317,0.02,1.291,3,6,4,5
4_5_3_6,-330.845,0.951,-334.0,-1.072,0.19,-1.319,1.347,0.02,1.396,4,5,3,6
4_7_5_6,-63.1,0.429,-67.188,-0.845,0.194,-1.127,1.352,0.009,1.366,4,7,5,6
5_6_4_7,-394.21,1.955,-395.687,-0.903,0.186,-1.27,1.305,0.043,1.317,5,6,4,7
5_9_6_7,-55.093,0.508,-58.094,-0.721,0.198,-1.046,1.814,0.009,1.829,5,9,6,7
60_61_62_64,7.376,2.515,10.718,-0.003,0.002,-0.0,96.243,2.572,97.94,60,61,62,64
62_64_60_61,15.865,1.542,17.375,-0.005,0.003,-0.005,103.264,1.523,104.012,62,64,60,61
6_10_7_9,-25.393,0.561,-28.844,-0.908,0.152,-1.159,2.27,0.011,2.32,6,10,7,9
6_7_5_9,-675.865,0.383,-679.0,-0.902,0.18,-1.193,1.818,0.011,1.79,6,7,5,9
7_11_9_10,-35.866,0.509,-38.874,-1.087,0.098,-1.364,2.333,0.018,2.33,7,11,9,10
7_9_6_10,-564.69,0.33,-567.25,-0.765,0.134,-0.971,2.224,0.005,2.238,7,9,6,10
9_10_7_11,-485.836,0.655,-491.219,-0.913,0.109,-1.109,2.286,0.017,2.266,9,10,7,11
