quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
13_16_14_15,17.601,0.919,19.25,0.115,0.035,0.07,1.87,0.108,1.862,13,16,14,15
14_15_13_16,58.709,0.319,57.875,-0.464,0.088,-0.725,1.953,0.018,1.953,14,15,13,16
14_17_15_16,-237.602,0.537,-243.812,-0.966,0.082,-1.147,0.993,0.021,1.072,14,17,15,16
15_16_14_17,-91.51,0.821,-94.938,-0.49,0.065,-0.527,0.927,0.043,1.047,15,16,14,17
15_18_16_17,-196.178,1.493,-198.532,-0.375,0.177,-0.366,2.021,0.046,1.994,15,18,16,17
16_17_15_18,-83.446,0.465,-90.718,-0.468,0.085,-0.531,2.071,0.024,2.01,16,17,15,18
16_19_17_18,13.136,0.461,10.625,-0.353,0.083,-0.374,1.194,0.026,1.218,16,19,17,18
17_18_16_19,-45.524,0.382,-50.406,-0.364,0.175,-0.404,1.166,0.013,1.154,17,18,16,19
17_20_18_19,3.017,0.382,-0.906,-0.45,0.124,-0.515,1.164,0.018,1.192,17,20,18,19
18_19_17_20,-505.89,0.271,-507.906,-0.637,0.09,-0.834,1.132,0.014,1.147,18,19,17,20
18_21_19_20,-48.077,0.402,-53.032,-0.603,0.064,-0.743,1.19,0.015,1.211,18,21,19,20
19_20_18_21,-475.012,0.652,-479.594,-0.425,0.074,-0.518,1.192,0.03,1.235,19,20,18,21
19_22_20_21,-42.63,0.212,-40.938,-0.056,0.105,-0.162,1.149,0.007,1.08,19,22,20,21
20_21_19_22,-631.025,0.276,-633.156,-0.432,0.046,-0.457,1.186,0.013,1.195,20,21,19,22
60_61_62_64,11.157,0.448,11.094,-0.003,0.003,-0.001,98.855,0.484,94.78,60,61,62,64
62_64_60_61,11.556,0.631,11.375,-0.003,0.003,-0.007,99.729,0.584,95.634,62,64,60,61
