quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
36_39_37_38,-66.074,0.322,-67.141,-0.268,0.188,-0.627,1.474,0.008,1.465,36,39,37,38
37_38_36_39,13.029,0.389,13.156,-0.5,0.081,-0.507,1.546,0.055,1.452,37,38,36,39
37_40_38_39,-543.696,0.542,-548.406,-0.339,0.2,-0.694,1.082,0.008,1.076,37,40,38,39
38_39_37_40,-112.129,0.554,-115.094,-0.355,0.283,-0.76,1.104,0.011,1.1,38,39,37,40
38_42_39_40,-49.567,0.437,-53.406,-0.645,0.292,-0.953,1.366,0.01,1.382,38,42,39,40
39_40_38_42,-192.933,0.716,-199.562,-1.033,0.282,-1.68,1.351,0.008,1.34,39,40,38,42
39_43_40_42,-22.665,0.782,-25.656,-1.034,0.285,-1.521,1.503,0.014,1.482,39,43,40,42
40_42_39_43,-494.525,0.536,-499.844,-1.398,0.299,-1.777,1.493,0.011,1.502,40,42,39,43
40_44_42_43,-73.215,0.597,-77.688,-1.173,0.275,-1.599,1.257,0.006,1.284,40,44,42,43
42_43_40_44,-704.325,0.691,-707.125,-0.952,0.252,-1.391,1.234,0.011,1.26,42,43,40,44
42_45_43_44,-30.925,0.226,-34.562,-0.949,0.214,-1.414,1.501,0.005,1.505,42,45,43,44
43_44_42_45,-591.015,0.709,-595.375,-0.873,0.204,-1.125,1.517,0.01,1.52,43,44,42,45
43_46_44_45,-2.29,0.494,-6.25,-1.159,0.133,-1.711,1.477,0.021,1.506,43,46,44,45
44_45_43_46,-677.368,1.358,-679.094,-0.804,0.142,-1.028,1.438,0.022,1.43,44,45,43,46
60_61_62_64,11.655,2.239,13.344,-0.004,0.041,-0.004,102.115,3.213,101.61,60,61,62,64
62_64_60_61,13.409,0.917,13.812,0.003,0.033,0.005,101.526,3.331,100.888,62,64,60,61
