quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
49_50_51_52,3.976,0.394,4.062,-0.35,0.231,-0.36,0.003,0.005,0.007,49,50,51,52
49_50_52_53,215.598,0.723,216.125,0.575,0.004,0.572,-0.48,0.023,-0.467,49,50,52,53
49_50_53_54,7287.625,0.0,7287.625,0.723,0.063,0.727,0.0,0.0,0.0,49,50,53,54
49_50_54_56,7287.625,0.0,7287.625,0.57,0.046,0.581,0.0,0.0,0.0,49,50,54,56
49_50_56_57,88.546,4.588,87.5,-0.498,0.221,-0.519,-0.155,0.059,-0.173,49,50,56,57
49_50_57_58,120.212,0.18,120.312,0.662,0.028,0.667,-0.014,0.005,-0.022,49,50,57,58
49_50_58_59,103.294,0.127,102.968,0.261,0.039,0.298,-0.066,0.004,-0.072,49,50,58,59
50_51_52_53,67.894,16.622,68.125,-0.144,0.188,-0.15,-66.386,0.192,-66.445,50,51,52,53
50_51_53_54,7287.625,0.0,7287.625,1.125,0.078,1.125,0.0,0.0,0.0,50,51,53,54
50_51_54_56,824.658,275.547,694.188,0.808,0.038,0.804,1565.171,145.002,1599.854,50,51,54,56
50_51_56_57,100.842,1.181,101.0,-0.006,0.135,-0.006,-0.032,0.016,-0.038,50,51,56,57
50_51_57_58,119.498,0.518,119.281,0.565,0.021,0.547,-0.002,0.013,-0.002,50,51,57,58
50_51_58_59,104.014,1.01,103.25,0.336,0.051,0.321,-0.068,0.027,-0.066,50,51,58,59
51_52_49_50,24.046,0.311,23.282,0.0,0.0,0.0,0.004,0.008,0.001,51,52,49,50
51_52_53_54,7287.625,0.0,7287.625,0.014,0.042,0.0,0.0,0.0,0.0,51,52,53,54
51_52_54_56,7287.625,0.0,7287.625,0.0,0.0,0.0,33.921,0.0,33.921,51,52,54,56
51_52_56_57,100.588,0.703,100.156,-0.013,0.045,-0.004,0.002,0.007,0.005,51,52,56,57
51_52_57_58,119.029,0.481,118.812,0.0,0.0,0.0,0.041,0.012,0.042,51,52,57,58
51_52_58_59,105.147,0.214,105.312,0.0,0.0,0.0,0.013,0.005,0.009,51,52,58,59
52_53_49_50,22.444,0.27,21.782,-0.23,0.017,-0.21,-0.524,0.006,-0.521,52,53,49,50
52_53_50_51,-305.245,0.313,-305.188,-0.165,0.018,-0.155,-77.924,0.073,-77.978,52,53,50,51
52_53_54_56,7287.625,0.0,7287.625,-0.226,0.012,-0.237,250.188,14.053,252.094,52,53,54,56
