quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
13_14_15_16,18.297,0.35,17.656,0.813,0.211,0.495,-0.308,0.006,-0.31,13,14,15,16
13_14_16_17,42.133,0.308,42.594,1.095,0.154,1.007,-0.106,0.006,-0.111,13,14,16,17
13_14_17_18,18.4,0.184,19.062,1.118,0.156,1.005,-0.028,0.004,-0.008,13,14,17,18
13_14_18_19,-75.881,0.28,-75.906,1.108,0.164,0.963,-0.008,0.005,-0.011,13,14,18,19
13_14_19_20,15.633,0.746,15.032,1.069,0.162,0.939,-0.008,0.014,-0.013,13,14,19,20
13_14_20_21,-45.628,0.258,-46.0,1.042,0.176,0.959,-0.007,0.005,0.022,13,14,20,21
13_14_21_22,-80.623,0.502,-80.875,1.023,0.18,0.828,-0.005,0.01,0.018,13,14,21,22
14_15_16_17,47.309,1.738,47.375,-1.1,0.185,-1.577,-0.623,0.025,-0.626,14,15,16,17
14_15_17_18,16.588,0.291,16.344,-0.582,0.084,-0.754,-0.106,0.005,-0.099,14,15,17,18
14_15_18_19,-73.611,0.324,-74.219,-0.552,0.095,-0.716,-0.051,0.005,-0.05,14,15,18,19
14_15_19_20,15.768,0.754,16.062,-0.556,0.08,-0.71,-0.021,0.012,0.0,14,15,19,20
14_15_20_21,-44.961,0.29,-45.531,-0.506,0.085,-0.684,-0.016,0.005,-0.0,14,15,20,21
14_15_21_22,-76.759,0.389,-76.281,-0.509,0.075,-0.812,-0.013,0.006,-0.022,14,15,21,22
15_16_13_14,17.816,0.578,17.75,-1.003,0.159,-1.491,-0.306,0.011,-0.316,15,16,13,14
15_16_17_18,19.862,0.49,20.0,-1.37,0.168,-1.528,-0.333,0.009,-0.345,15,16,17,18
15_16_18_19,-73.827,0.177,-73.75,-0.792,0.081,-0.81,-0.082,0.003,-0.101,15,16,18,19
15_16_19_20,16.404,0.461,16.25,-0.74,0.067,-0.782,-0.024,0.009,-0.03,15,16,19,20
15_16_20_21,-44.313,0.419,-45.062,-0.682,0.079,-0.795,-0.021,0.008,-0.014,15,16,20,21
15_16_21_22,-73.824,0.346,-73.844,-0.668,0.065,-0.782,-0.017,0.007,-0.003,15,16,21,22
16_17_13_14,18.24,0.5,17.562,-0.834,0.245,-1.197,-0.11,0.01,-0.116,16,17,13,14
16_17_14_15,59.983,0.604,60.312,-0.578,0.222,-1.029,-0.615,0.013,-0.594,16,17,14,15
16_17_18_19,-71.65,0.545,-71.125,-0.739,0.202,-1.076,-0.43,0.012,-0.403,16,17,18,19
16_17_19_20,17.298,0.348,17.281,-0.173,0.127,-0.343,-0.1,0.006,-0.078,16,17,19,20
16_17_20_21,-41.903,1.535,-40.656,-0.131,0.113,-0.272,-0.05,0.027,-0.026,16,17,20,21
16_17_21_22,-73.105,0.455,-73.281,-0.126,0.116,-0.287,-0.004,0.008,0.019,16,17,21,22
17_18_13_14,17.833,0.171,18.125,-0.882,0.336,-1.423,-0.046,0.004,-0.058,17,18,13,14
17_18_14_15,56.838,0.235,57.032,-0.857,0.326,-1.402,-0.116,0.004,-0.134,17,18,14,15
17_18_15_16,34.07,0.469,33.969,-0.692,0.293,-1.157,-0.322,0.01,-0.316,17,18,15,16
17_18_19_20,19.653,0.325,20.281,-0.751,0.294,-1.335,-0.45,0.006,-0.487,17,18,19,20
17_18_20_21,-38.965,0.387,-38.312,-0.045,0.16,-0.28,-0.123,0.007,-0.158,17,18,20,21
17_18_21_22,-70.504,1.172,-70.375,-0.021,0.153,-0.192,-0.067,0.021,-0.04,17,18,21,22
18_19_13_14,17.8,0.394,17.375,-1.104,0.234,-1.573,-0.033,0.007,-0.03,18,19,13,14
18_19_14_15,53.612,0.369,53.469,-1.068,0.26,-1.532,-0.046,0.006,-0.052,18,19,14,15
18_19_15_16,30.518,0.28,30.594,-1.106,0.261,-1.688,-0.091,0.006,-0.106,18,19,15,16
