quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
13_16_14_15,12.344,0.291,12.594,-0.142,0.106,-0.353,1.549,0.01,1.536,13,16,14,15
14_15_13_16,49.625,0.642,49.531,-0.019,0.088,-0.09,1.498,0.043,1.526,14,15,13,16
14_17_15_16,-480.513,0.535,-486.718,-1.115,0.126,-1.575,0.979,0.012,0.984,14,17,15,16
15_16_14_17,-36.13,0.575,-37.75,-1.023,0.126,-1.396,0.977,0.011,0.977,15,16,14,17
15_18_16_17,-154.424,0.729,-159.906,-0.685,0.23,-1.198,1.558,0.019,1.571,15,18,16,17
16_17_15_18,-103.0,1.184,-108.25,-0.645,0.186,-0.979,1.568,0.019,1.575,16,17,15,18
16_19_17_18,-51.449,0.445,-58.375,-0.169,0.194,-0.525,1.198,0.009,1.186,16,19,17,18
17_18_16_19,-427.183,0.913,-432.156,-0.699,0.291,-1.165,1.194,0.025,1.194,17,18,16,19
17_20_18_19,-15.11,0.411,-20.125,-0.743,0.168,-1.101,1.278,0.011,1.263,17,20,18,19
18_19_17_20,-667.007,0.439,-674.031,-0.922,0.205,-1.406,1.288,0.01,1.293,18,19,17,20
18_21_19_20,-22.05,0.721,-25.047,-1.16,0.125,-1.425,1.177,0.012,1.213,18,21,19,20
19_20_18_21,-615.598,0.534,-619.0,-0.998,0.128,-1.157,1.233,0.012,1.254,19,20,18,21
19_22_20_21,21.274,0.472,17.75,-0.669,0.112,-1.1,1.362,0.037,1.397,19,22,20,21
20_21_19_22,-817.962,0.386,-820.844,-0.709,0.092,-0.744,1.301,0.004,1.307,20,21,19,22
60_61_62_64,13.024,0.921,12.125,-0.003,0.006,-0.007,99.71,0.773,100.286,60,61,62,64
62_64_60_61,10.738,2.236,11.75,-0.001,0.007,-0.002,98.611,1.646,101.262,62,64,60,61
