quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
25_28_26_27,-91.108,0.436,-92.5,-0.141,0.227,-0.526,1.203,0.01,1.194,25,28,26,27
26_27_25_28,-38.021,0.801,-38.032,-0.301,0.26,-0.467,1.197,0.017,1.213,26,27,25,28
26_29_27_28,-477.872,0.267,-483.25,-1.13,0.221,-1.537,1.196,0.004,1.192,26,29,27,28
27_28_26_29,-111.934,0.512,-118.282,-0.878,0.264,-1.196,1.218,0.008,1.215,27,28,26,29
27_30_28_29,60.288,0.574,56.938,-2.02,0.143,-2.524,1.143,0.018,1.142,27,30,28,29
28_29_27_30,-9.545,0.777,-15.156,-1.689,0.25,-2.047,1.169,0.018,1.126,28,29,27,30
28_31_29_30,10.363,0.533,5.469,-1.759,0.229,-2.205,1.24,0.01,1.223,28,31,29,30
29_30_28_31,-132.649,0.335,-137.687,-2.359,0.305,-2.717,1.2,0.007,1.222,29,30,28,31
29_32_30_31,-171.377,0.358,-173.219,-1.296,0.23,-1.598,1.015,0.011,1.017,29,32,30,31
30_31_29_32,-595.401,2.169,-598.938,-1.341,0.302,-1.839,0.987,0.035,0.985,30,31,29,32
30_33_31_32,-22.752,1.801,-24.156,-0.826,0.173,-1.159,1.59,0.025,1.593,30,33,31,32
31_32_30_33,-709.739,0.53,-707.875,-1.386,0.174,-1.767,1.594,0.004,1.574,31,32,30,33
31_34_32_33,-79.483,0.604,-82.188,-0.77,0.117,-1.037,0.929,0.01,0.873,31,34,32,33
32_33_31_34,-702.106,0.47,-703.375,-1.284,0.103,-1.524,0.946,0.008,0.956,32,33,31,34
60_61_62_64,13.42,3.378,9.078,-0.005,0.028,-0.007,101.262,4.834,103.685,60,61,62,64
62_64_60_61,15.806,1.731,15.875,-0.006,0.005,-0.006,99.983,1.652,104.503,62,64,60,61
