quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
10_11_1_2,32.465,0.714,32.656,-0.214,0.03,-0.189,0.004,0.018,0.015,10,11,1,2
10_11_2_3,128.323,0.28,128.844,-0.263,0.027,-0.278,0.021,0.027,0.021,10,11,2,3
10_11_3_4,39.742,0.476,40.156,-0.274,0.024,-0.316,-0.063,0.047,-0.018,10,11,3,4
10_11_4_5,-23.141,0.53,-23.5,-0.201,0.021,-0.24,-0.014,0.057,-0.053,10,11,4,5
10_11_5_6,6.961,0.645,6.781,-0.25,0.022,-0.287,-0.021,0.061,0.062,10,11,5,6
10_11_6_7,-80.253,1.034,-79.938,-0.121,0.019,-0.147,-0.057,0.107,-0.056,10,11,6,7
10_11_7_9,63.748,0.172,64.344,-0.078,0.014,-0.111,-0.89,0.017,-0.902,10,11,7,9
1_2_10_11,27.647,0.329,27.781,0.51,0.061,0.478,-0.015,0.009,-0.031,1,2,10,11
1_2_3_4,-13.34,0.426,-13.562,0.278,0.157,0.269,-0.157,0.01,-0.151,1,2,3,4
1_2_4_5,4.253,0.421,3.875,0.395,0.058,0.38,-0.054,0.006,-0.07,1,2,4,5
1_2_5_6,69.552,0.316,69.687,0.502,0.079,0.469,-0.007,0.009,0.018,1,2,5,6
1_2_6_7,-49.735,1.14,-49.282,0.379,0.055,0.365,-0.011,0.015,0.0,1,2,6,7
1_2_7_9,-25.569,0.3,-25.75,0.371,0.052,0.329,0.002,0.004,-0.012,1,2,7,9
1_2_9_10,-104.115,0.576,-104.406,0.404,0.055,0.463,-0.014,0.007,-0.018,1,2,9,10
2_3_10_11,27.03,0.566,26.938,-0.431,0.091,-0.532,-0.01,0.01,0.011,2,3,10,11
2_3_4_5,4.977,0.427,5.281,-0.922,0.157,-1.114,-0.294,0.009,-0.291,2,3,4,5
2_3_5_6,68.368,0.414,68.094,-0.508,0.099,-0.675,-0.082,0.007,-0.064,2,3,5,6
2_3_6_7,-46.842,0.4,-47.406,-0.454,0.09,-0.555,-0.029,0.007,-0.02,2,3,6,7
2_3_7_9,-26.703,0.301,-26.5,-0.419,0.093,-0.533,-0.025,0.005,-0.022,2,3,7,9
2_3_9_10,-104.374,0.337,-104.031,-0.455,0.093,-0.596,-0.026,0.005,-0.029,2,3,9,10
3_4_10_11,28.003,0.866,28.344,-0.49,0.076,-0.756,-0.012,0.014,0.004,3,4,10,11
3_4_1_2,31.593,0.425,31.625,-1.44,0.431,-1.762,-0.179,0.007,-0.189,3,4,1,2
3_4_5_6,70.175,0.312,70.719,-1.168,0.162,-1.444,-0.452,0.006,-0.453,3,4,5,6
3_4_6_7,-45.846,0.341,-45.531,-0.58,0.094,-0.786,-0.131,0.006,-0.147,3,4,6,7
3_4_7_9,-28.091,0.548,-28.468,-0.456,0.082,-0.718,-0.04,0.009,-0.05,3,4,7,9
3_4_9_10,-104.574,0.191,-104.781,-0.488,0.086,-0.737,-0.023,0.003,-0.036,3,4,9,10
4_5_10_11,28.001,0.402,27.969,0.236,0.031,0.244,-0.061,0.008,-0.03,4,5,10,11
4_5_1_2,31.022,0.504,29.938,-0.736,0.219,-0.904,-0.048,0.008,-0.034,4,5,1,2
4_5_2_3,154.83,0.399,154.906,-0.602,0.215,-0.855,-0.3,0.009,-0.244,4,5,2,3
4_5_6_7,-43.782,0.423,-44.875,-0.587,0.191,-0.564,-0.608,0.007,-0.627,4,5,6,7
4_5_7_9,-28.263,0.199,-28.375,0.032,0.13,-0.146,-0.154,0.003,-0.154,4,5,7,9
4_5_9_10,-104.902,0.196,-104.125,0.088,0.12,-0.102,-0.061,0.003,-0.046,4,5,9,10
5_6_10_11,27.437,0.301,27.781,-0.021,0.064,0.051,-0.05,0.006,-0.034,5,6,10,11
5_6_1_2,30.312,0.298,29.75,-0.84,0.209,-0.904,-0.026,0.005,-0.024,5,6,1,2
5_6_2_3,147.504,0.157,146.188,-0.891,0.228,-0.87,-0.106,0.002,-0.123,5,6,2,3
5_6_3_4,45.74,0.34,45.406,-0.735,0.215,-1.014,-0.44,0.004,-0.466,5,6,3,4
5_6_7_9,-27.368,0.262,-27.625,-0.678,0.179,-0.805,-0.548,0.005,-0.535,5,6,7,9
5_6_9_10,-104.603,0.316,-104.125,-0.235,0.104,-0.303,-0.105,0.004,-0.094,5,6,9,10
60_61_62_64,11.177,0.967,11.844,-0.009,0.029,-0.013,99.931,2.476,102.334,60,61,62,64
62_64_60_61,10.442,0.682,10.438,-0.003,0.019,0.0,98.361,1.499,97.656,62,64,60,61
6_7_10_11,28.305,0.347,28.344,-0.206,0.076,-0.291,-0.129,0.007,-0.106,6,7,10,11
6_7_1_2,31.893,1.017,32.656,-0.803,0.188,-0.924,-0.046,0.015,-0.07,6,7,1,2
6_7_2_3,142.105,0.636,141.594,-0.564,0.128,-0.718,-0.062,0.009,-0.108,6,7,2,3
6_7_3_4,43.376,0.368,42.968,-0.826,0.189,-1.11,-0.125,0.005,-0.13,6,7,3,4
6_7_4_5,-11.999,0.489,-13.0,-0.721,0.183,-0.885,-0.606,0.01,-0.609,6,7,4,5
6_7_9_10,-103.858,0.458,-103.562,-0.899,0.156,-1.142,-0.494,0.011,-0.484,6,7,9,10
7_9_10_11,28.429,0.333,28.531,-0.336,0.044,-0.24,-0.918,0.004,-0.92,7,9,10,11
7_9_1_2,32.84,0.373,32.844,-0.606,0.044,-0.653,0.088,0.017,0.006,7,9,1,2
7_9_2_3,137.018,1.262,137.844,-0.44,0.04,-0.405,-0.011,0.016,0.018,7,9,2,3
7_9_3_4,42.283,0.458,42.5,-0.51,0.052,-0.544,-0.051,0.006,-0.042,7,9,3,4
7_9_4_5,-18.183,0.274,-18.062,-0.763,0.084,-0.905,-0.202,0.019,-0.297,7,9,4,5
7_9_5_6,20.042,0.66,19.532,-0.29,0.044,-0.42,-0.563,0.029,-0.659,7,9,5,6
9_10_1_2,32.676,0.47,33.125,-0.183,0.033,-0.159,-0.015,0.011,0.006,9,10,1,2
9_10_2_3,131.563,0.203,130.906,-0.291,0.044,-0.338,-0.041,0.005,-0.066,9,10,2,3
9_10_3_4,40.324,0.474,40.438,-0.283,0.035,-0.322,-0.027,0.013,-0.008,9,10,3,4
9_10_4_5,-20.7,0.287,-20.968,-0.305,0.029,-0.359,-0.075,0.035,0.061,9,10,4,5
9_10_5_6,10.679,0.317,12.125,-0.231,0.029,-0.262,-0.076,0.008,0.052,9,10,5,6
9_10_6_7,-79.427,0.284,-79.562,0.11,0.014,0.106,-0.491,0.024,-0.533,9,10,6,7
