quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
36_39_37_38,29.029,1.213,29.094,-0.559,0.113,-0.554,2.041,0.014,2.056,36,39,37,38
37_38_36_39,-1.635,0.487,-2.032,-0.744,0.206,-0.695,2.014,0.025,2.026,37,38,36,39
37_40_38_39,-354.178,0.977,-353.782,-0.698,0.069,-0.744,1.3,0.013,1.28,37,40,38,39
38_39_37_40,-180.848,0.36,-181.281,-1.287,0.235,-1.288,1.249,0.006,1.248,38,39,37,40
38_42_39_40,-124.75,1.508,-123.625,-1.796,0.057,-1.81,1.733,0.047,1.722,38,42,39,40
39_40_38_42,-234.834,0.567,-235.563,-1.331,0.203,-1.314,1.846,0.013,1.862,39,40,38,42
39_43_40_42,43.748,0.082,44.375,-1.554,0.089,-1.61,1.776,0.011,1.787,39,43,40,42
40_42_39_43,-189.582,0.267,-189.625,-2.102,0.117,-2.11,1.808,0.018,1.812,40,42,39,43
40_44_42_43,-58.368,0.274,-57.812,-1.53,0.112,-1.526,1.544,0.006,1.547,40,44,42,43
42_43_40_44,-357.553,0.441,-357.438,-1.29,0.261,-1.284,1.508,0.0,1.504,42,43,40,44
42_45_43_44,-5.132,0.356,-4.657,-0.614,0.253,-0.573,1.867,0.01,1.868,42,45,43,44
43_44_42_45,-370.324,0.148,-370.468,-1.089,0.17,-1.08,1.875,0.006,1.874,43,44,42,45
43_46_44_45,-61.1,1.076,-61.281,-0.456,0.132,-0.482,1.87,0.024,1.858,43,46,44,45
44_45_43_46,-373.736,0.279,-373.562,-1.122,0.131,-1.125,1.712,0.013,1.711,44,45,43,46
60_61_62_64,7.445,0.22,9.406,-0.006,0.012,-0.012,104.426,0.476,103.907,60,61,62,64
62_64_60_61,4.228,1.174,5.188,-0.002,0.003,0.0,103.496,0.59,103.032,62,64,60,61
