quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
1_4_2_3,61.815,0.536,61.625,-0.441,0.21,-0.559,1.442,0.01,1.423,1,4,2,3
2_3_1_4,-11.262,0.852,-10.375,-0.92,0.237,-0.92,1.313,0.072,1.294,2,3,1,4
2_5_3_4,-433.94,1.674,-437.594,-0.548,0.172,-0.782,1.062,0.03,1.034,2,5,3,4
3_4_2_5,-264.074,0.343,-267.906,-0.974,0.192,-1.333,1.05,0.009,1.072,3,4,2,5
3_6_4_5,-199.701,0.706,-201.438,-0.615,0.196,-0.88,1.372,0.011,1.364,3,6,4,5
4_5_3_6,-572.805,0.412,-575.782,-0.62,0.185,-0.798,1.402,0.01,1.404,4,5,3,6
4_7_5_6,-56.128,0.497,-60.25,-0.708,0.173,-0.898,1.349,0.011,1.335,4,7,5,6
5_6_4_7,-471.662,0.495,-472.844,-0.724,0.154,-0.919,1.368,0.011,1.358,5,6,4,7
5_9_6_7,-38.26,0.453,-42.062,-0.774,0.107,-0.997,1.732,0.016,1.75,5,9,6,7
60_61_62_64,14.611,0.548,14.282,-0.007,0.005,-0.01,97.144,0.586,98.821,60,61,62,64
62_64_60_61,11.693,1.269,10.344,-0.006,0.003,-0.007,97.108,1.022,97.71,62,64,60,61
6_10_7_9,-4.518,0.417,-6.719,-0.653,0.067,-0.835,2.184,0.016,2.204,6,10,7,9
6_7_5_9,-646.143,1.411,-652.469,-0.866,0.159,-1.134,1.705,0.039,1.691,6,7,5,9
7_11_9_10,-47.697,0.604,-53.032,-0.713,0.052,-0.869,1.884,0.032,1.929,7,11,9,10
7_9_6_10,-532.343,0.408,-535.468,-0.813,0.069,-0.966,2.212,0.013,2.202,7,9,6,10
9_10_7_11,-281.871,0.48,-285.438,-0.476,0.043,-0.546,1.966,0.028,2.138,9,10,7,11
