quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
1_4_2_3,39.843,0.365,39.219,-0.555,0.149,-0.56,1.382,0.014,1.399,1,4,2,3
2_3_1_4,23.914,0.734,24.218,-0.814,0.195,-0.793,1.329,0.042,1.364,2,3,1,4
2_5_3_4,-410.341,0.382,-414.906,-0.537,0.172,-0.669,1.053,0.008,1.051,2,5,3,4
3_4_2_5,-375.331,0.254,-378.718,-0.94,0.224,-1.235,1.047,0.009,1.057,3,4,2,5
3_6_4_5,-191.24,0.539,-194.781,-0.535,0.211,-0.782,1.303,0.007,1.29,3,6,4,5
4_5_3_6,-637.518,0.505,-641.968,-0.692,0.15,-0.899,1.342,0.013,1.333,4,5,3,6
4_7_5_6,-68.05,0.412,-70.938,-0.605,0.165,-0.829,1.35,0.012,1.334,4,7,5,6
5_6_4_7,-492.395,0.446,-496.281,-0.633,0.137,-0.67,1.326,0.01,1.332,5,6,4,7
5_9_6_7,-41.425,0.444,-44.125,-0.522,0.063,-0.684,1.61,0.018,1.586,5,9,6,7
60_61_62_64,20.897,0.536,21.312,0.0,0.003,0.0,97.317,0.388,97.136,60,61,62,64
62_64_60_61,15.999,2.857,19.344,0.004,0.009,0.007,100.67,3.327,98.7,62,64,60,61
6_10_7_9,-4.912,0.375,-8.688,-0.412,0.031,-0.521,2.135,0.022,2.098,6,10,7,9
6_7_5_9,-646.71,0.671,-651.438,-0.786,0.145,-1.015,1.606,0.018,1.603,6,7,5,9
7_11_9_10,-54.096,0.468,-57.437,-0.62,0.034,-0.751,1.879,0.025,1.92,7,11,9,10
7_9_6_10,-520.365,0.459,-522.343,-0.676,0.047,-0.798,2.136,0.02,2.088,7,9,6,10
9_10_7_11,-203.65,0.427,-206.313,-0.307,0.027,-0.351,1.851,0.037,1.908,9,10,7,11
