quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
49_52_50_51,-68.305,2.04,-67.656,0.002,0.008,0.003,103.938,1.478,104.972,49,52,50,51
50_51_49_52,64.734,1.025,64.812,0.294,0.012,0.292,70.164,2.151,71.459,50,51,49,52
50_53_51_52,-1.568,0.398,-1.844,-0.501,0.227,-0.846,0.011,0.006,0.028,50,53,51,52
51_52_50_53,-268.372,0.391,-268.0,0.0,0.0,0.0,-0.016,0.009,-0.007,51,52,50,53
51_54_52_53,-426.434,0.609,-422.312,0.007,0.004,0.006,-4.399,2.066,-5.534,51,54,52,53
52_53_51_54,7287.625,0.0,7287.625,0.181,0.016,0.168,-224.935,54.544,0.0,52,53,51,54
52_56_53_54,7287.625,0.0,7287.625,0.04,0.027,-0.022,82.649,23.499,0.0,52,56,53,54
53_54_52_56,121.437,0.323,121.906,0.001,0.001,0.001,-1.908,1.306,-0.964,53,54,52,56
53_57_54_56,7287.625,0.0,7287.625,-0.462,0.02,-0.487,-10.154,12.355,-33.499,53,57,54,56
54_56_53_57,77.471,0.396,75.594,-0.003,0.003,-0.002,3.807,1.434,0.145,54,56,53,57
54_58_56_57,-161.733,0.384,-161.313,-0.003,0.002,-0.002,3.295,1.446,12.696,54,58,56,57
56_57_54_58,7287.625,0.0,7287.625,0.029,0.032,-0.014,0.0,0.0,0.0,56,57,54,58
56_59_57_58,369.16,0.304,368.281,-1.354,0.132,-1.988,1.437,0.009,1.404,56,59,57,58
57_58_56_59,-463.506,1.03,-465.25,-2.21,0.193,-2.829,1.402,0.016,1.419,57,58,56,59
60_61_62_64,13.055,0.747,11.188,-0.004,0.004,-0.003,99.392,0.762,99.332,60,61,62,64
62_64_60_61,13.998,0.712,13.437,-0.007,0.006,-0.006,95.065,0.834,94.242,62,64,60,61
