quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
25_28_26_27,-57.544,0.471,-57.344,-0.176,0.143,-0.338,1.484,0.013,1.47,25,28,26,27
26_27_25_28,-23.445,0.96,-23.594,-0.31,0.14,-0.357,1.461,0.052,1.406,26,27,25,28
26_29_27_28,-409.993,0.607,-412.468,-0.605,0.13,-0.793,1.444,0.017,1.422,26,29,27,28
27_28_26_29,-124.56,0.559,-129.812,-0.784,0.196,-0.93,1.402,0.013,1.402,27,28,26,29
27_30_28_29,38.436,0.391,36.219,-1.345,0.102,-1.637,1.384,0.026,1.413,27,30,28,29
28_29_27_30,-126.915,0.783,-134.406,-1.001,0.144,-1.307,1.416,0.019,1.39,28,29,27,30
28_31_29_30,-24.868,0.523,-27.156,-1.25,0.223,-1.352,1.484,0.007,1.469,28,31,29,30
29_30_28_31,-147.507,0.661,-150.812,-1.225,0.26,-1.423,1.446,0.01,1.436,29,30,28,31
29_32_30_31,-118.294,0.494,-120.25,-0.469,0.16,-0.533,1.111,0.014,1.154,29,32,30,31
30_31_29_32,-635.131,0.969,-640.468,-1.138,0.242,-1.44,1.064,0.022,1.07,30,31,29,32
30_33_31_32,-63.472,0.654,-67.094,-0.268,0.091,-0.476,1.776,0.016,1.834,30,33,31,32
31_32_30_33,-678.144,0.594,-683.218,-0.691,0.119,-0.801,1.712,0.011,1.708,31,32,30,33
31_34_32_33,-30.612,0.447,-35.125,-0.687,0.096,-0.846,1.038,0.011,0.982,31,34,32,33
32_33_31_34,-592.592,0.96,-598.188,-0.744,0.067,-0.88,1.086,0.025,1.04,32,33,31,34
60_61_62_64,11.996,1.739,14.562,-0.002,0.02,-0.003,99.583,1.793,102.367,60,61,62,64
62_64_60_61,11.778,0.809,12.969,-0.003,0.041,0.007,99.628,4.262,99.816,62,64,60,61
