quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
25_28_26_27,-47.647,2.629,-50.594,0.014,0.15,-0.174,1.54,0.059,1.547,25,28,26,27
26_27_25_28,-239.238,0.352,-240.156,-0.359,0.221,-0.485,1.533,0.01,1.527,26,27,25,28
26_29_27_28,-451.312,0.849,-455.968,-0.514,0.146,-0.727,1.48,0.018,1.504,26,29,27,28
27_28_26_29,-134.953,1.559,-137.5,-0.506,0.171,-0.729,1.485,0.036,1.498,27,28,26,29
27_30_28_29,50.45,0.942,50.282,-1.264,0.092,-1.587,1.468,0.052,1.423,27,30,28,29
28_29_27_30,-56.139,0.629,-59.5,-1.115,0.165,-1.382,1.444,0.018,1.428,28,29,27,30
28_31_29_30,38.123,0.91,37.532,-1.123,0.069,-1.489,1.428,0.049,1.261,28,31,29,30
29_30_28_31,-78.115,0.785,-81.532,-1.291,0.3,-1.492,1.431,0.014,1.422,29,30,28,31
29_32_30_31,-105.052,0.422,-106.844,-0.474,0.18,-0.72,1.166,0.012,1.128,29,32,30,31
30_31_29_32,-620.853,0.305,-627.062,-1.002,0.268,-1.404,1.178,0.006,1.137,30,31,29,32
30_33_31_32,-162.025,0.456,-163.094,-0.332,0.125,-0.643,1.718,0.009,1.698,30,33,31,32
31_32_30_33,-640.848,0.335,-644.031,-0.614,0.142,-0.81,1.716,0.009,1.724,31,32,30,33
31_34_32_33,-23.966,0.614,-25.75,-0.459,0.098,-0.756,1.117,0.012,1.102,31,34,32,33
32_33_31_34,-625.999,0.76,-631.188,-0.805,0.104,-0.964,1.13,0.021,1.17,32,33,31,34
60_61_62_64,9.06,1.09,8.75,-0.005,0.003,-0.006,101.346,1.191,96.217,60,61,62,64
62_64_60_61,12.438,0.943,9.453,-0.005,0.003,-0.005,94.482,1.047,94.106,62,64,60,61
