quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
25_28_26_27,-115.772,0.855,-115.938,-0.049,0.22,-0.002,1.41,0.006,1.408,25,28,26,27
26_27_25_28,-86.068,1.039,-86.5,-0.619,0.293,-0.594,1.328,0.016,1.332,26,27,25,28
26_29_27_28,-315.784,2.222,-315.906,-1.035,0.166,-1.031,1.341,0.026,1.348,26,29,27,28
27_28_26_29,-149.37,0.114,-149.031,-1.842,0.209,-1.803,1.312,0.006,1.311,27,28,26,29
27_30_28_29,94.69,0.332,94.719,-3.0,0.173,-2.945,1.33,0.026,1.345,27,30,28,29
28_29_27_30,-65.947,0.544,-65.688,-1.881,0.273,-1.856,1.392,0.011,1.378,28,29,27,30
28_31_29_30,11.433,0.341,11.093,-3.003,0.231,-2.934,1.356,0.002,1.336,28,31,29,30
29_30_28_31,-47.572,0.499,-46.938,-2.809,0.29,-2.771,1.371,0.004,1.373,29,30,28,31
29_32_30_31,-55.584,1.113,-56.218,-1.277,0.257,-1.284,1.108,0.014,1.098,29,32,30,31
30_31_29_32,-591.762,0.294,-590.782,-1.749,0.348,-1.747,1.086,0.012,1.096,30,31,29,32
30_33_31_32,-200.348,0.646,-200.5,-0.362,0.441,-0.358,1.724,0.018,1.72,30,33,31,32
31_32_30_33,-687.214,0.22,-687.906,-0.858,0.317,-0.816,1.662,0.001,1.663,31,32,30,33
31_34_32_33,-51.474,1.661,-51.625,-0.041,0.284,0.023,1.066,0.023,1.064,31,34,32,33
32_33_31_34,-531.488,0.429,-531.625,-1.567,0.063,-1.631,1.048,0.007,1.056,32,33,31,34
60_61_62_64,0.998,0.828,4.156,0.005,0.001,0.006,101.952,0.085,101.847,60,61,62,64
62_64_60_61,3.579,0.083,3.125,-0.006,0.008,-0.008,100.836,0.301,100.097,62,64,60,61
