quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
49_52_50_51,-148.455,4.595,-148.093,-0.176,0.049,-0.179,113.73,0.577,113.8,49,52,50,51
50_51_49_52,-220.166,7.065,-221.031,-0.162,0.029,-0.147,115.928,0.685,116.17,50,51,49,52
50_53_51_52,3.882,0.817,4.156,-0.125,0.04,-0.133,0.038,0.037,0.041,50,53,51,52
51_52_50_53,-436.194,0.407,-437.218,-0.007,0.015,-0.002,0.04,0.004,0.04,51,52,50,53
51_54_52_53,-218.838,0.834,-218.781,0.005,0.004,0.005,-0.842,3.366,-0.659,51,54,52,53
52_53_51_54,7287.625,0.0,7287.625,0.205,0.001,0.233,0.0,0.0,0.0,52,53,51,54
52_56_53_54,7287.625,0.0,7287.625,-0.071,0.021,-0.078,0.0,0.0,0.0,52,56,53,54
53_54_52_56,292.856,1.225,293.094,0.001,0.002,0.001,-1.442,4.936,-2.042,53,54,52,56
53_57_54_56,-5293.351,34.441,-5441.562,-0.278,0.003,-0.294,-1804.432,311.336,-1853.053,53,57,54,56
54_56_53_57,223.755,0.132,223.719,-0.006,0.005,-0.005,-0.044,0.088,-2.606,54,56,53,57
54_58_56_57,-59.19,1.594,-58.562,-0.003,0.006,-0.001,5.057,5.849,1.932,54,58,56,57
56_57_54_58,-1688.664,910.916,-1836.312,0.384,0.005,0.393,1514.613,119.123,1507.891,56,57,54,58
56_59_57_58,186.334,0.105,186.218,-1.085,0.125,-1.088,1.703,0.0,1.698,56,59,57,58
57_58_56_59,-480.228,0.182,-480.062,-0.711,0.075,-0.708,1.747,0.004,1.76,57,58,56,59
60_61_62_64,12.421,0.44,13.531,-0.009,0.022,-0.003,102.673,0.244,102.449,60,61,62,64
62_64_60_61,2.534,0.207,1.438,-0.001,0.021,0.007,101.535,0.426,100.323,62,64,60,61
