quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
13_16_14_15,26.938,3.656,26.188,-0.228,0.041,-0.24,1.646,0.108,1.608,13,16,14,15
14_15_13_16,-7.23,0.128,-6.907,-0.626,0.064,-0.626,1.812,0.004,1.82,14,15,13,16
14_17_15_16,-303.531,0.849,-302.968,-0.957,0.012,-0.971,0.971,0.015,0.954,14,17,15,16
15_16_14_17,-147.322,0.362,-146.781,-1.185,0.075,-1.143,1.002,0.011,0.998,15,16,14,17
15_18_16_17,-61.678,0.801,-61.937,-1.41,0.148,-1.421,1.931,0.028,1.932,15,18,16,17
16_17_15_18,-126.812,2.678,-127.187,-0.934,0.1,-0.952,1.906,0.132,1.911,16,17,15,18
16_19_17_18,-7.447,0.385,-7.844,-0.934,0.15,-0.941,1.156,0.014,1.165,16,19,17,18
17_18_16_19,0.312,1.4,1.25,-1.088,0.207,-1.066,1.216,0.033,1.217,17,18,16,19
17_20_18_19,28.444,0.19,28.532,-1.084,0.117,-1.081,1.236,0.005,1.244,17,20,18,19
18_19_17_20,-375.538,0.297,-375.344,-0.971,0.2,-0.995,1.13,0.0,1.14,18,19,17,20
18_21_19_20,-18.79,1.278,-18.438,-0.655,0.163,-0.669,1.139,0.029,1.138,18,21,19,20
19_20_18_21,-348.474,1.644,-348.344,-1.126,0.096,-1.112,1.164,0.057,1.178,19,20,18,21
19_22_20_21,-44.586,2.602,-43.375,-0.415,0.115,-0.378,1.184,0.07,1.196,19,22,20,21
20_21_19_22,-556.576,1.984,-555.719,-0.585,0.131,-0.543,1.132,0.057,1.143,20,21,19,22
60_61_62_64,1.387,0.354,2.562,0.002,0.002,0.003,103.846,0.496,103.826,60,61,62,64
62_64_60_61,13.3,0.252,13.625,0.002,0.003,0.006,100.979,0.113,101.696,62,64,60,61
