quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
13_14_15_16,21.042,0.491,20.938,0.963,0.243,0.585,-0.305,0.011,-0.284,13,14,15,16
13_14_16_17,97.769,0.396,97.438,1.292,0.176,1.157,-0.1,0.007,-0.128,13,14,16,17
13_14_17_18,-23.662,0.288,-23.5,1.277,0.17,1.224,-0.03,0.005,-0.045,13,14,17,18
13_14_18_19,-77.024,0.197,-77.125,1.246,0.181,1.071,-0.02,0.004,-0.03,13,14,18,19
13_14_19_20,-2.855,0.341,-2.781,1.179,0.174,1.054,-0.006,0.007,-0.006,13,14,19,20
13_14_20_21,-56.161,0.348,-55.844,1.142,0.176,0.995,0.001,0.007,0.005,13,14,20,21
13_14_21_22,-71.288,0.346,-70.75,1.129,0.186,0.975,0.003,0.007,0.004,13,14,21,22
14_15_16_17,102.617,0.443,102.312,-1.223,0.188,-1.682,-0.598,0.008,-0.576,14,15,16,17
14_15_17_18,-25.214,0.431,-25.282,-0.737,0.086,-0.937,-0.112,0.006,-0.122,14,15,17,18
14_15_18_19,-76.376,0.317,-76.094,-0.686,0.088,-0.926,-0.038,0.005,-0.03,14,15,18,19
14_15_19_20,-1.638,0.462,-1.563,-0.671,0.093,-0.91,-0.018,0.007,-0.017,14,15,19,20
14_15_20_21,-54.056,0.382,-54.156,-0.65,0.089,-0.851,-0.007,0.006,0.001,14,15,20,21
14_15_21_22,-68.256,0.35,-68.125,-0.629,0.089,-0.907,0.0,0.005,-0.003,14,15,21,22
15_16_13_14,21.334,0.47,21.219,-1.083,0.163,-1.536,-0.287,0.009,-0.26,15,16,13,14
15_16_17_18,-23.063,0.378,-22.844,-1.443,0.169,-1.813,-0.301,0.009,-0.289,15,16,17,18
15_16_18_19,-75.211,0.316,-75.344,-0.783,0.082,-0.817,-0.069,0.006,-0.085,15,16,18,19
15_16_19_20,-1.395,0.381,-1.562,-0.707,0.084,-0.795,-0.034,0.007,-0.041,15,16,19,20
