quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
13_14_15_16,-29.549,0.303,-28.0,0.608,0.134,0.457,-0.432,0.008,-0.401,13,14,15,16
13_14_16_17,-7.522,0.872,-7.75,0.193,0.058,0.248,-0.139,0.011,-0.132,13,14,16,17
13_14_17_18,50.62,0.269,50.656,0.931,0.084,0.913,-0.049,0.009,-0.04,13,14,17,18
13_14_18_19,8.302,0.304,7.906,0.176,0.111,0.262,-0.015,0.004,-0.007,13,14,18,19
13_14_19_20,-8.951,0.205,-8.875,0.303,0.064,0.347,0.001,0.003,0.01,13,14,19,20
13_14_20_21,-80.9,0.467,-81.437,0.301,0.091,0.323,-0.017,0.006,-0.008,13,14,20,21
13_14_21_22,-43.366,0.261,-44.031,0.317,0.104,0.338,-0.009,0.003,0.0,13,14,21,22
14_15_16_17,-8.32,0.427,-6.625,-1.648,0.083,-2.027,-1.147,0.009,-1.218,14,15,16,17
14_15_17_18,51.633,0.447,51.125,-1.387,0.113,-1.631,-0.104,0.006,-0.108,14,15,17,18
14_15_18_19,8.143,0.262,8.75,-1.225,0.112,-1.37,-0.048,0.004,-0.038,14,15,18,19
14_15_19_20,-8.85,0.347,-9.156,-1.164,0.127,-1.354,-0.015,0.006,-0.011,14,15,19,20
14_15_20_21,-78.772,0.487,-78.813,-1.116,0.115,-1.363,-0.009,0.008,-0.02,14,15,20,21
14_15_21_22,-43.168,0.418,-43.656,-1.051,0.137,-1.204,-0.017,0.007,-0.011,14,15,21,22
15_16_13_14,25.606,0.265,25.25,-1.144,0.217,-1.513,-0.391,0.004,-0.403,15,16,13,14
15_16_17_18,52.232,0.161,51.782,-1.214,0.137,-1.301,-0.337,0.003,-0.343,15,16,17,18
15_16_18_19,8.451,0.669,8.375,-0.946,0.074,-1.052,-0.076,0.008,-0.077,15,16,18,19
15_16_19_20,-8.125,0.239,-8.031,-0.91,0.09,-0.998,-0.049,0.004,-0.044,15,16,19,20
15_16_20_21,-77.031,0.278,-76.75,-0.88,0.092,-0.964,-0.011,0.004,0.018,15,16,20,21
15_16_21_22,-43.479,0.368,-43.75,-0.914,0.109,-1.072,-0.008,0.005,0.001,15,16,21,22
16_17_13_14,23.999,0.298,23.938,1.246,0.111,1.125,-0.162,0.004,-0.169,16,17,13,14
16_17_14_15,49.606,0.271,49.718,-0.502,0.121,-0.59,-1.234,0.01,-1.27,16,17,14,15
16_17_18_19,5.167,0.435,6.031,1.634,0.078,1.718,-0.522,0.005,-0.522,16,17,18,19
16_17_19_20,-7.883,0.408,-7.844,1.46,0.14,1.457,-0.104,0.005,-0.112,16,17,19,20
16_17_20_21,-79.372,0.378,-76.844,1.257,0.081,1.255,-0.037,0.005,-0.052,16,17,20,21
