quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
49_52_50_51,-52.692,1.2,-53.031,0.025,0.006,0.043,100.396,0.874,100.974,49,52,50,51
50_51_49_52,71.264,0.4,71.188,0.222,0.008,0.194,57.02,1.249,55.317,50,51,49,52
50_53_51_52,-1.274,0.355,-1.375,-0.446,0.226,-0.776,0.002,0.006,0.007,50,53,51,52
51_52_50_53,-302.701,0.724,-304.562,0.0,0.0,0.0,-0.043,0.018,-0.011,51,52,50,53
51_54_52_53,-462.059,1.155,-456.812,0.0,0.002,0.0,0.82,4.747,11.106,51,54,52,53
52_53_51_54,167.914,31.42,-68.875,-0.414,0.134,-0.79,43.357,1.277,48.995,52,53,51,54
52_56_53_54,653.725,75.852,649.375,-0.43,0.099,-0.889,-6.678,3.286,0.781,52,56,53,54
53_54_52_56,-26.149,0.487,-19.844,0.0,0.001,0.0,-4.703,2.01,-6.28,53,54,52,56
53_57_54_56,-344.907,2.759,-339.063,-0.614,0.039,-0.595,-87.411,21.135,-11.276,53,57,54,56
54_56_53_57,435.015,0.153,435.125,-0.001,0.001,-0.001,-0.733,0.639,0.562,54,56,53,57
54_58_56_57,223.342,0.233,223.438,-0.0,0.001,0.0,-0.87,0.961,2.66,54,58,56,57
56_57_54_58,1014.019,2.939,1008.5,-1.723,0.209,-2.203,0.675,0.063,0.837,56,57,54,58
56_59_57_58,279.253,0.48,278.656,-1.695,0.143,-2.331,1.444,0.008,1.442,56,59,57,58
57_58_56_59,-573.268,0.625,-577.281,-2.812,0.393,-3.376,1.461,0.007,1.462,57,58,56,59
60_61_62_64,1.2,0.838,1.531,0.0,0.008,-0.002,103.952,0.956,101.23,60,61,62,64
62_64_60_61,-0.535,1.685,0.219,0.0,0.007,0.002,100.577,1.664,99.614,62,64,60,61
