quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
13_16_14_15,6.236,1.513,6.312,0.022,0.032,-0.022,2.103,0.174,2.282,13,16,14,15
14_15_13_16,77.151,0.558,77.468,0.064,0.136,0.084,2.141,0.049,2.213,14,15,13,16
14_17_15_16,-246.175,1.557,-250.75,-0.688,0.067,-0.838,1.015,0.057,1.034,14,17,15,16
15_16_14_17,-70.861,0.785,-75.062,-0.514,0.08,-0.568,0.975,0.042,0.826,15,16,14,17
15_18_16_17,-185.239,2.391,-190.0,-0.409,0.179,-0.46,2.141,0.081,2.188,15,18,16,17
16_17_15_18,-105.975,1.277,-109.75,-0.414,0.096,-0.442,2.148,0.078,2.198,16,17,15,18
16_19_17_18,-21.324,0.364,-25.234,-0.345,0.092,-0.348,1.073,0.023,1.092,16,19,17,18
17_18_16_19,-27.117,0.686,-30.531,-0.487,0.159,-0.543,1.106,0.025,1.145,17,18,16,19
17_20_18_19,15.916,0.418,14.844,-0.503,0.135,-0.563,1.278,0.017,1.314,17,20,18,19
18_19_17_20,-511.936,2.25,-514.562,-0.799,0.131,-1.095,1.246,0.061,1.248,18,19,17,20
18_21_19_20,-56.451,2.089,-57.719,-0.53,0.073,-0.683,1.164,0.071,1.082,18,21,19,20
19_20_18_21,-502.463,1.351,-506.312,-0.569,0.109,-0.777,1.129,0.048,1.141,19,20,18,21
19_22_20_21,-24.279,0.668,-26.312,-0.15,0.087,-0.287,1.072,0.017,1.116,19,22,20,21
20_21_19_22,-652.808,2.109,-656.406,-0.529,0.055,-0.605,1.096,0.075,1.168,20,21,19,22
60_61_62_64,13.519,2.133,12.594,-0.004,0.003,-0.003,89.568,2.035,89.306,60,61,62,64
62_64_60_61,13.093,1.036,12.032,-0.005,0.002,-0.006,93.847,1.2,87.633,62,64,60,61
