quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
1_4_2_3,23.651,0.456,23.328,-1.133,0.077,-1.514,1.567,0.021,1.585,1,4,2,3
2_3_1_4,79.652,0.758,80.188,-0.534,0.225,-0.463,1.446,0.038,1.482,2,3,1,4
2_5_3_4,-456.871,0.256,-461.875,-1.098,0.262,-1.476,0.966,0.005,0.977,2,5,3,4
3_4_2_5,-161.843,0.651,-164.031,-2.055,0.38,-2.637,0.997,0.006,0.988,3,4,2,5
3_6_4_5,-291.642,0.306,-296.5,-0.816,0.298,-0.795,1.02,0.008,1.026,3,6,4,5
4_5_3_6,-297.337,0.396,-301.188,-0.989,0.355,-1.461,1.033,0.009,1.06,4,5,3,6
4_7_5_6,-38.875,0.452,-44.031,-0.647,0.245,-1.014,1.076,0.009,1.064,4,7,5,6
5_6_4_7,-309.317,0.72,-312.812,-1.408,0.342,-1.496,1.075,0.01,1.09,5,6,4,7
5_9_6_7,-21.267,0.464,-23.968,-0.919,0.258,-1.303,1.316,0.008,1.31,5,9,6,7
60_61_62_64,10.396,0.891,9.031,0.003,0.005,0.002,101.329,0.749,101.926,60,61,62,64
62_64_60_61,10.349,0.539,9.781,0.002,0.005,0.004,101.154,0.657,99.59,62,64,60,61
6_10_7_9,-99.665,0.287,-103.563,-0.893,0.232,-1.273,1.439,0.008,1.444,6,10,7,9
6_7_5_9,-757.273,0.986,-760.281,-1.456,0.275,-1.883,1.286,0.014,1.311,6,7,5,9
7_11_9_10,-25.695,0.323,-29.312,-1.061,0.129,-1.316,1.464,0.01,1.481,7,11,9,10
7_9_6_10,-680.591,0.45,-684.156,-0.832,0.134,-1.107,1.432,0.007,1.428,7,9,6,10
9_10_7_11,-481.088,0.264,-485.312,-0.874,0.13,-0.982,1.468,0.007,1.514,9,10,7,11
