quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
10_11_1_2,34.375,0.449,33.875,-0.212,0.035,-0.184,0.037,0.012,0.08,10,11,1,2
10_11_2_3,132.133,0.307,132.032,-0.262,0.025,-0.296,-0.046,0.032,-0.063,10,11,2,3
10_11_3_4,42.632,0.467,43.062,-0.266,0.022,-0.308,-0.031,0.047,-0.011,10,11,3,4
10_11_4_5,-31.791,0.879,-31.281,-0.193,0.01,-0.239,-0.173,0.091,-0.224,10,11,4,5
10_11_5_6,9.8,0.455,9.5,-0.243,0.012,-0.268,-0.044,0.045,-0.023,10,11,5,6
10_11_6_7,-88.046,1.083,-88.656,-0.115,0.018,-0.148,-0.241,0.109,-0.571,10,11,6,7
10_11_7_9,67.954,0.421,67.812,-0.079,0.01,-0.105,-0.992,0.042,-1.076,10,11,7,9
1_2_10_11,26.187,0.319,26.188,0.473,0.049,0.407,-0.001,0.008,-0.01,1,2,10,11
1_2_3_4,-10.995,0.316,-11.218,0.407,0.083,0.383,-0.166,0.005,-0.176,1,2,3,4
1_2_4_5,-8.672,0.485,-7.281,0.356,0.049,0.317,-0.042,0.006,-0.054,1,2,4,5
1_2_5_6,78.592,0.432,79.156,0.458,0.057,0.45,-0.05,0.012,-0.052,1,2,5,6
1_2_6_7,-48.016,0.365,-49.0,0.278,0.068,0.268,-0.029,0.005,-0.044,1,2,6,7
1_2_7_9,-32.059,0.245,-31.656,0.306,0.06,0.253,-0.013,0.003,-0.019,1,2,7,9
1_2_9_10,-101.224,0.319,-101.125,0.347,0.052,0.313,-0.017,0.004,-0.012,1,2,9,10
2_3_10_11,25.794,0.274,25.719,-0.412,0.086,-0.484,-0.003,0.005,-0.005,2,3,10,11
2_3_4_5,-7.934,0.3,-8.125,-0.911,0.164,-1.153,-0.305,0.006,-0.298,2,3,4,5
2_3_5_6,76.712,0.384,76.812,-0.507,0.091,-0.652,-0.096,0.006,-0.104,2,3,5,6
2_3_6_7,-47.905,0.628,-47.687,-0.443,0.087,-0.514,-0.044,0.01,-0.036,2,3,6,7
2_3_7_9,-33.776,0.245,-33.438,-0.427,0.091,-0.53,-0.016,0.004,-0.01,2,3,7,9
2_3_9_10,-101.749,0.556,-101.5,-0.424,0.085,-0.545,0.0,0.009,-0.014,2,3,9,10
3_4_10_11,25.709,0.378,25.812,-0.419,0.087,-0.709,0.008,0.006,0.009,3,4,10,11
3_4_1_2,34.385,0.696,33.875,-1.409,0.453,-1.624,-0.165,0.011,-0.165,3,4,1,2
3_4_5_6,78.195,0.217,78.219,-1.096,0.157,-1.382,-0.426,0.005,-0.42,3,4,5,6
3_4_6_7,-46.869,0.505,-46.844,-0.506,0.096,-0.707,-0.124,0.008,-0.119,3,4,6,7
3_4_7_9,-34.746,0.384,-35.219,-0.442,0.09,-0.643,-0.061,0.006,-0.061,3,4,7,9
3_4_9_10,-101.455,0.371,-101.782,-0.426,0.082,-0.684,-0.033,0.006,-0.028,3,4,9,10
4_5_10_11,26.058,0.29,25.906,0.15,0.032,0.135,-0.076,0.006,-0.06,4,5,10,11
4_5_1_2,34.109,0.45,34.438,-0.799,0.224,-0.939,-0.058,0.007,-0.027,4,5,1,2
4_5_2_3,154.171,0.238,153.125,-0.624,0.213,-0.883,-0.3,0.005,-0.294,4,5,2,3
4_5_6_7,-44.546,0.738,-44.406,-0.751,0.185,-0.812,-0.62,0.011,-0.626,4,5,6,7
4_5_7_9,-35.457,0.394,-35.688,-0.177,0.126,-0.403,-0.144,0.005,-0.151,4,5,7,9
4_5_9_10,-101.08,0.401,-101.5,-0.111,0.114,-0.375,-0.07,0.006,-0.058,4,5,9,10
5_6_10_11,26.35,0.354,25.719,-0.024,0.074,0.0,-0.069,0.007,-0.058,5,6,10,11
5_6_1_2,32.895,0.325,33.032,-0.82,0.221,-0.979,-0.029,0.006,-0.049,5,6,1,2
5_6_2_3,148.891,0.194,149.75,-0.856,0.227,-1.084,-0.083,0.004,-0.072,5,6,2,3
5_6_3_4,48.424,1.157,49.062,-0.696,0.232,-1.038,-0.436,0.019,-0.421,5,6,3,4
5_6_7_9,-33.835,0.393,-34.282,-0.642,0.183,-0.767,-0.561,0.006,-0.57,5,6,7,9
5_6_9_10,-101.277,0.354,-101.219,-0.094,0.101,-0.131,-0.135,0.006,-0.127,5,6,9,10
60_61_62_64,11.092,0.802,11.938,-0.001,0.006,0.001,102.126,0.826,99.108,60,61,62,64
62_64_60_61,11.436,1.637,11.281,-0.003,0.002,-0.004,98.37,1.332,98.682,62,64,60,61
6_7_10_11,27.123,0.536,26.656,-0.224,0.082,-0.355,-0.135,0.012,-0.121,6,7,10,11
6_7_1_2,34.676,0.206,34.25,-0.812,0.184,-1.054,-0.001,0.003,-0.029,6,7,1,2
6_7_2_3,143.457,0.453,142.812,-0.576,0.127,-0.81,-0.042,0.006,-0.034,6,7,2,3
6_7_3_4,45.705,0.392,46.344,-0.809,0.194,-1.042,-0.158,0.006,-0.198,6,7,3,4
6_7_4_5,-20.839,0.586,-21.718,-0.716,0.179,-0.973,-0.593,0.012,-0.595,6,7,4,5
6_7_9_10,-100.436,0.292,-100.468,-0.866,0.158,-1.076,-0.516,0.005,-0.475,6,7,9,10
7_9_10_11,27.29,0.41,26.938,-0.299,0.042,-0.221,-0.926,0.005,-0.932,7,9,10,11
