quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
25_26_27_28,89.668,0.501,90.5,-0.84,0.222,-1.407,-0.416,0.007,-0.391,25,26,27,28
25_26_28_29,261.451,0.516,260.656,-0.317,0.125,-0.654,-0.102,0.008,-0.08,25,26,28,29
25_26_29_30,67.061,0.342,65.844,-0.259,0.119,-0.556,-0.046,0.006,-0.044,25,26,29,30
25_26_30_31,-191.591,0.518,-190.984,-0.221,0.113,-0.572,-0.034,0.009,-0.028,25,26,30,31
25_26_31_32,-20.987,0.331,-20.594,-0.217,0.114,-0.525,-0.013,0.005,-0.012,25,26,31,32
25_26_32_33,-179.431,1.022,-177.344,-0.231,0.118,-0.447,0.003,0.017,0.037,25,26,32,33
25_26_33_34,8.78,0.633,9.969,-0.194,0.11,-0.471,0.005,0.01,0.025,25,26,33,34
26_27_28_29,263.392,0.481,263.844,-1.245,0.261,-1.71,-0.407,0.01,-0.387,26,27,28,29
26_27_29_30,66.068,0.729,66.312,0.056,0.124,0.0,-0.104,0.012,-0.121,26,27,29,30
26_27_30_31,-188.588,0.305,-189.062,0.272,0.105,0.219,-0.021,0.005,0.003,26,27,30,31
26_27_31_32,-22.382,0.856,-22.844,0.308,0.103,0.21,-0.01,0.015,0.004,26,27,31,32
26_27_32_33,-173.975,0.907,-172.844,0.255,0.117,0.073,-0.024,0.015,-0.056,26,27,32,33
26_27_33_34,8.257,0.526,7.812,0.257,0.111,0.017,0.01,0.008,0.032,26,27,33,34
27_28_25_26,-2.707,0.383,-2.875,-1.355,0.266,-1.819,-0.419,0.008,-0.408,27,28,25,26
27_28_29_30,67.97,0.643,67.625,-1.801,0.292,-2.287,-0.426,0.009,-0.422,27,28,29,30
27_28_30_31,-190.527,0.359,-191.219,-0.512,0.127,-0.767,-0.085,0.006,-0.088,27,28,30,31
27_28_31_32,-24.103,1.723,-24.344,-0.474,0.118,-0.594,-0.015,0.029,0.012,27,28,31,32
27_28_32_33,-171.929,0.923,-170.5,-0.49,0.138,-0.662,-0.009,0.016,-0.028,27,28,32,33
27_28_33_34,10.48,0.47,11.938,-0.452,0.132,-0.735,-0.001,0.008,-0.001,27,28,33,34
28_29_25_26,-5.469,1.087,-5.125,-2.582,0.357,-3.197,-0.099,0.019,-0.091,28,29,25,26
28_29_26_27,37.073,0.969,37.344,-2.209,0.342,-2.73,-0.423,0.018,-0.416,28,29,26,27
28_29_30_31,-188.202,0.623,-188.875,-2.516,0.292,-3.181,-0.376,0.009,-0.37,28,29,30,31
28_29_31_32,-24.89,0.17,-26.125,-1.113,0.112,-1.507,-0.102,0.003,-0.116,28,29,31,32
28_29_32_33,-169.544,0.526,-168.25,-1.012,0.11,-1.363,-0.031,0.008,-0.034,28,29,32,33
28_29_33_34,7.988,0.662,7.532,-0.99,0.118,-1.376,-0.042,0.01,-0.05,28,29,33,34
