quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
36_37_38_39,9.06,0.093,9.406,-0.509,0.21,-0.508,-0.403,0.002,-0.4,36,37,38,39
36_37_39_40,-178.851,0.04,-178.844,-0.174,0.112,-0.195,-0.118,0.0,-0.114,36,37,39,40
36_37_40_42,232.12,0.233,232.531,0.541,0.045,0.553,-0.056,0.004,-0.045,36,37,40,42
36_37_42_43,-26.277,1.109,-25.375,-0.189,0.123,-0.213,-0.044,0.015,-0.05,36,37,42,43
36_37_43_44,26.606,0.359,26.75,-0.1,0.079,-0.09,-0.033,0.004,-0.031,36,37,43,44
36_37_44_45,-14.579,0.438,-15.532,-0.087,0.103,-0.101,-0.009,0.006,-0.016,36,37,44,45
36_37_45_46,13.221,5.71,15.312,-0.078,0.083,-0.077,-0.044,0.073,-0.011,36,37,45,46
37_38_39_40,-178.476,0.926,-178.937,-1.426,0.179,-1.412,-0.749,0.018,-0.727,37,38,39,40
37_38_40_42,227.158,0.071,227.375,-0.816,0.182,-0.782,-0.132,0.001,-0.13,37,38,40,42
37_38_42_43,-23.615,0.523,-23.781,-0.507,0.095,-0.52,-0.03,0.008,-0.027,37,38,42,43
37_38_43_44,21.276,0.921,21.406,-0.261,0.062,-0.24,-0.085,0.012,-0.085,37,38,43,44
37_38_44_45,-18.171,1.227,-17.5,-0.253,0.069,-0.243,-0.024,0.017,-0.029,37,38,44,45
37_38_45_46,19.438,0.365,19.156,-0.208,0.045,-0.261,-0.048,0.005,-0.05,37,38,45,46
38_39_36_37,22.135,0.912,21.594,-0.943,0.223,-0.958,-0.422,0.01,-0.416,38,39,36,37
38_39_40_42,228.688,0.479,228.875,-1.143,0.209,-1.121,-0.428,0.01,-0.436,38,39,40,42
38_39_42_43,-32.528,4.666,-34.468,-0.439,0.066,-0.469,0.035,0.066,0.06,38,39,42,43
38_39_43_44,24.399,1.148,24.875,-0.282,0.059,-0.249,-0.018,0.016,-0.013,38,39,43,44
38_39_44_45,-18.178,0.024,-17.781,-0.157,0.021,-0.136,0.036,0.001,0.038,38,39,44,45
38_39_45_46,19.502,1.478,20.282,-0.186,0.026,-0.238,-0.016,0.021,-0.018,38,39,45,46
39_40_36_37,21.298,0.391,20.469,-1.112,0.222,-1.093,-0.118,0.004,-0.108,39,40,36,37
39_40_37_38,94.892,0.754,95.094,-0.846,0.132,-0.818,-0.784,0.013,-0.788,39,40,37,38
39_40_42_43,-20.492,1.946,-20.594,-1.048,0.15,-0.99,-0.484,0.03,-0.483,39,40,42,43
39_40_43_44,23.26,0.765,22.718,-0.456,0.042,-0.447,-0.1,0.011,-0.1,39,40,43,44
39_40_44_45,-15.92,0.621,-16.0,-0.231,0.016,-0.274,-0.024,0.009,-0.034,39,40,44,45
39_40_45_46,20.714,0.237,20.468,-0.22,0.001,-0.243,-0.058,0.004,-0.06,39,40,45,46
40_42_36_37,18.306,0.535,18.312,-2.005,0.207,-1.999,-0.021,0.009,-0.013,40,42,36,37
40_42_37_38,86.094,1.037,86.0,-1.948,0.183,-1.909,-0.163,0.016,-0.161,40,42,37,38
40_42_38_39,16.387,0.314,16.625,-1.654,0.131,-1.678,-0.432,0.004,-0.428,40,42,38,39
