quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
25_26_27_28,-3.733,0.655,-3.343,-0.556,0.197,-0.512,-0.503,0.008,-0.501,25,26,27,28
25_26_28_29,197.988,0.064,197.656,0.326,0.073,0.309,-0.084,0.001,-0.088,25,26,28,29
25_26_29_30,203.447,0.378,203.563,-0.05,0.124,-0.04,-0.04,0.005,-0.039,25,26,29,30
25_26_30_31,-126.834,1.322,-126.344,0.044,0.088,0.071,-0.004,0.017,-0.015,25,26,30,31
25_26_31_32,-300.444,0.392,-300.812,0.081,0.093,0.072,-0.01,0.005,-0.011,25,26,31,32
25_26_32_33,-88.7,0.369,-88.938,0.022,0.102,0.073,0.013,0.005,-0.0,25,26,32,33
25_26_33_34,62.887,0.361,62.656,0.832,0.009,0.817,0.041,0.007,0.036,25,26,33,34
26_27_28_29,196.005,0.011,196.25,-1.062,0.214,-1.069,-0.489,0.004,-0.493,26,27,28,29
26_27_29_30,203.52,0.582,203.844,-0.026,0.062,0.004,-0.108,0.013,-0.121,26,27,29,30
26_27_30_31,-126.091,0.187,-126.437,-0.258,0.086,-0.245,-0.042,0.002,-0.04,26,27,30,31
26_27_31_32,-299.19,0.079,-299.688,-0.095,0.04,-0.077,-0.092,0.001,-0.085,26,27,31,32
26_27_32_33,-88.462,0.83,-88.281,-0.002,0.034,0.036,-0.026,0.011,-0.026,26,27,32,33
26_27_33_34,62.152,0.628,61.906,0.779,0.018,0.803,0.05,0.015,0.054,26,27,33,34
27_28_25_26,-25.945,1.01,-25.375,-1.16,0.232,-1.164,-0.484,0.018,-0.473,27,28,25,26
27_28_29_30,203.18,0.595,202.906,-1.333,0.202,-1.307,-0.446,0.011,-0.446,27,28,29,30
27_28_30_31,-124.974,0.446,-125.5,-0.568,0.094,-0.57,-0.08,0.006,-0.078,27,28,30,31
27_28_31_32,-298.736,1.012,-299.218,-0.317,0.058,-0.333,-0.02,0.014,-0.016,27,28,31,32
27_28_32_33,-86.818,0.169,-86.5,-0.257,0.043,-0.268,-0.012,0.003,-0.01,27,28,32,33
27_28_33_34,63.442,0.66,63.782,0.103,0.069,0.074,0.044,0.013,0.045,27,28,33,34
28_29_25_26,-29.435,0.755,-29.875,-2.046,0.262,-2.01,-0.121,0.013,-0.117,28,29,25,26
28_29_26_27,47.469,0.489,47.094,-1.41,0.192,-1.406,-0.485,0.006,-0.489,28,29,26,27
28_29_30_31,-124.88,0.025,-124.468,-2.111,0.163,-2.117,-0.38,0.003,-0.383,28,29,30,31
28_29_31_32,-299.341,0.917,-299.687,-1.004,0.076,-1.011,-0.122,0.016,-0.112,28,29,31,32
28_29_32_33,-85.18,0.02,-85.844,-0.692,0.042,-0.682,0.012,0.002,0.02,28,29,32,33
28_29_33_34,64.286,0.555,64.625,-0.692,0.016,-0.677,-0.034,0.007,-0.042,28,29,33,34
29_30_25_26,-30.956,0.104,-31.188,-2.707,0.32,-2.689,-0.014,0.005,-0.022,29,30,25,26
29_30_26_27,36.854,0.078,36.594,-2.789,0.345,-2.743,-0.114,0.004,-0.12,29,30,26,27
29_30_27_28,22.004,0.267,22.344,-2.231,0.263,-2.197,-0.448,0.008,-0.444,29,30,27,28
29_30_31_32,-297.387,0.515,-297.25,-3.218,0.284,-3.146,-0.53,0.002,-0.526,29,30,31,32
29_30_32_33,-85.296,2.215,-85.938,-1.826,0.127,-1.779,-0.095,0.035,-0.085,29,30,32,33
29_30_33_34,63.638,0.052,64.063,-1.354,0.054,-1.367,-0.042,0.002,-0.044,29,30,33,34
30_31_25_26,-31.49,0.073,-32.031,-1.334,0.34,-1.282,-0.01,0.001,-0.011,30,31,25,26
30_31_26_27,30.428,0.161,30.875,-1.323,0.332,-1.332,-0.03,0.002,-0.032,30,31,26,27
30_31_27_28,15.19,0.287,15.5,-1.285,0.335,-1.224,-0.072,0.004,-0.074,30,31,27,28
30_31_28_29,121.712,0.708,121.344,-0.621,0.214,-0.592,-0.388,0.007,-0.389,30,31,28,29
30_31_32_33,-84.192,0.015,-84.156,-1.872,0.386,-1.857,-0.328,0.004,-0.324,30,31,32,33
30_31_33_34,61.221,0.134,61.532,-0.691,0.233,-0.694,-0.096,0.003,-0.104,30,31,33,34
31_32_25_26,-29.392,0.421,-30.062,-0.7,0.14,-0.71,-0.033,0.008,-0.038,31,32,25,26
31_32_26_27,26.087,1.129,26.375,-1.162,0.257,-1.149,-0.037,0.018,-0.029,31,32,26,27
31_32_27_28,12.514,1.537,11.375,-1.316,0.351,-1.305,-0.042,0.025,-0.057,31,32,27,28
31_32_28_29,119.029,0.915,119.375,-1.023,0.368,-0.982,-0.118,0.013,-0.126,31,32,28,29
31_32_29_30,86.079,1.2,86.094,-0.547,0.337,-0.508,-0.45,0.017,-0.446,31,32,29,30
31_32_33_34,63.45,0.195,63.125,-1.206,0.317,-1.168,-0.68,0.006,-0.691,31,32,33,34
32_33_25_26,-30.452,0.11,-30.25,-1.457,0.082,-1.455,0.036,0.004,0.036,32,33,25,26
32_33_26_27,17.592,0.217,17.656,-1.413,0.173,-1.406,-0.017,0.004,-0.024,32,33,26,27
32_33_27_28,7.185,0.75,6.781,-1.439,0.227,-1.402,-0.024,0.012,-0.019,32,33,27,28
32_33_28_29,118.098,0.832,118.062,-1.188,0.167,-1.203,0.008,0.011,0.002,32,33,28,29
32_33_29_30,82.69,0.221,82.906,-1.126,0.168,-1.13,-0.092,0.004,-0.104,32,33,29,30
32_33_30_31,-38.002,0.368,-38.031,-0.288,0.121,-0.274,-0.334,0.008,-0.336,32,33,30,31
33_34_25_26,-31.577,0.487,-31.282,-1.425,0.118,-1.416,-0.019,0.01,-0.02,33,34,25,26
33_34_26_27,8.995,0.06,8.468,-1.095,0.149,-1.092,-0.008,0.0,-0.006,33,34,26,27
33_34_27_28,3.71,0.422,3.969,-0.919,0.013,-0.943,-0.005,0.01,-0.01,33,34,27,28
33_34_28_29,117.276,0.226,117.312,-0.916,0.006,-0.93,-0.003,0.006,-0.01,33,34,28,29
33_34_29_30,78.796,0.126,79.156,-0.917,0.019,-0.922,-0.037,0.001,-0.056,33,34,29,30
33_34_30_31,-41.5,1.013,-41.218,-0.545,0.004,-0.553,-0.068,0.025,-0.072,33,34,30,31
33_34_31_32,-134.817,0.33,-134.5,-0.306,0.004,-0.293,-0.708,0.006,-0.716,33,34,31,32
60_61_62_64,-4.512,2.145,-3.625,-0.003,0.006,-0.004,104.858,0.556,105.104,60,61,62,64
62_64_60_61,-7.339,0.747,-7.562,-0.002,0.001,-0.004,102.507,0.216,102.605,62,64,60,61
