quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
25_26_27_28,19.352,1.251,19.344,-0.577,0.228,-0.93,-0.393,0.021,-0.43,25,26,27,28
25_26_28_29,172.057,0.559,172.812,-0.054,0.136,-0.261,-0.104,0.009,-0.1,25,26,28,29
25_26_29_30,179.079,0.376,178.812,0.029,0.125,-0.125,-0.035,0.006,-0.023,25,26,29,30
25_26_30_31,-204.147,0.465,-204.062,0.051,0.118,-0.19,-0.003,0.008,0.01,25,26,30,31
25_26_31_32,-3.587,0.683,-3.156,0.031,0.122,-0.157,0.017,0.011,0.036,25,26,31,32
25_26_32_33,-108.653,0.362,-108.437,0.075,0.114,-0.145,-0.027,0.006,-0.038,25,26,32,33
25_26_33_34,19.694,0.353,20.094,0.074,0.115,-0.109,-0.004,0.006,-0.007,25,26,33,34
26_27_28_29,174.655,0.242,174.406,-1.029,0.179,-1.228,-0.404,0.005,-0.396,26,27,28,29
26_27_29_30,177.219,0.336,176.938,-0.24,0.092,-0.388,-0.094,0.006,-0.095,26,27,29,30
26_27_30_31,-202.614,0.461,-203.406,-0.013,0.079,-0.17,-0.034,0.008,-0.06,26,27,30,31
26_27_31_32,-4.625,0.462,-4.75,0.047,0.072,-0.167,0.01,0.008,0.02,26,27,31,32
26_27_32_33,-101.509,1.897,-98.312,0.075,0.075,-0.137,0.027,0.031,0.058,26,27,32,33
26_27_33_34,17.978,0.724,17.562,0.084,0.08,-0.157,-0.005,0.012,-0.002,26,27,33,34
27_28_25_26,31.052,1.747,30.969,-0.817,0.283,-1.133,-0.452,0.033,-0.48,27,28,25,26
27_28_29_30,179.578,0.427,180.406,-0.94,0.219,-1.268,-0.396,0.008,-0.366,27,28,29,30
27_28_30_31,-203.392,0.563,-203.688,-0.209,0.116,-0.441,-0.064,0.01,-0.048,27,28,30,31
27_28_31_32,-8.352,2.086,-7.562,-0.133,0.108,-0.309,-0.041,0.036,-0.01,27,28,31,32
27_28_32_33,-100.58,1.358,-99.625,-0.125,0.12,-0.358,-0.003,0.023,-0.016,27,28,32,33
27_28_33_34,20.599,0.253,20.75,-0.139,0.112,-0.328,-0.014,0.004,-0.001,27,28,33,34
28_29_25_26,31.133,0.45,30.781,-1.773,0.278,-2.132,-0.094,0.008,-0.072,28,29,25,26
28_29_26_27,21.5,0.498,20.562,-1.599,0.292,-1.943,-0.413,0.007,-0.412,28,29,26,27
28_29_30_31,-203.194,1.457,-203.781,-1.575,0.198,-2.017,-0.331,0.025,-0.342,28,29,30,31
28_29_31_32,-5.98,0.82,-7.094,-0.881,0.09,-1.063,-0.096,0.013,-0.102,28,29,31,32
28_29_32_33,-96.852,0.78,-97.797,-0.744,0.081,-0.969,-0.004,0.012,0.048,28,29,32,33
28_29_33_34,20.103,0.322,20.094,-0.684,0.079,-0.904,0.006,0.005,0.061,28,29,33,34
29_30_25_26,30.828,0.329,30.312,-2.394,0.336,-2.704,-0.04,0.009,-0.01,29,30,25,26
29_30_26_27,13.392,0.256,13.437,-2.262,0.304,-2.642,-0.077,0.005,-0.06,29,30,26,27
