quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
10_11_1_2,45.026,0.234,45.5,-1.124,0.131,-1.438,0.012,0.004,0.01,10,11,1,2
10_11_2_3,105.89,0.77,105.688,-1.107,0.092,-1.227,-0.021,0.011,-0.023,10,11,2,3
10_11_3_4,56.012,0.576,56.281,-1.082,0.09,-1.247,-0.018,0.008,-0.017,10,11,3,4
10_11_4_5,-68.734,0.534,-68.312,-0.92,0.117,-1.057,-0.014,0.012,-0.009,10,11,4,5
10_11_5_6,29.697,0.763,29.468,-1.086,0.094,-1.228,-0.045,0.011,-0.06,10,11,5,6
10_11_6_7,10.087,1.668,11.188,-0.989,0.1,-1.134,-0.123,0.03,-0.126,10,11,6,7
10_11_7_9,51.841,0.4,51.782,-0.501,0.074,-0.674,-0.68,0.006,-0.646,10,11,7,9
1_2_10_11,-0.72,0.307,-0.625,-0.02,0.141,-0.118,0.007,0.006,0.044,1,2,10,11
1_2_3_4,148.193,0.601,148.625,-0.251,0.216,-0.716,-0.173,0.011,-0.199,1,2,3,4
1_2_4_5,-194.1,0.491,-194.125,0.139,0.127,0.335,-0.019,0.009,-0.022,1,2,4,5
1_2_5_6,-117.656,0.536,-116.969,0.114,0.152,0.103,-0.004,0.009,0.006,1,2,5,6
1_2_6_7,54.677,0.698,54.594,0.123,0.13,0.152,-0.024,0.013,-0.027,1,2,6,7
1_2_7_9,163.84,0.318,164.094,0.026,0.149,-0.125,-0.007,0.006,0.018,1,2,7,9
1_2_9_10,-71.318,0.387,-71.125,-0.02,0.144,-0.173,-0.022,0.007,-0.012,1,2,9,10
2_3_10_11,-0.899,0.242,-0.437,-0.725,0.108,-1.005,-0.006,0.004,0.005,2,3,10,11
2_3_4_5,-195.91,0.509,-195.812,-1.622,0.271,-2.088,-0.282,0.008,-0.282,2,3,4,5
2_3_5_6,-117.795,0.376,-117.906,-0.796,0.108,-0.915,-0.083,0.005,-0.088,2,3,5,6
2_3_6_7,57.065,0.346,56.469,-0.692,0.101,-0.872,-0.034,0.005,-0.041,2,3,6,7
2_3_7_9,161.623,0.269,161.094,-0.749,0.11,-0.988,0.001,0.004,0.017,2,3,7,9
2_3_9_10,-70.916,0.837,-71.125,-0.701,0.099,-0.949,-0.016,0.012,-0.025,2,3,9,10
3_4_10_11,0.814,0.473,0.875,-1.266,0.136,-1.794,-0.017,0.006,-0.046,3,4,10,11
3_4_1_2,43.312,0.807,44.094,-2.451,0.459,-3.064,-0.157,0.012,-0.148,3,4,1,2
3_4_5_6,-117.02,0.444,-117.812,-2.88,0.369,-3.575,-0.379,0.005,-0.384,3,4,5,6
3_4_6_7,59.553,0.225,59.656,-1.353,0.145,-1.764,-0.115,0.003,-0.112,3,4,6,7
3_4_7_9,160.576,0.289,160.25,-1.268,0.137,-1.694,-0.049,0.004,-0.045,3,4,7,9
3_4_9_10,-71.672,1.089,-71.218,-1.28,0.13,-1.781,-0.013,0.014,-0.022,3,4,9,10
4_5_10_11,1.011,0.29,1.438,0.381,0.166,0.411,-0.029,0.004,-0.036,4,5,10,11
4_5_1_2,43.376,0.549,42.5,-1.064,0.412,-1.275,-0.025,0.007,-0.021,4,5,1,2
4_5_2_3,128.164,0.464,127.812,-0.153,0.34,-0.352,-0.274,0.008,-0.254,4,5,2,3
4_5_6_7,63.166,0.618,63.5,-1.231,0.352,-1.447,-0.422,0.009,-0.42,4,5,6,7
4_5_7_9,158.66,0.232,158.375,0.208,0.171,0.358,-0.109,0.003,-0.121,4,5,7,9
4_5_9_10,-70.272,0.428,-70.75,0.341,0.158,0.343,-0.034,0.006,-0.054,4,5,9,10
5_6_10_11,1.874,0.276,2.282,-0.38,0.113,-0.332,-0.048,0.004,-0.064,5,6,10,11
5_6_1_2,44.492,0.419,44.469,-1.654,0.371,-1.916,-0.02,0.005,-0.027,5,6,1,2
5_6_2_3,121.744,0.332,122.188,-1.533,0.358,-1.775,-0.078,0.005,-0.07,5,6,2,3
5_6_3_4,65.387,0.24,66.218,-1.022,0.24,-0.977,-0.4,0.004,-0.411,5,6,3,4
5_6_7_9,160.825,0.459,158.656,-1.411,0.304,-1.515,-0.331,0.006,-0.379,5,6,7,9
5_6_9_10,-70.921,0.931,-70.938,-0.374,0.14,-0.039,-0.082,0.015,-0.105,5,6,9,10
60_61_62_64,8.629,0.973,11.844,-0.001,0.02,-0.001,97.583,1.493,96.229,60,61,62,64
62_64_60_61,7.138,0.571,10.907,-0.002,0.012,-0.002,101.027,0.684,101.586,62,64,60,61
6_7_10_11,1.427,0.625,1.25,-0.581,0.115,-0.79,-0.116,0.01,-0.097,6,7,10,11
6_7_1_2,43.39,1.941,44.468,-1.778,0.261,-2.31,-0.035,0.041,-0.053,6,7,1,2
6_7_2_3,115.961,0.366,116.375,-1.779,0.261,-2.351,-0.058,0.008,-0.05,6,7,2,3
6_7_3_4,61.754,0.42,60.688,-1.712,0.265,-2.229,-0.128,0.007,-0.143,6,7,3,4
6_7_4_5,-58.105,0.338,-57.812,-1.103,0.184,-1.53,-0.422,0.006,-0.412,6,7,4,5
6_7_9_10,-69.463,0.541,-69.344,-1.739,0.245,-2.292,-0.391,0.013,-0.362,6,7,9,10
7_9_10_11,3.844,0.152,3.594,-1.065,0.218,-1.455,-0.652,0.003,-0.671,7,9,10,11
7_9_1_2,44.435,0.29,44.656,-0.775,0.139,-0.947,-0.015,0.005,-0.027,7,9,1,2
7_9_2_3,112.287,0.546,112.438,-1.042,0.239,-1.408,-0.012,0.009,-0.024,7,9,2,3
7_9_3_4,59.353,1.053,59.469,-1.085,0.235,-1.457,-0.058,0.019,-0.044,7,9,3,4
7_9_4_5,-63.3,1.525,-63.812,-1.193,0.246,-1.566,-0.091,0.03,-0.062,7,9,4,5
7_9_5_6,38.418,0.525,38.188,-0.428,0.201,-0.764,-0.324,0.008,-0.334,7,9,5,6
9_10_1_2,45.636,0.31,45.594,-0.957,0.213,-1.14,-0.003,0.006,-0.01,9,10,1,2
9_10_2_3,107.933,1.37,108.406,-1.017,0.234,-1.245,-0.047,0.024,-0.048,9,10,2,3
