quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
13_14_15_16,-0.519,0.352,-0.438,0.789,0.22,0.424,-0.304,0.006,-0.3,13,14,15,16
13_14_16_17,18.726,0.502,18.5,1.149,0.166,1.015,-0.11,0.009,-0.134,13,14,16,17
13_14_17_18,40.582,0.449,40.812,1.181,0.168,1.087,-0.039,0.007,-0.041,13,14,17,18
13_14_18_19,-63.635,0.436,-63.484,1.148,0.162,1.044,-0.015,0.007,-0.001,13,14,18,19
13_14_19_20,18.478,0.514,18.875,1.12,0.179,1.012,-0.001,0.009,0.01,13,14,19,20
13_14_20_21,-47.123,0.274,-47.312,1.138,0.174,1.044,0.006,0.005,-0.002,13,14,20,21
13_14_21_22,-73.725,0.862,-72.813,1.083,0.173,1.014,-0.004,0.014,-0.009,13,14,21,22
14_15_16_17,25.922,0.605,26.094,-1.007,0.167,-1.355,-0.663,0.01,-0.64,14,15,16,17
14_15_17_18,37.014,0.46,36.969,-0.493,0.077,-0.637,-0.108,0.008,-0.119,14,15,17,18
14_15_18_19,-61.292,0.989,-61.938,-0.454,0.064,-0.7,-0.046,0.018,-0.049,14,15,18,19
14_15_19_20,20.112,0.446,19.719,-0.43,0.079,-0.624,-0.018,0.008,-0.025,14,15,19,20
14_15_20_21,-44.916,0.423,-45.344,-0.387,0.068,-0.598,-0.006,0.008,-0.04,14,15,20,21
14_15_21_22,-71.808,0.253,-71.688,-0.39,0.074,-0.628,-0.012,0.004,-0.005,14,15,21,22
15_16_13_14,18.617,0.454,18.875,-1.117,0.172,-1.464,-0.322,0.008,-0.308,15,16,13,14
15_16_17_18,39.476,0.337,40.063,-1.227,0.128,-1.427,-0.326,0.006,-0.328,15,16,17,18
15_16_18_19,-60.231,0.321,-60.156,-0.942,0.076,-0.999,-0.078,0.005,-0.08,15,16,18,19
15_16_19_20,19.528,0.707,19.718,-0.841,0.072,-0.89,-0.042,0.013,-0.026,15,16,19,20
15_16_20_21,-45.148,0.468,-44.5,-0.829,0.076,-0.938,-0.034,0.007,-0.064,15,16,20,21
15_16_21_22,-69.242,0.293,-69.484,-0.79,0.085,-0.883,-0.026,0.005,-0.034,15,16,21,22
16_17_13_14,19.398,0.469,18.782,-0.675,0.203,-0.99,-0.14,0.01,-0.142,16,17,13,14
16_17_14_15,61.305,0.364,60.969,-0.469,0.178,-0.79,-0.693,0.006,-0.698,16,17,14,15
16_17_18_19,-59.068,0.356,-58.75,-0.585,0.175,-0.79,-0.45,0.008,-0.453,16,17,18,19
16_17_19_20,21.483,0.362,21.219,-0.146,0.12,-0.276,-0.122,0.006,-0.115,16,17,19,20
16_17_20_21,-43.954,0.273,-44.219,-0.111,0.101,-0.229,-0.064,0.005,-0.124,16,17,20,21
16_17_21_22,-66.521,0.302,-66.438,-0.124,0.097,-0.232,-0.022,0.005,-0.019,16,17,21,22
17_18_13_14,19.101,0.586,19.813,-0.677,0.299,-1.139,-0.035,0.012,-0.02,17,18,13,14
17_18_14_15,56.575,0.567,55.812,-0.705,0.304,-1.104,-0.11,0.012,-0.11,17,18,14,15
17_18_15_16,64.688,0.147,64.062,-0.411,0.273,-0.754,-0.321,0.002,-0.334,17,18,15,16
17_18_19_20,22.713,0.191,22.906,-0.518,0.258,-0.95,-0.473,0.005,-0.477,17,18,19,20
17_18_20_21,-41.52,0.331,-41.594,0.206,0.148,-0.047,-0.083,0.006,-0.079,17,18,20,21
17_18_21_22,-66.88,0.483,-65.782,0.238,0.138,0.116,-0.013,0.008,-0.016,17,18,21,22
18_19_13_14,19.314,0.541,19.25,-0.985,0.231,-1.455,-0.013,0.011,-0.01,18,19,13,14
18_19_14_15,53.317,0.387,53.375,-0.988,0.227,-1.457,-0.057,0.007,-0.054,18,19,14,15
18_19_15_16,57.416,0.259,57.031,-0.954,0.231,-1.474,-0.09,0.005,-0.121,18,19,15,16
18_19_16_17,61.355,0.238,61.906,-0.651,0.167,-1.133,-0.445,0.003,-0.454,18,19,16,17
18_19_20_21,-37.96,0.384,-37.75,-0.992,0.217,-1.451,-0.477,0.005,-0.502,18,19,20,21
18_19_21_22,-65.97,0.53,-66.063,-0.345,0.083,-0.555,-0.1,0.01,-0.089,18,19,21,22
19_20_13_14,19.312,0.382,18.968,-1.001,0.132,-1.121,-0.006,0.007,-0.014,19,20,13,14
19_20_14_15,51.034,0.404,50.938,-1.283,0.197,-1.719,-0.042,0.008,-0.028,19,20,14,15
19_20_15_16,52.617,0.341,52.812,-1.31,0.213,-1.77,-0.028,0.007,-0.012,19,20,15,16
19_20_16_17,58.436,0.377,58.812,-1.339,0.229,-1.801,-0.134,0.009,-0.148,19,20,16,17
19_20_17_18,40.96,0.331,41.656,-1.199,0.258,-1.698,-0.461,0.007,-0.456,19,20,17,18
19_20_21_22,-58.151,0.413,-57.906,-1.161,0.171,-1.508,-0.404,0.008,-0.411,19,20,21,22
20_21_13_14,19.445,0.388,19.25,-0.852,0.108,-1.018,-0.012,0.007,-0.011,20,21,13,14
20_21_14_15,49.775,0.311,49.719,-1.096,0.173,-1.38,-0.012,0.005,-0.005,20,21,14,15
20_21_15_16,48.726,0.268,48.312,-1.336,0.375,-1.624,-0.021,0.006,-0.032,20,21,15,16
20_21_16_17,55.319,0.299,55.532,-1.518,0.51,-1.777,-0.058,0.005,-0.072,20,21,16,17
20_21_17_18,36.016,0.692,36.406,-1.742,0.656,-1.915,-0.106,0.011,-0.103,20,21,17,18
20_21_18_19,74.871,0.326,75.219,-2.28,0.671,-2.002,-0.506,0.006,-0.506,20,21,18,19
21_22_13_14,21.212,0.355,21.312,0.099,0.155,0.075,-0.012,0.007,-0.002,21,22,13,14
21_22_14_15,47.337,0.36,47.282,0.405,0.166,0.501,-0.014,0.005,-0.014,21,22,14,15
21_22_15_16,43.973,0.354,43.812,0.416,0.158,0.505,0.004,0.005,-0.002,21,22,15,16
21_22_16_17,53.296,0.405,53.0,0.357,0.161,0.482,-0.031,0.006,-0.039,21,22,16,17
21_22_17_18,31.421,0.393,31.062,0.388,0.152,0.506,-0.046,0.006,-0.049,21,22,17,18
21_22_18_19,61.781,0.293,61.156,0.256,0.146,0.364,-0.109,0.005,-0.106,21,22,18,19
21_22_19_20,92.496,0.546,92.937,0.46,0.117,0.418,-0.401,0.01,-0.396,21,22,19,20
60_61_62_64,8.222,1.777,8.093,0.004,0.037,0.005,98.192,1.903,99.73,60,61,62,64
62_64_60_61,10.84,0.823,8.938,0.001,0.01,0.0,97.647,0.769,98.89,62,64,60,61
