quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
36_37_38_39,19.754,0.334,19.25,-0.115,0.122,-0.339,-0.454,0.004,-0.421,36,37,38,39
36_37_39_40,-98.684,0.404,-98.688,-0.002,0.079,-0.221,-0.142,0.005,-0.174,36,37,39,40
36_37_40_42,131.505,0.214,132.313,0.502,0.025,0.386,-0.028,0.006,-0.03,36,37,40,42
36_37_42_43,0.27,0.949,1.062,-0.069,0.097,-0.24,-0.016,0.012,-0.005,36,37,42,43
36_37_43_44,-6.078,1.229,-7.0,0.014,0.082,-0.098,-0.012,0.015,0.021,36,37,43,44
36_37_44_45,-13.311,1.617,-11.781,0.027,0.081,-0.108,-0.001,0.02,-0.029,36,37,44,45
36_37_45_46,-56.921,0.77,-56.219,0.02,0.083,-0.077,0.009,0.009,0.062,36,37,45,46
37_38_39_40,-95.846,0.25,-95.968,-0.991,0.103,-1.192,-0.911,0.009,-0.911,37,38,39,40
37_38_40_42,127.984,0.427,128.281,-0.493,0.054,-0.6,-0.165,0.01,-0.178,37,38,40,42
37_38_42_43,1.709,0.346,2.282,-0.793,0.102,-1.015,-0.051,0.004,-0.062,37,38,42,43
37_38_43_44,-4.744,0.429,-6.156,-0.702,0.078,-1.006,-0.018,0.006,-0.017,37,38,43,44
37_38_44_45,-14.22,0.42,-15.25,-0.698,0.076,-0.927,-0.02,0.005,-0.054,37,38,44,45
37_38_45_46,-49.58,0.857,-46.844,-0.639,0.086,-0.973,-0.019,0.011,0.002,37,38,45,46
38_39_36_37,45.555,0.712,45.594,-0.588,0.147,-0.84,-0.466,0.016,-0.47,38,39,36,37
38_39_40_42,133.949,0.278,133.625,-0.318,0.16,-0.474,-0.46,0.005,-0.454,38,39,40,42
38_39_42_43,-2.387,0.339,-1.468,0.004,0.141,-0.18,-0.111,0.005,-0.136,38,39,42,43
38_39_43_44,-3.997,1.133,-3.344,0.004,0.137,-0.218,-0.066,0.016,-0.09,38,39,43,44
38_39_44_45,-21.293,0.365,-20.313,0.02,0.132,-0.2,-0.015,0.005,0.008,38,39,44,45
38_39_45_46,-42.184,0.56,-40.938,0.021,0.137,-0.188,0.028,0.008,0.056,38,39,45,46
39_40_36_37,44.817,0.227,45.594,-0.559,0.135,-0.891,-0.129,0.004,-0.134,39,40,36,37
39_40_37_38,91.438,0.36,91.438,-0.476,0.146,-0.925,-0.877,0.006,-0.866,39,40,37,38
39_40_42_43,-0.18,0.437,0.312,-0.359,0.109,-0.611,-0.544,0.007,-0.549,39,40,42,43
39_40_43_44,-2.431,0.477,-2.687,-0.132,0.069,-0.321,-0.136,0.007,-0.176,39,40,43,44
39_40_44_45,-21.126,0.995,-21.156,-0.1,0.06,-0.291,-0.058,0.014,-0.052,39,40,44,45
39_40_45_46,-40.326,0.678,-41.406,-0.081,0.056,-0.227,-0.036,0.01,-0.07,39,40,45,46
40_42_36_37,44.054,2.031,44.656,-0.895,0.267,-1.002,-0.052,0.029,-0.102,40,42,36,37
40_42_37_38,86.375,0.275,86.0,-0.858,0.257,-1.037,-0.147,0.004,-0.151,40,42,37,38
40_42_38_39,21.373,0.529,21.125,-1.231,0.189,-1.376,-0.453,0.012,-0.488,40,42,38,39
40_42_43_44,0.954,0.348,0.407,-0.695,0.206,-0.9,-0.788,0.005,-0.782,40,42,43,44
40_42_44_45,-19.773,0.43,-20.687,-0.166,0.153,-0.314,-0.13,0.005,-0.146,40,42,44,45
40_42_45_46,-35.29,0.469,-35.968,-0.134,0.135,-0.291,-0.078,0.007,-0.138,40,42,45,46
42_43_36_37,45.835,0.361,45.969,-0.755,0.186,-0.922,-0.032,0.005,-0.027,42,43,36,37
42_43_37_38,84.57,0.414,84.406,-0.753,0.177,-1.048,-0.047,0.006,-0.058,42,43,37,38
42_43_38_39,17.044,0.308,17.0,-0.715,0.198,-0.863,-0.086,0.005,-0.07,42,43,38,39
42_43_39_40,7.746,0.358,6.968,-0.507,0.142,-0.72,-0.543,0.007,-0.529,42,43,39,40
42_43_44_45,-11.088,0.284,-12.438,-0.729,0.146,-0.947,-0.556,0.004,-0.524,42,43,44,45
42_43_45_46,-27.589,0.507,-27.625,-0.131,0.096,-0.309,-0.12,0.007,-0.136,42,43,45,46
43_44_36_37,46.533,0.311,47.0,-0.941,0.092,-1.073,-0.004,0.007,-0.042,43,44,36,37
43_44_37_38,83.43,0.262,83.469,-1.462,0.15,-1.864,-0.034,0.004,-0.042,43,44,37,38
43_44_38_39,15.107,0.404,15.407,-1.514,0.162,-1.875,-0.04,0.006,-0.036,43,44,38,39
43_44_39_40,1.427,1.044,1.719,-1.463,0.179,-1.856,-0.152,0.017,-0.132,43,44,39,40
43_44_40_42,117.118,0.591,119.282,-1.212,0.23,-1.474,-0.815,0.011,-0.786,43,44,40,42
43_44_45_46,-5.56,0.437,-3.344,-1.277,0.112,-1.628,-0.569,0.007,-0.56,43,44,45,46
44_45_36_37,46.886,0.34,46.906,-0.841,0.111,-1.114,-0.014,0.005,-0.012,44,45,36,37
44_45_37_38,81.677,0.604,81.875,-1.095,0.141,-1.528,-0.021,0.008,-0.044,44,45,37,38
44_45_38_39,13.493,0.639,13.25,-0.981,0.122,-1.305,-0.021,0.011,-0.022,44,45,38,39
44_45_39_40,-2.993,0.313,-3.625,-0.948,0.121,-1.267,-0.049,0.005,-0.085,44,45,39,40
44_45_40_42,116.551,0.309,115.719,-0.806,0.105,-1.074,-0.131,0.004,-0.106,44,45,40,42
44_45_42_43,22.696,0.354,24.218,-0.44,0.146,-0.733,-0.538,0.009,-0.536,44,45,42,43
45_46_36_37,47.254,1.749,48.218,-0.79,0.12,-0.855,0.014,0.026,0.03,45,46,36,37
45_46_37_38,79.745,0.329,80.0,-0.805,0.056,-0.819,0.002,0.008,-0.016,45,46,37,38
45_46_38_39,10.779,0.519,10.437,-0.841,0.061,-0.832,-0.018,0.011,-0.008,45,46,38,39
45_46_39_40,-5.621,0.232,-4.938,-0.757,0.06,-0.771,-0.012,0.006,-0.049,45,46,39,40
45_46_40_42,117.007,0.375,117.313,-0.839,0.049,-0.885,-0.007,0.01,-0.005,45,46,40,42
45_46_42_43,15.846,0.47,15.782,-0.685,0.046,-0.759,-0.114,0.013,-0.118,45,46,42,43
45_46_43_44,131.61,0.32,132.219,-0.326,0.036,-0.431,-0.529,0.01,-0.522,45,46,43,44
60_61_62_64,11.162,1.018,9.782,-0.005,0.021,-0.008,98.943,1.608,96.214,60,61,62,64
62_64_60_61,13.02,1.057,15.125,0.003,0.021,0.001,100.803,0.952,99.576,62,64,60,61
