quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
13_16_14_15,17.169,1.607,17.281,-0.137,0.062,-0.226,2.31,0.111,2.332,13,16,14,15
14_15_13_16,74.638,0.548,74.562,-0.096,0.109,-0.196,2.244,0.026,2.252,14,15,13,16
14_17_15_16,-328.349,0.848,-332.781,-0.884,0.079,-1.076,1.095,0.027,1.086,14,17,15,16
15_16_14_17,-75.695,0.284,-79.0,-0.79,0.108,-1.025,1.082,0.009,1.04,15,16,14,17
15_18_16_17,-182.873,1.344,-184.0,-0.361,0.215,-0.624,2.312,0.024,2.286,15,18,16,17
16_17_15_18,-153.277,0.536,-157.0,-0.744,0.09,-0.898,2.357,0.024,2.296,16,17,15,18
16_19_17_18,-0.482,1.33,-2.125,-0.342,0.183,-0.504,1.168,0.043,1.178,16,19,17,18
17_18_16_19,-38.151,0.319,-42.25,-0.56,0.182,-0.721,1.198,0.013,1.207,17,18,16,19
17_20_18_19,-70.416,0.621,-74.219,-0.512,0.162,-0.617,1.358,0.019,1.356,17,20,18,19
18_19_17_20,-526.672,0.798,-530.5,-0.922,0.182,-1.369,1.346,0.017,1.344,18,19,17,20
18_21_19_20,1.438,0.372,-4.188,-0.895,0.093,-1.114,1.249,0.014,1.244,18,21,19,20
19_20_18_21,-547.708,2.4,-550.282,-0.851,0.154,-1.165,1.227,0.058,1.247,19,20,18,21
19_22_20_21,-27.639,1.017,-28.844,-0.422,0.115,-0.652,1.211,0.019,1.189,19,22,20,21
20_21_19_22,-700.036,0.358,-703.844,-0.863,0.078,-0.928,1.27,0.013,1.256,20,21,19,22
60_61_62_64,10.901,1.58,14.469,-0.004,0.003,-0.004,89.414,1.374,89.272,60,61,62,64
62_64_60_61,14.793,1.984,17.094,-0.004,0.003,-0.004,105.107,1.866,108.185,62,64,60,61
