quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
36_39_37_38,9.062,0.933,9.032,-0.201,0.038,-0.297,2.112,0.116,2.104,36,39,37,38
37_38_36_39,96.636,0.531,96.875,-0.837,0.29,-0.972,2.215,0.011,2.242,37,38,36,39
37_40_38_39,-231.404,0.557,-234.438,-0.46,0.114,-0.715,1.326,0.013,1.288,37,40,38,39
38_39_37_40,-160.672,0.464,-163.75,-0.687,0.185,-0.798,1.276,0.013,1.314,38,39,37,40
38_42_39_40,-323.884,0.371,-325.563,-0.894,0.192,-1.16,1.983,0.012,1.969,38,42,39,40
39_40_38_42,-397.216,0.722,-404.218,-0.628,0.172,-0.938,1.998,0.012,1.999,39,40,38,42
39_43_40_42,-15.951,0.732,-17.875,-0.716,0.188,-0.919,1.711,0.02,1.716,39,43,40,42
40_42_39_43,-281.11,0.523,-284.312,-1.062,0.178,-1.332,1.73,0.02,1.754,40,42,39,43
40_44_42_43,-67.875,0.627,-70.282,-0.935,0.176,-1.162,1.576,0.015,1.566,40,44,42,43
42_43_40_44,-597.969,0.421,-601.188,-0.821,0.184,-1.044,1.554,0.017,1.55,42,43,40,44
42_45_43_44,17.662,1.023,16.063,-0.711,0.089,-1.05,1.981,0.083,2.068,42,45,43,44
43_44_42_45,-433.261,1.983,-437.265,-0.804,0.129,-1.027,1.943,0.049,1.997,43,44,42,45
43_46_44_45,-0.745,0.768,-5.032,-0.86,0.1,-1.106,1.703,0.024,1.768,43,46,44,45
44_45_43_46,-580.215,0.596,-586.938,-0.707,0.114,-0.934,1.692,0.015,1.677,44,45,43,46
60_61_62_64,14.096,1.573,16.625,-0.005,0.005,-0.002,103.715,1.456,104.505,60,61,62,64
62_64_60_61,16.905,0.773,16.343,-0.004,0.003,-0.004,96.866,0.743,97.13,62,64,60,61
