quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
49_52_50_51,-59.35,0.54,-58.094,0.018,0.008,0.016,132.309,1.165,133.532,49,52,50,51
50_51_49_52,57.562,0.508,57.126,0.188,0.004,0.171,87.993,2.511,88.605,50,51,49,52
50_53_51_52,0.719,0.464,0.312,0.053,0.129,-0.071,0.004,0.013,-0.014,50,53,51,52
51_52_50_53,-437.07,2.904,-436.0,0.0,0.0,0.0,-0.031,0.071,-0.052,51,52,50,53
51_54_52_53,-534.861,0.465,-533.032,0.005,0.002,0.003,3.149,1.934,-2.058,51,54,52,53
52_53_51_54,7287.625,0.0,7287.625,0.214,0.024,0.143,0.0,0.0,0.0,52,53,51,54
52_56_53_54,7287.625,0.0,7287.625,0.058,0.011,0.048,0.0,0.0,0.0,52,56,53,54
53_54_52_56,191.347,0.479,191.468,0.002,0.002,0.002,-0.214,1.889,-0.323,53,54,52,56
53_57_54_56,7261.412,228.916,7287.625,-0.451,0.015,-0.54,-15.48,135.477,0.0,53,57,54,56
54_56_53_57,122.24,0.431,122.75,-0.003,0.002,-0.004,1.659,1.778,-1.003,54,56,53,57
54_58_56_57,-238.913,0.359,-239.406,-0.004,0.002,-0.005,-1.275,1.288,-0.934,54,58,56,57
56_57_54_58,7264.895,195.051,7287.625,0.091,0.025,0.111,-4.708,40.447,0.0,56,57,54,58
56_59_57_58,389.255,2.047,389.656,-0.994,0.091,-1.239,1.41,0.031,1.425,56,59,57,58
57_58_56_59,-526.844,0.612,-530.687,-1.381,0.125,-1.697,1.426,0.016,1.424,57,58,56,59
60_61_62_64,11.343,0.542,12.594,0.007,0.023,0.018,104.788,2.594,102.367,60,61,62,64
62_64_60_61,12.956,1.516,12.5,0.0,0.034,0.016,100.408,2.562,108.151,62,64,60,61
