quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
13_16_14_15,4.195,0.473,2.657,-0.258,0.105,-0.469,1.463,0.016,1.531,13,16,14,15
14_15_13_16,28.037,0.506,28.062,-0.1,0.055,-0.069,1.471,0.056,1.412,14,15,13,16
14_17_15_16,-462.113,0.597,-468.25,-1.327,0.199,-1.866,0.94,0.008,0.955,14,17,15,16
15_16_14_17,-39.334,0.309,-43.094,-1.045,0.158,-1.437,0.934,0.007,0.911,15,16,14,17
15_18_16_17,-174.56,0.644,-182.969,-0.866,0.315,-1.437,1.461,0.007,1.473,15,18,16,17
16_17_15_18,-137.685,0.887,-141.624,-0.826,0.284,-1.203,1.449,0.016,1.42,16,17,15,18
16_19_17_18,-53.399,0.544,-59.594,-0.295,0.213,-0.739,1.16,0.01,1.167,16,19,17,18
17_18_16_19,-390.954,2.438,-398.594,-0.857,0.347,-1.5,1.163,0.035,1.168,17,18,16,19
17_20_18_19,-68.519,0.652,-75.625,-0.966,0.215,-1.412,1.269,0.011,1.278,17,20,18,19
18_19_17_20,-681.87,0.699,-687.156,-1.169,0.251,-1.669,1.235,0.008,1.232,18,19,17,20
18_21_19_20,-39.308,0.44,-46.938,-1.297,0.18,-1.727,1.208,0.009,1.204,18,21,19,20
19_20_18_21,-617.914,0.538,-623.406,-0.997,0.154,-1.249,1.241,0.008,1.256,19,20,18,21
19_22_20_21,17.989,0.377,17.094,-1.047,0.131,-1.681,1.359,0.021,1.494,19,22,20,21
20_21_19_22,-775.603,0.341,-780.812,-0.994,0.104,-1.103,1.257,0.006,1.265,20,21,19,22
60_61_62_64,14.154,0.625,15.312,-0.002,0.006,-0.004,97.097,0.979,99.857,60,61,62,64
62_64_60_61,13.147,1.436,14.093,-0.002,0.025,0.005,102.991,2.094,104.222,62,64,60,61
