quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
10_11_1_2,39.539,0.498,38.75,-1.12,0.122,-1.293,-0.014,0.009,-0.005,10,11,1,2
10_11_2_3,110.84,0.266,110.375,-1.099,0.091,-1.236,-0.014,0.004,-0.022,10,11,2,3
10_11_3_4,54.022,0.375,54.406,-1.104,0.095,-1.206,-0.017,0.006,0.001,10,11,3,4
10_11_4_5,-74.222,1.228,-74.312,-0.916,0.109,-1.054,-0.004,0.025,0.007,10,11,4,5
10_11_5_6,24.829,0.439,25.156,-1.091,0.094,-1.224,-0.039,0.007,-0.02,10,11,5,6
10_11_6_7,13.68,0.416,14.0,-0.98,0.097,-1.058,-0.123,0.007,-0.147,10,11,6,7
10_11_7_9,58.62,0.331,58.25,-0.482,0.073,-0.654,-0.669,0.005,-0.707,10,11,7,9
1_2_10_11,-5.053,0.459,-4.75,0.045,0.156,-0.023,-0.023,0.007,-0.054,1,2,10,11
1_2_3_4,158.583,0.299,159.312,-0.244,0.216,-0.707,-0.162,0.005,-0.174,1,2,3,4
1_2_4_5,-201.575,0.311,-201.625,0.209,0.143,0.351,-0.032,0.005,-0.028,1,2,4,5
1_2_5_6,-121.886,0.339,-121.938,0.12,0.143,0.169,0.008,0.006,-0.004,1,2,5,6
1_2_6_7,59.01,0.452,59.375,0.082,0.141,0.119,0.001,0.007,0.008,1,2,6,7
1_2_7_9,142.938,0.246,143.282,0.136,0.145,0.118,-0.005,0.004,0.03,1,2,7,9
1_2_9_10,-65.787,0.376,-65.125,0.063,0.144,-0.043,-0.013,0.006,-0.002,1,2,9,10
2_3_10_11,-4.529,0.326,-4.281,-0.734,0.112,-1.029,0.013,0.005,0.055,2,3,10,11
2_3_4_5,-201.433,0.461,-201.625,-1.686,0.271,-2.133,-0.295,0.006,-0.296,2,3,4,5
2_3_5_6,-120.834,0.405,-122.032,-0.854,0.109,-0.981,-0.095,0.006,-0.09,2,3,5,6
2_3_6_7,60.46,0.339,60.782,-0.822,0.108,-0.966,-0.046,0.005,-0.046,2,3,6,7
2_3_7_9,141.416,0.7,141.875,-0.77,0.113,-1.017,-0.028,0.01,-0.04,2,3,7,9
2_3_9_10,-66.542,0.281,-66.718,-0.721,0.105,-0.917,-0.034,0.004,-0.016,2,3,9,10
3_4_10_11,-3.552,0.355,-3.25,-1.154,0.158,-1.613,-0.032,0.005,-0.057,3,4,10,11
3_4_1_2,37.525,0.398,38.094,-2.418,0.474,-3.013,-0.16,0.005,-0.145,3,4,1,2
3_4_5_6,-121.832,0.543,-121.562,-2.822,0.391,-3.388,-0.398,0.007,-0.402,3,4,5,6
3_4_6_7,64.049,0.465,63.781,-1.306,0.163,-1.705,-0.127,0.006,-0.13,3,4,6,7
3_4_7_9,138.98,0.21,138.687,-1.256,0.168,-1.661,-0.05,0.003,-0.021,3,4,7,9
3_4_9_10,-65.908,0.195,-66.718,-1.212,0.154,-1.703,-0.009,0.003,0.001,3,4,9,10
4_5_10_11,-2.934,0.318,-2.875,0.337,0.161,0.27,0.003,0.005,0.005,4,5,10,11
4_5_1_2,38.762,0.639,38.938,-1.09,0.417,-1.37,-0.022,0.009,-0.014,4,5,1,2
4_5_2_3,135.172,0.526,134.188,-0.169,0.342,-0.345,-0.292,0.008,-0.304,4,5,2,3
