quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
25_26_27_28,7.019,1.409,7.062,-0.252,0.153,-0.236,-0.475,0.025,-0.471,25,26,27,28
25_26_28_29,225.428,0.448,225.406,0.184,0.122,0.155,-0.153,0.006,-0.152,25,26,28,29
25_26_29_30,241.358,0.0,241.719,0.347,0.132,0.315,-0.082,0.001,-0.076,25,26,29,30
25_26_30_31,-37.743,0.052,-38.125,0.419,0.095,0.433,-0.042,0.001,-0.051,25,26,30,31
25_26_31_32,-493.649,0.347,-494.312,0.524,0.089,0.555,0.013,0.006,0.014,25,26,31,32
25_26_32_33,-16.714,0.569,-16.937,0.482,0.122,0.48,-0.026,0.01,-0.014,25,26,32,33
25_26_33_34,52.964,1.621,53.656,0.486,0.119,0.525,-0.011,0.025,-0.003,25,26,33,34
26_27_28_29,224.231,0.372,224.094,-1.387,0.32,-1.382,-0.49,0.007,-0.494,26,27,28,29
26_27_29_30,239.916,0.313,240.218,-0.349,0.179,-0.343,-0.127,0.004,-0.132,26,27,29,30
26_27_30_31,-36.164,0.245,-36.156,0.169,0.108,0.18,-0.033,0.003,-0.021,26,27,30,31
26_27_31_32,-493.526,0.443,-493.282,0.404,0.064,0.425,-0.058,0.006,-0.068,26,27,31,32
26_27_32_33,-13.677,0.243,-13.469,0.488,0.062,0.486,-0.011,0.003,-0.011,26,27,32,33
26_27_33_34,55.336,0.206,54.782,0.491,0.074,0.495,-0.011,0.004,-0.018,26,27,33,34
27_28_25_26,-26.291,0.224,-26.125,-1.325,0.134,-1.322,-0.471,0.008,-0.47,27,28,25,26
27_28_29_30,241.279,0.624,242.188,-2.491,0.185,-2.469,-0.437,0.016,-0.433,27,28,29,30
27_28_30_31,-35.118,0.274,-35.312,-1.366,0.101,-1.356,-0.107,0.006,-0.1,27,28,30,31
27_28_31_32,-492.604,0.576,-492.812,-0.624,0.006,-0.647,-0.042,0.008,-0.044,27,28,31,32
27_28_32_33,-12.401,0.474,-12.156,-0.453,0.016,-0.472,-0.017,0.008,-0.022,27,28,32,33
27_28_33_34,53.649,0.311,53.75,-0.326,0.067,-0.362,0.028,0.004,0.023,27,28,33,34
28_29_25_26,-26.601,0.057,-26.594,-2.102,0.343,-2.083,-0.153,0.003,-0.143,28,29,25,26
28_29_26_27,13.964,0.361,13.812,-1.417,0.188,-1.427,-0.48,0.009,-0.476,28,29,26,27
28_29_30_31,-32.319,1.477,-32.781,-2.793,0.258,-2.762,-0.392,0.021,-0.38,28,29,30,31
28_29_31_32,-491.752,0.943,-491.968,-1.323,0.156,-1.316,-0.121,0.012,-0.121,28,29,31,32
28_29_32_33,-12.589,0.021,-13.094,-0.717,0.022,-0.718,-0.012,0.001,-0.015,28,29,32,33
28_29_33_34,53.396,0.366,53.375,-0.541,0.018,-0.516,0.034,0.005,0.032,28,29,33,34
29_30_25_26,-30.64,0.033,-30.719,-2.684,0.405,-2.599,-0.078,0.002,-0.086,29,30,25,26
29_30_26_27,4.185,0.143,3.875,-2.39,0.33,-2.306,-0.1,0.007,-0.092,29,30,26,27
29_30_27_28,94.676,0.909,95.0,-1.997,0.329,-1.947,-0.453,0.015,-0.456,29,30,27,28
