quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
13_16_14_15,10.923,0.59,10.438,0.104,0.039,0.022,1.518,0.06,1.398,13,16,14,15
14_15_13_16,69.134,0.481,67.906,-0.151,0.085,-0.223,1.446,0.021,1.461,14,15,13,16
14_17_15_16,-344.962,0.442,-351.906,-1.14,0.154,-1.645,0.949,0.007,0.96,14,17,15,16
15_16_14_17,-54.235,1.242,-57.625,-1.026,0.162,-1.343,0.952,0.029,0.954,15,16,14,17
15_18_16_17,-309.011,0.328,-314.969,-0.757,0.259,-1.251,1.453,0.005,1.438,15,18,16,17
16_17_15_18,-126.421,0.487,-132.25,-0.725,0.224,-1.157,1.459,0.01,1.426,16,17,15,18
16_19_17_18,-40.077,0.299,-48.344,-0.238,0.193,-0.573,1.182,0.009,1.176,16,19,17,18
17_18_16_19,-82.166,0.317,-88.0,-0.761,0.308,-1.277,1.174,0.009,1.172,17,18,16,19
17_20_18_19,-51.727,0.709,-58.468,-0.945,0.199,-1.342,1.248,0.02,1.248,17,20,18,19
18_19_17_20,-673.802,0.423,-681.532,-1.123,0.255,-1.648,1.246,0.005,1.217,18,19,17,20
18_21_19_20,-35.296,0.396,-42.438,-1.0,0.178,-1.394,1.222,0.006,1.274,18,21,19,20
19_20_18_21,-627.979,0.431,-633.156,-1.127,0.153,-1.329,1.195,0.005,1.217,19,20,18,21
19_22_20_21,2.048,0.327,-1.75,-0.644,0.144,-0.997,1.257,0.004,1.262,19,22,20,21
20_21_19_22,-787.608,0.453,-795.063,-0.688,0.109,-0.784,1.281,0.01,1.286,20,21,19,22
60_61_62_64,13.876,0.43,14.0,-0.005,0.005,-0.003,99.273,0.757,98.61,60,61,62,64
62_64_60_61,14.073,0.568,14.188,-0.004,0.005,0.001,98.904,0.539,100.459,62,64,60,61
