quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
13_14_15_16,-29.143,1.203,-26.313,0.363,0.068,0.265,-0.715,0.067,-0.53,13,14,15,16
13_14_16_17,5.008,0.802,5.094,0.04,0.031,0.04,-0.305,0.028,-0.273,13,14,16,17
13_14_17_18,28.545,0.757,26.282,0.433,0.042,0.42,-0.124,0.038,-0.325,13,14,17,18
13_14_18_19,24.683,0.702,24.782,0.413,0.043,0.379,-0.067,0.03,-0.036,13,14,18,19
13_14_19_20,-41.701,1.079,-43.656,0.051,0.024,0.051,-0.021,0.038,-0.026,13,14,19,20
13_14_20_21,-41.809,0.635,-41.782,0.043,0.029,0.031,-0.006,0.022,-0.014,13,14,20,21
13_14_21_22,-46.409,1.128,-47.032,0.047,0.027,0.038,0.038,0.039,0.074,13,14,21,22
14_15_16_17,10.685,2.053,12.875,0.043,0.02,0.037,-2.078,0.07,-1.94,14,15,16,17
14_15_17_18,24.35,1.363,24.781,0.021,0.011,0.013,-0.22,0.048,-0.349,14,15,17,18
14_15_18_19,25.589,1.179,26.0,0.012,0.016,-0.016,-0.075,0.041,-0.078,14,15,18,19
14_15_19_20,-41.177,0.656,-40.562,0.023,0.027,0.024,-0.033,0.023,-0.032,14,15,19,20
14_15_20_21,-43.504,1.479,-44.688,0.017,0.027,0.03,-0.077,0.051,-0.109,14,15,20,21
14_15_21_22,-43.538,0.698,-44.312,0.017,0.025,0.032,-0.013,0.024,-0.01,14,15,21,22
15_16_13_14,3.86,0.152,3.688,0.104,0.039,0.11,-0.712,0.005,-0.726,15,16,13,14
15_16_17_18,24.452,0.949,24.594,0.094,0.035,0.106,-0.636,0.033,-0.648,15,16,17,18
15_16_18_19,22.082,1.22,21.688,-0.019,0.022,-0.044,-0.112,0.104,-0.134,15,16,18,19
15_16_19_20,-44.412,0.797,-44.312,0.31,0.043,0.315,-0.025,0.029,0.07,15,16,19,20
15_16_20_21,-42.018,0.943,-43.562,0.216,0.048,0.202,-0.062,0.033,-0.076,15,16,20,21
15_16_21_22,-43.048,0.734,-43.187,0.07,0.034,0.068,-0.012,0.025,-0.004,15,16,21,22
16_17_13_14,1.922,0.2,1.625,0.063,0.029,0.055,-0.285,0.007,-0.267,16,17,13,14
16_17_14_15,86.541,0.298,86.375,-0.203,0.036,-0.27,-2.078,0.028,-2.126,16,17,14,15
16_17_18_19,23.366,0.746,23.656,0.051,0.024,0.033,-0.854,0.026,-0.85,16,17,18,19
16_17_19_20,-41.495,0.457,-42.625,0.025,0.023,0.0,-0.302,0.016,-0.43,16,17,19,20
16_17_20_21,-41.182,0.528,-40.375,0.012,0.018,0.016,-0.084,0.018,-0.06,16,17,20,21
16_17_21_22,-43.31,1.238,-43.656,0.022,0.025,-0.004,-0.029,0.044,-0.058,16,17,21,22
17_18_13_14,1.028,0.6,1.625,0.094,0.051,0.103,-0.054,0.021,-0.076,17,18,13,14
17_18_14_15,75.109,0.177,74.656,0.093,0.038,0.114,-0.192,0.007,-0.188,17,18,14,15
17_18_15_16,61.656,0.285,61.344,-0.06,0.068,-0.09,-0.692,0.018,-0.828,17,18,15,16
17_18_19_20,-41.103,0.328,-41.594,-0.103,0.068,-0.144,-0.866,0.026,-0.866,17,18,19,20
17_18_20_21,-41.201,0.675,-40.375,0.047,0.03,0.055,-0.191,0.023,-0.105,17,18,20,21
17_18_21_22,-42.816,0.421,-42.625,0.053,0.029,0.062,-0.076,0.015,-0.062,17,18,21,22
18_19_13_14,1.232,0.677,1.344,0.069,0.019,0.037,-0.003,0.024,0.006,18,19,13,14
18_19_14_15,67.531,0.203,66.688,0.083,0.027,0.08,-0.066,0.007,-0.058,18,19,14,15
18_19_15_16,55.506,0.328,55.25,0.078,0.029,0.059,-0.157,0.011,-0.166,18,19,15,16
18_19_16_17,63.736,0.148,63.968,-0.335,0.045,-0.454,-0.921,0.01,-0.828,18,19,16,17
18_19_20_21,-39.552,0.231,-39.062,-0.336,0.033,-0.417,-0.813,0.024,-0.706,18,19,20,21
18_19_21_22,-43.778,0.294,-43.375,0.045,0.026,0.07,-0.166,0.01,-0.134,18,19,21,22
19_20_13_14,1.589,0.245,1.531,0.039,0.021,0.028,-0.014,0.009,0.024,19,20,13,14
19_20_14_15,61.021,0.334,61.063,0.074,0.023,0.085,0.012,0.012,0.027,19,20,14,15
19_20_15_16,52.451,0.888,52.25,0.077,0.033,0.058,-0.062,0.031,-0.097,19,20,15,16
19_20_16_17,56.167,0.191,56.469,0.084,0.038,0.072,-0.254,0.007,-0.288,19,20,16,17
19_20_17_18,41.109,0.246,40.812,-0.303,0.067,-0.403,-0.901,0.017,-0.902,19,20,17,18
19_20_21_22,-41.81,0.242,-41.594,-0.258,0.042,-0.34,-0.664,0.021,-0.652,19,20,21,22
20_21_13_14,1.928,0.671,2.0,0.067,0.029,0.082,0.008,0.024,-0.022,20,21,13,14
20_21_14_15,56.336,0.855,55.438,0.084,0.026,0.07,-0.047,0.03,-0.032,20,21,14,15
20_21_15_16,48.83,0.207,49.626,0.09,0.029,0.085,-0.056,0.008,-0.027,20,21,15,16
20_21_16_17,51.579,0.249,51.969,0.086,0.031,0.067,-0.096,0.009,-0.081,20,21,16,17
20_21_17_18,35.273,0.253,35.0,0.089,0.038,0.06,-0.2,0.009,-0.198,20,21,17,18
20_21_18_19,67.629,0.233,67.812,-0.406,0.086,-0.567,-0.864,0.014,-0.831,20,21,18,19
21_22_13_14,0.992,0.328,1.062,0.061,0.05,0.066,-0.006,0.012,-0.024,21,22,13,14
21_22_14_15,50.861,1.152,50.937,0.055,0.043,0.072,-0.021,0.04,-0.002,21,22,14,15
21_22_15_16,46.534,0.391,46.531,0.376,0.081,0.424,0.02,0.02,0.12,21,22,15,16
21_22_16_17,49.448,0.684,49.438,0.351,0.088,0.41,0.013,0.033,0.071,21,22,16,17
21_22_17_18,31.903,0.195,31.906,0.341,0.09,0.406,-0.069,0.009,-0.054,21,22,17,18
21_22_18_19,56.95,0.222,57.5,0.31,0.104,0.383,-0.095,0.013,-0.025,21,22,18,19
21_22_19_20,72.711,0.193,73.531,0.368,0.105,0.37,-0.645,0.009,-0.655,21,22,19,20
60_61_62_64,-5.037,0.803,-5.031,-0.001,0.003,0.001,203.846,0.6,206.112,60,61,62,64
62_64_60_61,-7.593,0.369,-5.313,-0.003,0.002,-0.004,202.988,0.314,203.626,62,64,60,61
