quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
13_16_14_15,33.731,1.604,35.094,0.156,0.018,0.183,1.877,0.07,1.843,13,16,14,15
14_15_13_16,-12.109,0.994,-11.5,-0.608,0.011,-0.583,1.801,0.014,1.793,14,15,13,16
14_17_15_16,-287.688,1.136,-287.219,-0.877,0.004,-0.887,1.027,0.021,1.023,14,17,15,16
15_16_14_17,-149.846,0.204,-149.5,-0.947,0.071,-0.935,1.06,0.004,1.045,15,16,14,17
15_18_16_17,-59.781,3.444,-58.282,-1.211,0.155,-1.262,1.978,0.093,2.018,15,18,16,17
16_17_15_18,-104.291,1.018,-104.031,-0.797,0.113,-0.789,1.864,0.022,1.868,16,17,15,18
16_19_17_18,4.863,0.301,4.812,-0.883,0.129,-0.881,1.146,0.001,1.156,16,19,17,18
17_18_16_19,-6.733,0.231,-6.906,-1.103,0.182,-1.116,1.15,0.001,1.166,17,18,16,19
17_20_18_19,44.101,0.284,43.625,-1.051,0.098,-1.037,1.221,0.023,1.228,17,20,18,19
18_19_17_20,-363.408,0.405,-362.781,-0.875,0.162,-0.901,1.3,0.011,1.291,18,19,17,20
18_21_19_20,-28.216,1.251,-28.188,-0.496,0.151,-0.481,1.058,0.035,1.058,18,21,19,20
19_20_18_21,-325.469,0.197,-325.281,-1.0,0.083,-0.988,1.132,0.023,1.136,19,20,18,21
19_22_20_21,-64.858,0.262,-64.937,-0.307,0.096,-0.23,1.199,0.001,1.21,19,22,20,21
20_21_19_22,-538.39,0.375,-538.938,-0.378,0.087,-0.328,1.162,0.025,1.172,20,21,19,22
60_61_62_64,4.416,1.812,5.188,-0.002,0.001,-0.004,104.224,0.375,105.161,60,61,62,64
62_64_60_61,1.106,0.228,1.344,-0.004,0.001,-0.006,102.51,0.092,102.5,62,64,60,61
