quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
13_14_15_16,3.044,0.414,3.781,-0.205,0.03,-0.18,-0.383,0.006,-0.38,13,14,15,16
13_14_16_17,39.989,2.186,41.938,-0.472,0.049,-0.416,-0.143,0.026,-0.142,13,14,16,17
13_14_17_18,30.22,0.576,29.844,-0.462,0.048,-0.468,-0.011,0.007,-0.011,13,14,17,18
13_14_18_19,32.185,0.475,30.968,0.746,0.045,0.754,-0.04,0.017,-0.044,13,14,18,19
13_14_19_20,-14.361,0.378,-13.75,-0.445,0.033,-0.4,-0.009,0.005,-0.014,13,14,19,20
13_14_20_21,-38.692,0.349,-38.406,-0.442,0.042,-0.446,-0.004,0.004,0.005,13,14,20,21
13_14_21_22,-51.336,1.014,-52.468,-0.419,0.037,-0.408,-0.02,0.012,-0.018,13,14,21,22
14_15_16_17,54.242,0.492,54.875,0.82,0.1,0.908,-1.108,0.006,-1.1,14,15,16,17
14_15_17_18,19.176,2.055,19.25,1.006,0.087,0.979,-0.117,0.026,-0.112,14,15,17,18
14_15_18_19,34.543,0.214,35.094,0.312,0.121,0.2,-0.04,0.007,-0.035,14,15,18,19
14_15_19_20,-16.211,2.581,-14.875,1.077,0.099,1.069,-0.007,0.033,-0.018,14,15,19,20
14_15_20_21,-39.466,1.023,-39.718,0.983,0.054,1.026,0.001,0.013,0.008,14,15,20,21
14_15_21_22,-51.237,0.303,-51.625,0.951,0.065,0.975,-0.001,0.004,-0.02,14,15,21,22
15_16_13_14,27.571,1.782,28.062,-0.665,0.132,-0.555,-0.46,0.104,-0.383,15,16,13,14
15_16_17_18,26.14,0.457,26.468,0.988,0.047,0.869,-0.306,0.006,-0.308,15,16,17,18
15_16_18_19,32.46,0.601,33.313,0.789,0.215,0.365,-0.012,0.029,0.054,15,16,18,19
15_16_19_20,-14.673,0.337,-13.563,0.085,0.057,0.118,-0.01,0.008,-0.036,15,16,19,20
15_16_20_21,-37.082,0.311,-38.312,0.417,0.051,0.406,-0.02,0.005,-0.032,15,16,20,21
15_16_21_22,-47.494,0.478,-46.656,0.324,0.048,0.335,-0.007,0.009,0.032,15,16,21,22
16_17_13_14,27.221,0.566,26.375,-0.346,0.018,-0.352,-0.145,0.009,-0.131,16,17,13,14
16_17_14_15,78.207,0.595,78.218,-0.541,0.081,-0.513,-1.172,0.032,-1.12,16,17,14,15
16_17_18_19,33.641,1.654,34.062,-0.265,0.025,-0.354,-0.418,0.025,-0.418,16,17,18,19
16_17_19_20,-16.511,0.674,-15.25,-0.314,0.029,-0.313,-0.03,0.013,-0.068,16,17,19,20
16_17_20_21,-37.645,0.336,-37.563,-0.3,0.03,-0.312,-0.038,0.007,-0.046,16,17,20,21
16_17_21_22,-44.266,1.581,-44.875,-0.293,0.029,-0.296,-0.026,0.031,-0.01,16,17,21,22
17_18_13_14,24.367,0.444,23.563,-0.89,0.057,-0.909,-0.029,0.006,-0.018,17,18,13,14
17_18_14_15,71.725,0.356,70.906,-1.017,0.061,-1.007,-0.103,0.004,-0.102,17,18,14,15
17_18_15_16,75.39,0.773,74.938,-0.734,0.223,-0.677,-0.27,0.023,-0.27,17,18,15,16
17_18_19_20,-11.426,0.875,-12.719,-0.404,0.118,-0.419,-0.458,0.037,-0.434,17,18,19,20
17_18_20_21,-34.596,0.84,-34.188,-0.412,0.045,-0.414,-0.113,0.013,-0.116,17,18,20,21
17_18_21_22,-44.067,0.536,-45.062,-0.519,0.028,-0.511,-0.033,0.008,-0.052,17,18,21,22
18_19_13_14,24.167,0.416,23.375,0.103,0.103,0.18,-0.016,0.005,-0.004,18,19,13,14
18_19_14_15,70.799,0.3,70.438,-0.035,0.098,0.041,-0.045,0.004,-0.047,18,19,14,15
18_19_15_16,73.022,0.428,74.563,-0.013,0.115,-0.01,-0.085,0.005,-0.064,18,19,15,16
18_19_16_17,90.509,2.296,90.782,-0.71,0.158,-0.664,-0.405,0.093,-0.36,18,19,16,17
18_19_20_21,-28.86,0.577,-28.282,-0.674,0.065,-0.794,-0.392,0.026,-0.396,18,19,20,21
18_19_21_22,-35.224,0.568,-35.875,-0.528,0.053,-0.611,-0.106,0.015,-0.084,18,19,21,22
19_20_13_14,25.701,0.428,25.344,-0.217,0.095,-0.16,-0.015,0.006,-0.01,19,20,13,14
19_20_14_15,70.95,0.889,71.0,-0.315,0.075,-0.227,-0.017,0.011,-0.03,19,20,14,15
19_20_15_16,78.637,0.337,78.5,-0.361,0.079,-0.362,-0.022,0.004,-0.027,19,20,15,16
19_20_16_17,92.094,0.495,92.75,-0.389,0.099,-0.387,-0.111,0.007,-0.118,19,20,16,17
19_20_17_18,44.535,0.39,44.094,-1.156,0.132,-1.126,-0.518,0.017,-0.552,19,20,17,18
19_20_21_22,-23.139,0.405,-23.688,-0.479,0.078,-0.562,-0.37,0.025,-0.352,19,20,21,22
20_21_13_14,24.629,0.599,24.125,0.909,0.072,0.898,-0.009,0.008,0.0,20,21,13,14
20_21_14_15,70.784,1.637,71.938,0.779,0.052,0.797,-0.026,0.02,-0.03,20,21,14,15
20_21_15_16,79.072,0.511,78.688,0.724,0.036,0.697,-0.004,0.007,-0.004,20,21,15,16
20_21_16_17,93.782,0.594,92.938,0.69,0.054,0.672,-0.023,0.007,-0.01,20,21,16,17
20_21_17_18,44.011,0.384,43.625,0.462,0.03,0.418,-0.13,0.006,-0.146,20,21,17,18
20_21_18_19,85.286,0.289,85.719,-0.303,0.104,-0.146,-0.416,0.016,-0.436,20,21,18,19
21_22_13_14,24.097,0.512,24.125,-0.911,0.031,-0.984,-0.027,0.006,-0.018,21,22,13,14
