quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
36_37_38_39,3.358,0.555,3.5,-0.142,0.144,-0.223,-0.462,0.007,-0.459,36,37,38,39
36_37_39_40,-78.713,0.543,-78.812,0.042,0.099,-0.098,-0.143,0.006,-0.138,36,37,39,40
36_37_40_42,117.22,0.487,117.219,0.492,0.034,0.308,-0.022,0.015,-0.016,36,37,40,42
36_37_42_43,9.215,0.343,9.032,-0.051,0.108,-0.111,-0.017,0.004,-0.016,36,37,42,43
36_37_43_44,-9.454,0.37,-8.593,0.03,0.093,-0.058,-0.01,0.004,-0.003,36,37,43,44
36_37_44_45,1.931,0.679,2.188,0.051,0.096,-0.032,-0.013,0.008,-0.014,36,37,44,45
36_37_45_46,-57.722,0.678,-59.218,0.028,0.097,-0.039,-0.008,0.009,-0.01,36,37,45,46
37_38_39_40,-78.262,0.378,-78.063,-0.96,0.111,-1.124,-0.901,0.011,-0.896,37,38,39,40
37_38_40_42,114.104,0.559,114.125,-0.495,0.053,-0.549,-0.13,0.014,-0.136,37,38,40,42
37_38_42_43,10.293,0.839,10.718,-0.702,0.089,-0.821,-0.05,0.011,-0.054,37,38,42,43
37_38_43_44,-6.701,0.717,-7.188,-0.605,0.063,-0.763,-0.02,0.009,-0.005,37,38,43,44
37_38_44_45,-1.982,0.591,-1.562,-0.587,0.075,-0.769,-0.009,0.008,-0.005,37,38,44,45
37_38_45_46,-50.461,0.353,-49.75,-0.571,0.072,-0.686,-0.014,0.005,-0.018,37,38,45,46
38_39_36_37,45.099,0.433,45.312,-0.571,0.163,-0.668,-0.454,0.008,-0.448,38,39,36,37
38_39_40_42,117.361,0.566,117.312,-0.365,0.143,-0.337,-0.435,0.009,-0.435,38,39,40,42
38_39_42_43,8.954,0.651,9.312,-0.085,0.116,-0.372,-0.104,0.009,-0.113,38,39,42,43
38_39_43_44,-9.623,0.58,-9.25,-0.078,0.111,-0.446,-0.057,0.008,-0.056,38,39,43,44
38_39_44_45,-3.937,0.403,-4.281,-0.05,0.105,-0.336,-0.021,0.006,-0.024,38,39,44,45
38_39_45_46,-45.62,0.529,-44.968,0.004,0.109,-0.038,-0.001,0.007,-0.001,38,39,45,46
39_40_36_37,44.24,0.688,44.75,-0.472,0.143,-0.797,-0.128,0.01,-0.13,39,40,36,37
39_40_37_38,83.265,0.405,83.75,-0.492,0.187,-0.775,-0.885,0.008,-0.872,39,40,37,38
39_40_42_43,12.207,0.31,12.688,-0.344,0.122,-0.495,-0.548,0.005,-0.546,39,40,42,43
39_40_43_44,-9.919,0.502,-9.906,-0.102,0.079,-0.245,-0.13,0.007,-0.128,39,40,43,44
39_40_44_45,-6.001,0.262,-6.25,-0.075,0.064,-0.236,-0.056,0.004,-0.073,39,40,44,45
39_40_45_46,-39.128,1.008,-39.718,-0.069,0.064,-0.213,-0.039,0.014,-0.034,39,40,45,46
40_42_36_37,42.982,0.347,42.875,-0.807,0.269,-1.022,-0.034,0.005,-0.046,40,42,36,37
40_42_37_38,79.001,0.441,79.156,-0.752,0.252,-0.94,-0.144,0.006,-0.152,40,42,37,38
40_42_38_39,21.079,0.329,21.312,-1.171,0.196,-1.358,-0.438,0.004,-0.452,40,42,38,39
40_42_43_44,-4.66,0.376,-4.75,-0.583,0.198,-0.774,-0.813,0.007,-0.826,40,42,43,44
40_42_44_45,-8.264,0.304,-8.031,-0.155,0.145,-0.263,-0.106,0.004,-0.114,40,42,44,45
40_42_45_46,-31.561,0.633,-32.218,-0.095,0.136,-0.127,-0.033,0.009,-0.03,40,42,45,46
42_43_36_37,44.167,0.406,44.0,-0.699,0.18,-0.802,-0.024,0.006,-0.019,42,43,36,37
42_43_37_38,76.097,0.364,76.062,-0.67,0.18,-0.771,-0.036,0.006,-0.036,42,43,37,38
42_43_38_39,15.562,0.468,15.406,-0.633,0.189,-0.788,-0.113,0.007,-0.102,42,43,38,39
42_43_39_40,13.019,0.236,13.718,-0.505,0.144,-0.612,-0.564,0.006,-0.573,42,43,39,40
42_43_44_45,0.201,0.353,0.312,-0.606,0.152,-0.729,-0.557,0.006,-0.56,42,43,44,45
42_43_45_46,-28.932,0.266,-29.032,-0.116,0.091,-0.163,-0.122,0.003,-0.117,42,43,45,46
43_44_36_37,44.919,0.705,44.844,-0.847,0.097,-1.005,-0.009,0.015,-0.014,43,44,36,37
43_44_37_38,76.633,1.055,76.718,-1.3,0.163,-1.541,-0.012,0.017,-0.028,43,44,37,38
43_44_38_39,13.853,0.166,13.812,-1.354,0.178,-1.689,-0.044,0.003,-0.058,43,44,38,39
43_44_39_40,5.787,0.24,5.75,-1.356,0.206,-1.701,-0.14,0.004,-0.132,43,44,39,40
43_44_40_42,105.448,0.438,105.969,-1.227,0.3,-1.4,-0.826,0.006,-0.832,43,44,40,42
43_44_45_46,-10.0,0.51,-10.188,-1.097,0.118,-1.374,-0.578,0.008,-0.577,43,44,45,46
44_45_36_37,45.463,0.703,45.594,-0.737,0.11,-0.928,-0.001,0.011,-0.008,44,45,36,37
44_45_37_38,73.703,0.572,73.438,-0.919,0.142,-1.157,-0.021,0.008,-0.012,44,45,37,38
44_45_38_39,11.347,0.257,11.093,-0.857,0.134,-1.019,-0.01,0.004,-0.012,44,45,38,39
44_45_39_40,0.97,0.375,0.688,-0.853,0.133,-1.037,-0.053,0.006,-0.056,44,45,39,40
44_45_40_42,102.695,0.282,102.5,-0.815,0.133,-1.052,-0.117,0.005,-0.112,44,45,40,42
44_45_42_43,26.732,0.888,27.406,-0.498,0.197,-0.636,-0.606,0.02,-0.593,44,45,42,43
45_46_36_37,46.066,0.502,46.062,-0.77,0.095,-0.816,-0.015,0.007,-0.026,45,46,36,37
